場所,レース,クラス,馬番,馬名,MSPF_expect,MSPF_expect_value,平均係数,総合判定,基準値,未勝利,コース,コース(判定),O_Month,O_Level,レベル(判定),O_Trouble,O_Bias,不利(複合判定),S_Female,S_Handi,条件(複合判定),重賞,重賞(判定),血統,血統(判定),騎手,騎手(判定),調教師,調教師(判定)
10,10_2,7,17,エコロアビス,99.1,92.99,91.5,,,,81.0,,69.0,115.0,S,,,,,,,,,54.28571,E,148.0,S,82.0,
10,10_2,7,18,トリアングルレディ,90.7,76.63,70.4,E,,,100.70588,A,69.0,66.5,E,,44.2,E,,,,,,81.8,,,,60.0,E
10,10_3,23,1,マカニ,81.9,62.48,65.0,E,,,81.05882,,75.0,71.25,E,,68.6,E,,,,,,73.0,E,37.875,E,48.54545,E
10,10_3,23,2,アイファーモービル,87.9,71.78,74.7,E,57.0,,76.78571,D,75.0,,,,,,,,,,,75.0,D,76.5,D,70.375,E
10,10_3,23,3,ララアヴリル,95.9,86.4,84.0,,,,79.27778,D,75.0,122.0,S,71.333,60.3,E,,,,,,79.0,D,118.66667,S,66.625,E
10,10_3,23,4,スパークルジョイ,96.8,88.2,88.2,,,,72.88235,E,75.0,,,,,,,,,,,102.22222,A,58.875,E,132.0,S
10,10_3,23,5,ヨドノゴールド,92.3,79.4,77.7,D,,,79.76471,D,75.0,81.5,,,66.85,E,,,,,,69.33333,E,89.6,,82.11111,
10,10_3,23,6,アームズクイーン,88.3,72.46,75.5,D,57.0,,75.84615,D,75.0,,,,,,,,,,,100.0,A,66.0,E,60.9,E
10,10_3,23,7,カップッチョ,94.7,83.99,85.1,,,,90.0625,,75.0,121.25,S,,,,,,,,,63.66667,E,112.66667,A,47.71429,E
10,10_3,23,8,ハッピービバーク,99.6,94.0,93.1,,,,96.5,B,75.0,115.0,S,,,,,,,,,73.0,E,84.25,,114.57143,A
10,10_3,23,9,オコジュ,83.3,64.66,66.5,E,,,80.0,,75.0,77.75,D,,,,,,,,,68.66667,E,52.0,E,45.8,E
10,10_3,23,10,シュシュトディエス,82.6,63.53,62.6,E,,,90.0,,75.0,31.667,E,,,,,,,,,50.33333,E,58.11111,E,70.22222,E
10,10_3,23,11,ヒラボクカレラ,90.4,76.04,76.0,D,,,76.82353,D,75.0,,,,,,,,,,,64.22222,E,95.4,D,68.77778,E
10,10_3,23,12,ラインパシオン,82.6,63.59,59.9,E,,,67.47059,E,75.0,25.0,E,,,,,,,,,51.33333,E,65.8,E,75.0,D
10,10_3,23,13,セイルロケット,74.0,52.09,50.4,E,57.0,,75.3125,D,75.0,4.0,E,,,,,,,,,46.83333,E,39.125,E,61.875,E
10,10_3,23,14,ジェイエルバース,95.6,85.7,87.0,,,,80.66667,,75.0,115.0,S,86.25,,,,,,,,80.7,,84.5,,87.11111,
10,10_5,15,1,エンプレスケー,86.3,69.22,68.8,E,71.6,70.5,77.83333,D,59.0,,,,,,,,,,,69.0,E,78.875,D,57.71429,E
10,10_5,15,2,ポリメトリック,89.9,75.14,75.8,D,71.6,65.4,79.2,D,59.0,,,,,,,,,,,101.0,A,,,74.57143,E
10,10_5,15,3,ブロンディ,81.5,61.95,60.3,E,71.6,65.2,75.16667,D,59.0,,,,,,,,,,,51.75,E,32.2,E,78.71429,D
10,10_5,15,4,ピンクカメリア,86.2,69.06,68.6,E,71.6,78.2,97.16667,B,59.0,,,,,,,,,,,92.0,,24.71429,E,60.71429,E
10,10_5,15,5,アクアホワイト,89.4,74.27,74.7,E,71.6,64.25,96.5,B,59.0,,,,,,,,,,,82.0,,71.75,E,74.71429,E
10,10_5,15,6,ジュエルブリス,86.8,70.09,69.8,E,71.6,69.75,74.66667,E,59.0,,,,,,,,,,,74.0,E,52.25,E,89.33333,
10,10_5,15,7,ヒデガミティアラ,84.4,66.25,65.4,E,71.6,67.4,73.33333,E,59.0,,,,,,,,,,,67.125,E,62.4,E,62.85714,E
10,10_5,15,8,ドゥボヌール,89.5,74.59,75.1,D,71.6,81.8,80.66667,,59.0,,,,,,,,,,,77.625,D,68.14286,E,83.25,
10,10_5,15,9,ラヴエナストロ,86.5,69.47,69.1,E,71.6,67.25,70.0,E,59.0,,,,,,,,,,,65.0,E,62.25,E,91.14286,
10,10_5,15,10,ファーヴニル,93.1,80.86,82.4,,71.6,64.8,103.33333,A,59.0,,,,,,,,,,,95.0,,83.125,,89.14286,
10,10_5,15,11,レイナデルアイレ,86.7,69.92,69.6,E,71.6,65.0,76.5,D,59.0,,,,,,,,,,,57.875,E,66.625,E,92.8,
10,10_5,15,12,ジューンオアシス,90.0,75.36,76.0,D,71.6,77.8,89.33333,,59.0,,,,,,,,,,,78.625,D,72.85714,E,78.28571,D
10,10_5,15,13,フクオトコ,90.2,75.79,76.5,D,71.6,81.8,79.33333,D,59.0,,,,,,,,,,,76.0,D,72.77778,E,90.0,
10,10_5,15,14,ライクアストリーク,90.5,76.31,77.1,D,71.6,67.75,89.83333,,59.0,,,,,,,,,,,65.0,E,82.625,,98.28571,B
10,10_5,15,15,ブルズアイプリンス,94.5,83.68,85.7,,71.6,82.0,83.5,,59.0,,,,,,,,,,,76.0,D,122.75,S,90.85714,
10,10_5,15,16,ブロークンハート,86.9,70.17,69.9,E,71.6,73.25,87.16667,,59.0,,,,,,,,,,,74.0,E,31.83333,E,94.28571,
10,10_5,15,17,シーズンインザサン,92.0,78.89,80.1,,71.6,76.8,90.16667,,59.0,,,,,,,,,,,81.25,,66.875,E,106.5,A
10,10_5,15,18,ルナティックブルー,86.9,70.13,69.9,E,71.6,71.33333,85.28571,,59.0,,,,,,,,,,,75.33333,D,62.45455,E,65.88889,E
10,10_6,7,1,ユウトザケンケン,90.0,75.3,73.0,E,,,71.94444,E,69.0,77.75,D,,60.2,E,,,,,,82.55556,,78.77778,D,70.5,E
10,10_6,7,2,ランブリングマン,83.8,65.41,66.6,E,,,70.0,E,69.0,,,,74.4,E,,,,,,75.0,D,77.75,D,33.5,E
10,10_6,7,3,ハイビッグゴールド,92.5,79.76,78.0,D,,,72.23529,E,69.0,69.75,E,,,,,,,,,71.28571,E,87.0,,98.77778,B
10,10_6,7,4,メイショウゲッコウ,82.9,63.97,66.5,E,,,69.72222,E,69.0,,,66.333,84.267,D,,,,,,71.66667,E,60.25,E,44.5,E
10,10_6,7,5,ジャーナーリア,87.8,71.72,74.7,E,,,68.88235,E,69.0,79.5,D,,94.4,,,,,,,74.0,E,78.44444,D,58.66667,E
10,10_6,7,6,メイショウルーク,83.5,64.87,63.8,E,,,68.88235,E,69.0,,,,55.0,E,,,,,,66.375,E,,,59.88889,E
10,10_6,7,7,ロードアマルフィ,91.3,77.75,78.6,D,,,77.5625,D,69.0,82.75,,92.333,,,,,,,,73.0,E,89.5,,65.77778,E
10,10_6,7,8,ブラックレジェンド,92.6,80.05,81.3,,,,75.35294,D,69.0,124.75,S,,77.2,D,,,,,,93.0,,60.11111,E,69.77778,E
10,10_6,7,9,アニマレイ,83.8,65.42,61.6,E,,,70.44444,E,69.0,5.75,E,,66.0,E,,,,,,71.33333,E,91.8,,56.9,E
10,10_6,7,10,ハッピーブルー,91.4,77.82,76.1,D,,,80.17647,,69.0,,,,67.0,E,,,,,,76.0,D,88.0,,76.57143,D
10,10_6,7,11,カレンショー,93.0,80.72,72.3,E,,,81.61111,,69.0,118.0,S,,3.5,E,,,,,,94.4,,60.375,E,79.55556,D
10,10_7,7,1,リアライズパリオ,86.6,69.74,68.9,E,,,86.0,,69.0,56.0,E,,,,,,,,,74.0,E,53.875,E,74.5,E
10,10_7,7,2,レイワノキセキ,96.2,86.95,86.8,,,,84.41176,,69.0,119.5,S,,,,,,,,,76.66667,D,77.2,D,93.8,
10,10_7,7,3,ウインシャリーフ,85.2,67.54,67.5,E,,,83.70588,,69.0,,,,,,,,,,,65.0,E,71.75,E,48.25,E
10,10_7,7,4,エイシンビーコン,94.3,83.17,83.3,,,,87.11765,,69.0,114.0,A,,,,,,,,,97.0,B,60.22222,E,72.5,E
10,10_7,7,5,エルファリス,80.2,60.14,59.1,E,,,79.82353,D,69.0,31.667,E,,,,,,,,,37.66667,E,78.625,D,58.0,E
10,10_7,7,6,ダンシングアウェイ,89.2,74.05,76.0,D,,,89.58824,,69.0,119.5,S,,,,,,,,,72.55556,E,50.33333,E,55.125,E
10,10_7,7,7,ビアリッツ,89.4,74.29,67.2,E,,,64.58824,E,69.0,61.75,E,,27.1,E,,,,,,74.0,E,72.66667,E,101.33333,A
10,10_7,7,8,ドッグウッド,90.0,75.4,76.8,D,,,80.94118,,69.0,112.75,A,,,,,,,,,56.88889,E,76.5,D,64.5,E
10,10_7,7,9,ウインアベリア,86.2,69.11,68.8,E,,,61.64706,E,69.0,64.0,E,,,,,,,,,73.77778,E,62.57143,E,81.88889,
10,10_7,7,10,トレセデオロ,94.9,84.43,84.2,,,,88.875,,69.0,111.75,A,,,,,,,,,79.66667,D,86.875,,69.22222,E
10,10_7,7,11,シュプリームレルム,92.5,79.8,75.2,D,,,76.4375,D,69.0,127.75,S,,27.1,E,,,,,,74.11111,E,70.77778,E,81.11111,
10,10_7,7,12,ビップヴォルフ,88.3,72.5,73.0,E,,,71.4,E,69.0,88.75,,,,,,,,,,72.88889,E,80.625,,55.42857,E
10,10_7,7,13,グランドフィナーレ,87.1,70.5,69.9,E,,,70.25,E,69.0,63.0,E,,,,,,,,,76.22222,D,77.8,D,63.22222,E
10,10_7,7,14,ビレッジルイーザ,80.5,60.5,62.5,E,,,90.64706,,69.0,79.25,D,,,,,,,,,70.0,E,27.42857,E,38.57143,E
10,10_7,7,15,フェーヴルブラン,88.3,72.48,72.5,E,,,72.11111,E,69.0,79.75,D,,,,,,,,,80.88889,,50.0,E,83.22222,
10,10_7,7,16,ノンブルドール,84.7,66.73,63.8,E,,,100.1875,A,69.0,9.25,E,,,,,,,,,60.22222,E,85.25,,58.8,E
10,10_7,7,17,ピカソジャスパー,86.6,69.72,66.4,E,,,93.875,,69.0,11.5,E,,,,,,,,,62.66667,E,97.5,B,63.88889,E
10,10_7,7,18,アストリル,89.4,74.36,74.7,E,,,100.64706,A,69.0,90.75,,,,,,,,,,71.0,E,66.0,E,50.66667,E
10,10_8,23,1,ホウオウペトリュス,85.4,67.73,65.6,E,,,99.52941,B,75.0,7.5,E,,,,69.25,,E,,,83.22222,,53.8,E,70.58333,E
10,10_8,23,2,ベストレーサー,86.4,69.41,70.4,E,,,97.86667,B,75.0,79.5,D,,,,73.75,,E,,,74.22222,E,51.0,E,41.6,E
10,10_8,23,3,ウインシャーガス,91.5,78.06,75.1,D,,,95.41176,D,75.0,30.0,E,,,,73.75,,E,,,87.22222,,88.0,,76.0,D
10,10_8,23,4,エイシンオニキス,88.0,72.03,69.2,E,,,92.76471,,75.0,29.0,E,,,,68.5,,E,,,67.75,E,74.375,E,76.8,D
10,10_8,23,5,ジュルナール,88.9,73.56,73.6,E,,,67.4375,E,75.0,,,,,,72.75,,E,,,71.22222,E,78.6,D,76.36364,D
10,10_8,23,6,アンドローゼス,94.5,83.52,79.2,D,,,101.5,A,75.0,31.0,E,,,,66.0,,E,,,89.0,,74.88889,E,116.72727,S
10,10_8,23,7,グランセゾン,93.3,81.41,81.1,,,,107.0,A,75.0,87.5,,,,,73.0,,E,,,82.0,,71.28571,E,71.81818,E
10,10_8,23,8,ウアーシュプルング,90.0,75.45,72.2,E,,,84.82353,,75.0,31.0,E,,,,73.0,,E,,,81.0,,83.7,,77.16667,D
10,10_8,23,9,ロケベンドラ,93.7,82.0,81.4,,,,95.70588,D,75.0,83.25,,,,,73.75,,E,,,82.11111,,88.77778,,71.18182,E
10,10_8,23,10,ミッドタウンナイト,93.3,81.32,76.1,D,,,105.52941,A,75.0,30.0,E,,,,74.25,,E,,,70.88889,E,103.22222,A,74.0,E
10,10_8,23,11,ルナルーチェット,92.4,79.7,78.3,D,,,97.3125,B,75.0,59.25,E,,,,68.25,,E,,,105.44444,A,70.77778,E,71.9,E
10,10_8,23,12,イリスレーン,95.8,86.08,86.9,,,,114.6875,A,75.0,125.25,S,,,,69.0,,E,,,71.66667,E,72.14286,E,80.45455,
10,10_8,23,13,ニシノコマチムスメ,86.5,69.6,67.4,E,,,92.11765,,75.0,11.5,E,,,,64.5,,E,,,75.33333,D,95.3,D,57.7,E
10,10_8,23,14,アストラッド,91.5,78.07,76.7,D,,,86.17647,,75.0,56.0,E,,,,62.25,,E,,,79.44444,D,79.0,D,99.2,B
10,10_8,23,15,ソニックドライブ,90.0,75.35,71.0,E,,,95.29412,D,75.0,30.0,E,,,,67.75,,E,,,92.66667,,47.4,E,89.0,
10,10_8,23,16,オーケーエンジェル,86.5,69.56,70.3,E,,,83.0,,75.0,75.0,D,,,,60.75,,E,,,71.0,E,58.8,E,68.81818,E
10,10_9,23,1,セイプリーズ,94.4,83.46,84.0,,,,74.75,E,75.0,109.75,A,,,,,,,,,77.0,D,76.66667,D,90.7,
10,10_9,23,2,セゾンデフィーユ,94.4,83.4,82.2,,,,73.3125,E,75.0,78.5,D,,,,,,,,,79.44444,D,81.77778,,105.125,A
10,10_9,23,3,パーリーラスター,93.3,81.32,80.2,,,,108.29412,A,75.0,74.5,E,,,,,,,,,74.33333,E,56.625,E,92.66667,
10,10_9,23,4,ツィスカリーゼ,83.3,64.6,60.0,E,,,71.23529,E,75.0,25.0,E,,,,,,,,,71.22222,E,,,57.6,E
10,10_9,23,5,エコロハート,86.9,70.13,71.1,E,,,84.0625,,75.0,78.25,D,,,,,,,,,52.11111,E,59.875,E,77.44444,D
10,10_9,23,6,ベルビースタローン,88.7,73.22,74.5,E,,,82.875,,75.0,92.0,,,,,,,,,,56.5,E,52.5,E,87.88889,
10,10_9,23,7,セディバン,86.1,68.92,71.9,E,,,72.0,E,75.0,91.25,,73.667,66.5,E,,,,,,65.0,E,,,59.66667,E
10,10_9,23,8,グリフォン,88.1,72.17,72.2,E,,,81.35294,,75.0,,,,,,,,,,,74.0,E,87.5,,43.0,E
10,10_9,23,9,スウィートリワード,88.0,71.95,71.1,E,,,79.6875,D,75.0,65.25,E,64.667,,E,,,,,,75.8,D,73.25,E,63.8,E
10,10_9,23,10,ヤマニンレセディ,92.1,79.09,78.5,D,,,96.375,B,75.0,77.5,D,,,,,,,,,76.33333,D,64.625,E,81.44444,
10,10_9,23,11,ヴィヴァクラウン,89.5,74.45,77.3,D,,,70.4,E,75.0,124.0,S,,,,,,,,,63.0,E,68.4,E,62.8,E
10,10_9,23,12,ロンドンアームズ,93.5,81.66,82.9,,,,104.66667,A,75.0,117.5,S,,,,,,,,,82.0,,76.77778,D,41.5,E
10,10_9,23,13,カウンターセブン,81.1,61.37,60.0,E,,,72.3125,E,75.0,9.0,E,,,,,,,,,61.5,E,68.28571,E,73.75,E
10,10_9,23,14,アウクソー,92.3,79.53,76.3,D,,,84.875,,75.0,30.75,E,,,,,,,,,71.22222,E,132.25,S,63.77778,E
10,10_9,23,15,クリノゴッホ,81.7,62.2,59.3,E,,,76.4375,D,75.0,30.0,E,,,,,,,,,66.33333,E,70.11111,E,38.11111,E
10,10_9,23,16,ペルフェツィオーネ,80.1,59.99,58.9,E,,,73.76471,E,75.0,9.75,E,,,,,,,,,73.8,E,31.44444,E,89.45455,
10,10_10,43,1,アイウィル,91.6,78.21,71.8,E,,,95.94118,D,66.5,4.0,E,,86.2,,,,,,,76.88889,D,84.66667,,88.1,
10,10_10,43,2,クリノラピダス,91.8,78.61,77.9,D,,,74.23529,E,66.5,76.0,D,87.0,,,,,,,,73.77778,E,66.5,E,101.0,A
10,10_10,43,3,パフ,87.5,71.22,73.4,E,,,74.5,E,66.5,119.25,S,,,,,,,,,51.42857,E,60.0,E,68.5,E
10,10_10,43,4,ギマール,93.4,81.6,79.2,D,,,81.23529,,66.5,67.75,E,,,,,,,,,90.88889,,89.66667,,78.9,D
10,10_10,43,5,ワンダーカモン,97.0,88.61,91.2,,,,92.27778,,66.5,179.5,SS,,,,,,,,,87.55556,,58.66667,E,62.7,E
10,10_10,43,6,ロイガヴェーグル,87.8,71.73,72.7,E,,,68.17647,E,66.5,99.75,B,,,,,,,,,68.22222,E,57.875,E,75.7,D
10,10_10,43,7,マテンロウブレイブ,94.0,82.58,81.3,,,,76.5625,D,66.5,92.25,,,,,,,,,,73.0,E,109.77778,A,69.9,E
10,10_10,43,8,ライフゲート,93.5,81.67,79.9,D,,,101.76471,A,66.5,81.0,,,,,,,,,,77.44444,D,80.5,,72.45455,E
10,10_10,43,9,マナエトレ,87.0,70.29,70.4,E,,,73.64706,E,66.5,,,,75.85,D,,,,,,54.0,E,77.375,D,75.25,D
10,10_10,43,10,グランキングオー,93.9,82.5,82.8,,,,76.9375,D,66.5,132.0,S,62.667,,E,,,,,,90.22222,,72.44444,E,78.55556,D
10,10_10,43,11,プレイテシア,86.6,69.64,68.8,E,,,70.38889,E,66.5,66.25,E,,67.0,E,,,,,,69.66667,E,80.33333,,61.4,E
10,10_10,43,12,アベベ,85.4,67.78,67.4,E,,,70.0,E,66.5,64.25,E,,,,,,,,,68.22222,E,67.11111,E,68.54545,E
10,10_10,43,13,アースイオス,84.0,65.62,64.4,E,,,68.66667,E,66.5,63.5,E,53.333,,E,,,,,,74.33333,E,56.44444,E,67.88889,E
10,10_10,43,14,ストリンジェンド,88.5,72.85,74.3,E,,,80.82353,,66.5,91.25,,80.333,,,,,,,,80.44444,,59.875,E,61.0,E
10,10_10,43,15,キングロコマイカイ,92.2,79.33,76.8,D,,,91.76471,,66.5,60.25,E,,,,,,,,,93.11111,,72.42857,E,77.0,D
10,10_10,43,16,タイセイマンボ,91.6,78.17,76.2,D,,,87.625,,66.5,66.5,E,,,,,,,,,82.4,,75.0,D,79.33333,D
10,10_11,67,1,エイカイマッケンロ,82.9,63.97,63.7,E,,,76.47059,D,83.5,30.0,E,,,,,,,,,70.0,E,32.5,E,89.5,
10,10_11,67,2,イガッチ,95.0,84.53,86.0,,,,85.0625,,83.5,112.75,A,,,,,,,,,93.625,,70.44444,E,70.5,E
10,10_11,67,3,ミッキーツインクル,82.9,64.07,62.2,E,,,97.125,B,83.5,7.667,E,,,,,,,,,79.88889,D,37.22222,E,68.09091,E
10,10_11,67,4,キングノジョー,95.1,84.72,78.6,D,,,88.86667,,83.5,30.0,E,,,,,,,,,75.0,D,135.75,S,58.3,E
10,10_11,67,5,エラトー,94.2,83.05,77.2,D,,,93.82353,,83.5,30.0,E,,,,,,,,,76.0,D,92.0,,87.77778,
10,10_11,67,6,エゾダイモン,92.1,79.11,73.9,E,,,101.29412,A,83.5,30.0,E,,,,,,,,,72.11111,E,76.55556,D,79.9,D
10,10_11,67,7,サダムオプシス,87.7,71.56,69.4,E,,,90.75,,83.5,8.5,E,,,,,,,,,73.77778,E,77.5,D,82.27273,
10,10_11,67,8,アウフヘーベン,94.3,83.22,83.5,,,,88.375,,83.5,87.5,,,,,,,,,,75.125,D,72.125,E,94.3,
10,10_11,67,9,フェミナフォルテ,87.4,71.05,69.1,E,,,104.58824,A,83.5,11.5,E,,,,,,,,,69.66667,E,65.75,E,79.72727,D
10,10_11,67,10,ドラゴンヘッド,82.2,62.97,62.8,E,,,92.0625,,83.5,30.333,E,,,,,,,,,71.33333,E,36.375,E,63.45455,E
10,10_11,67,11,ワイドアラジン,95.3,85.12,78.9,D,,,88.125,,83.5,30.0,E,,,,,,,,,77.11111,D,90.0,,104.7,A
10,10_11,67,12,ハニーコム,87.8,71.68,69.5,E,,,99.75,B,83.5,8.75,E,,,,,,,,,72.44444,E,80.55556,,72.0,E
10,10_12,23,1,デリシュー,82.8,63.89,68.4,E,,,87.52941,,75.0,123.75,S,,,,,,,,,51.66667,E,33.625,E,39.11111,E
10,10_12,23,2,イゾレエオリア,80.6,60.65,59.4,E,,,78.52941,D,75.0,10.25,E,,,,,,,,,71.88889,E,59.375,E,61.6,E
10,10_12,23,3,エイシンジェンマ,94.7,83.94,79.5,D,,,96.8125,B,75.0,30.0,E,,,,,,,,,69.0,E,117.0,S,88.9,
10,10_12,23,4,アスクメークシェア,94.5,83.51,82.8,,,,95.625,D,75.0,87.75,,,,,,,,,,72.22222,E,69.42857,E,96.75,B
10,10_12,23,5,マイバラード,89.0,73.66,71.4,E,,,91.0,,75.0,30.75,E,,,,,,,,,71.66667,E,75.125,D,85.0,
10,10_12,23,6,モルビド,95.2,84.98,82.5,,,,82.25,,75.0,60.25,E,,,,,,,,,107.44444,A,95.5,D,74.55556,E
10,10_12,23,7,プレデスティナーレ,95.2,84.99,85.0,,,,76.57143,D,75.0,,,,,,,,,,,82.57143,,93.88889,,96.9,B
10,10_12,23,8,ヤコブセン,91.2,77.51,72.1,E,,,101.52941,A,75.0,30.0,E,,,,,,,,,76.33333,D,83.7,,66.0,E
10,10_12,23,9,アロガントシェイム,87.9,71.81,68.7,E,,,87.93333,,75.0,31.5,E,,,,,,,,,105.44444,A,39.33333,E,73.11111,E
10,10_12,23,10,マイネルアレス,88.1,72.21,70.2,E,,,90.88235,,75.0,30.75,E,,,,,,,,,81.88889,,76.5,D,66.3,E
10,10_12,23,11,サラダ,93.2,81.21,80.3,,,,78.4,D,75.0,77.5,D,,,,,,,,,90.22222,,70.66667,E,90.11111,
10,10_12,23,12,ジーティービジン,87.7,71.43,71.8,E,,,78.94118,D,75.0,71.75,E,,,,,,,,,75.11111,D,80.375,,49.90909,E
10,10_12,23,13,マイネルアウルム,91.1,77.31,73.1,E,,,124.11765,S,75.0,29.0,E,,,,,,,,,76.66667,D,63.875,E,69.88889,E
10,10_12,23,14,ダノンピクチャー,90.8,76.74,81.3,,43.0,,120.33333,S,75.0,60.5,E,,,,,,,,,81.3,,85.8,,64.66667,E
6,06_1,7,1,トントンビョウシ,85.9,68.59,63.8,E,,,78.47059,D,69.0,25.0,E,,,,,,,,,79.0,D,67.22222,E,63.9,E
6,06_1,7,2,エスシーケイミー,86.4,69.36,69.4,E,,,83.375,,69.0,,,,,,,,,,,76.66667,D,63.33333,E,54.44444,E
6,06_1,7,3,キタノドンカルロ,88.9,73.5,73.5,E,,,100.5,A,69.0,77.5,D,75.667,,D,,,,,,79.0,D,53.88889,E,59.1,E
6,06_1,7,4,ミツカネメルクリオ,86.2,68.99,70.4,E,,,74.0,E,69.0,77.75,D,77.0,,D,,,,,,74.88889,E,63.85714,E,56.625,E
