場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),総合係数
6,06_8,23,2,デイジー,12.92,168.91,2.111,SS,80.0,1.0,1.32314,SS,1.038,1.27,SS,1.0,1.0,,1.0,1.0,,1.0,,1.21007,S,2.111
6,06_8,23,3,ファーマムーン,4.97,64.98,0.828,E,78.4,1.0,0.71436,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.11699,A,0.828
6,06_8,23,4,レモンバーム,6.18,80.81,0.919,D,88.0,1.0,1.19446,S,1.038,0.749,E,1.0,1.0,,1.0,1.0,,1.0,,0.98928,,0.919
6,06_8,23,5,ディクシーヴォーグ,5.6,73.23,0.933,D,78.4,1.0,0.74679,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.20425,S,0.933
6,06_8,23,6,ポッドロルフ,6.53,85.35,1.004,,85.0,1.0,1.30104,SS,1.038,0.779,E,1.0,1.0,,1.0,1.0,,1.0,,0.9545,D,1.004
6,06_8,23,7,クライスレリアーナ,5.93,77.56,0.852,E,91.0,1.0,1.0993,B,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.852
6,06_8,23,8,ブルスカメンテ,5.11,66.78,0.786,E,85.0,1.0,1.074,B,1.038,0.671,E,1.0,1.0,,1.0,1.0,,1.0,,1.05054,B,0.786
6,06_8,23,9,クリフハンガー,7.61,99.53,1.277,SS,78.0,1.0,1.18547,S,1.038,0.881,D,1.0,1.0,,1.0,1.0,,1.0,,1.17749,S,1.277
6,06_8,23,10,キャトルエピス,9.79,127.95,1.523,SS,84.0,1.0,1.29533,SS,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.13286,A,1.523
6,06_8,23,11,ショウナンマリーナ,4.92,64.32,0.784,E,82.0,1.0,1.06706,B,1.038,0.643,E,1.0,1.0,,1.0,1.0,,1.0,,1.10129,A,0.784
6,06_8,23,12,スペシャルバニー,3.35,43.8,0.684,E,64.0,1.0,1.05908,B,1.038,0.632,E,1.0,1.0,,1.0,1.0,,1.0,,0.9846,,0.684
6,06_8,23,13,シアブリス,3.93,51.38,0.667,E,77.0,1.0,0.8518,E,1.038,0.729,E,1.0,1.0,,1.0,1.0,,1.0,,1.03495,,0.667
6,06_8,23,14,チョングク,4.91,64.13,0.705,E,91.0,1.0,1.07256,B,1.038,0.643,E,1.0,1.0,,1.0,1.0,,1.0,,0.98443,,0.705
6,06_8,23,15,スモーキーゴッド,5.27,68.87,0.748,E,92.0,1.0,0.92673,D,1.038,0.719,E,1.0,1.0,,1.0,1.0,,1.0,,1.08157,B,0.748
6,06_8,23,16,ウインイザナミ,7.5,97.99,1.153,A,85.0,1.0,1.27695,SS,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.1644,S,1.153
6,06_9,43,1,ホウオウシンデレラ,7.16,76.34,1.018,,75.0,1.0,1.02916,,1.028,1.0,,1.0,1.0,,0.856,1.0,E,1.0,,1.1237,A,1.018
6,06_9,43,2,ビターグラッセ,9.52,101.42,1.251,SS,81.0,1.0,0.98672,,1.028,1.0,,1.0,1.0,,1.001,1.0,,1.0,,1.23219,S,1.251
6,06_9,43,3,ジャルディニエ,5.13,54.66,0.781,E,70.0,1.0,0.86346,E,1.028,0.959,D,1.0,1.0,,0.917,1.0,D,1.0,,1.0,,0.781
6,06_9,43,4,ヴァイルマティ,8.97,95.62,1.18,S,81.0,1.0,1.17384,S,1.028,1.0,,1.0,1.0,,0.876,1.0,D,1.0,,1.11621,A,1.18
6,06_9,43,5,ブラックルビー,4.96,52.91,0.645,E,82.0,1.0,0.91575,D,1.028,0.643,E,1.0,1.0,,0.906,1.0,D,1.0,,1.17587,S,0.645
6,06_9,43,6,ロムネヤ,5.98,63.77,0.862,E,74.0,1.0,0.83687,E,1.028,1.0,,1.0,1.0,,0.923,1.0,D,1.0,,1.08504,B,0.862
6,06_9,43,7,コンドゥイア,11.89,126.73,1.456,SS,87.0,1.0,1.14312,A,1.028,1.0,,1.0,1.0,,1.239,1.0,S,1.0,,1.0,,1.456
6,06_9,43,8,コムユンプリュム,8.0,85.32,0.958,D,89.0,1.0,0.99638,,1.028,0.767,E,1.0,1.0,,1.065,1.0,B,1.0,,1.14447,A,0.958
6,06_9,43,9,ビッグデイメイク,8.28,88.24,1.062,B,83.0,1.0,0.94669,D,1.028,1.0,,1.0,1.0,,0.906,1.0,D,1.0,,1.20496,S,1.062
6,06_9,43,10,オルノア,12.75,135.93,1.562,SS,87.0,1.0,1.22165,S,1.028,1.0,,1.0,1.0,,1.16,1.0,S,1.0,,1.07226,B,1.562
6,06_9,43,11,トレミニョン,6.14,65.47,0.743,E,88.0,1.0,0.92928,D,1.028,0.748,E,1.0,1.0,,1.006,1.0,,1.0,,1.03427,,0.743
6,06_9,43,12,ナムララジベラ,3.75,40.02,0.533,E,75.0,1.0,1.02855,,1.028,0.56,E,1.0,1.0,,0.799,1.0,E,1.0,,1.12666,A,0.533
6,06_9,43,13,グレイトクラウン,7.45,79.44,0.934,D,85.0,1.0,1.18268,S,1.028,0.737,E,1.0,1.0,,1.016,1.0,,1.0,,1.02543,,0.934
6,06_10,131,1,ラインオブソウル,4.01,34.51,0.454,E,76.0,1.0,0.71907,E,0.978,0.585,E,0.871,1.0,D,1.0,1.0,,1.0,,1.26636,SS,0.454
6,06_10,131,2,サンマルパトロール,4.53,38.93,0.433,E,90.0,1.0,0.83204,E,0.978,0.566,E,0.933,1.0,D,1.0,1.0,,1.0,,1.00778,,0.433
6,06_10,131,3,カゼノランナー,3.34,28.73,0.399,E,72.0,1.0,0.77155,E,0.978,0.617,E,0.944,0.868,E,1.0,1.0,,1.0,,1.04681,D,0.399
6,06_10,131,4,ヒューゴ,2.8,24.11,0.284,E,85.0,1.0,0.67446,E,0.978,0.424,E,1.0,1.0,,1.0,1.0,,1.0,,1.01526,,0.284
6,06_10,131,5,クラウンシエンタ,8.74,75.1,0.715,E,105.0,1.0,0.92755,D,0.978,0.681,E,1.0,0.999,,1.0,1.0,,1.0,,1.15826,A,0.715
6,06_10,131,6,ミスティックロア,8.72,74.96,0.714,E,105.0,1.0,0.79895,E,0.978,0.914,D,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.714
6,06_10,131,7,ヴァルツァーシャル,4.72,40.56,0.427,E,95.0,1.0,0.64931,E,0.978,0.654,E,0.89,1.0,D,1.0,1.0,,1.0,,1.15509,A,0.427
