場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),騎手,(判定),調教師,(判定),総合係数
10,10_2,7,1,ムーンリットビーチ,16.57,62.61,0.871,D,62.0,1.0,0.99279,,1.013,0.813,E,1.0,1.0,,1.0,1.0,,1.0,,1.02893,,1.03551,,1.15878,A,0.871
10,10_2,7,2,ポッドリプル,1.83,6.93,0.101,E,62.0,1.0,1.12202,A,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.85202,E,1.11068,A,0.101
10,10_2,7,3,ラップトップ,1.3,4.93,0.058,E,78.0,1.0,1.14037,A,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.48262,E,1.09209,B,0.058
10,10_2,7,4,アルヴァンドルード,27.17,102.69,0.959,D,90.3,1.0,0.45508,E,1.013,1.501,SS,1.0,1.0,,1.0,1.0,,1.0,,1.1523,A,1.20213,S,1.18666,S,0.959
10,10_2,7,5,ヒメヒオウギ,2.06,7.78,0.122,E,66.0,1.0,1.00049,,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.16212,S,0.96321,,0.122
10,10_2,7,6,サトノアグード,1.55,5.84,0.063,E,80.0,1.0,0.49501,E,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.02937,,1.17324,S,1.16064,S,0.063
10,10_2,7,7,カシノスパーク,0.03,0.13,0.044,E,24.0,1.0,0.46421,E,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.81378,E,1.11286,A,0.11854,E,0.044
10,10_2,7,8,フレアオブセンス,8.26,31.22,0.445,E,66.0,1.0,0.50265,E,1.013,0.808,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.08056,B,1.06331,B,0.445
10,10_2,7,9,セイウンヤオヨロズ,0.67,2.55,0.063,E,43.0,1.0,1.17435,S,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.50853,E,0.94343,D,0.063
10,10_2,7,10,ロングホリデー,13.93,52.66,0.638,E,69.0,1.0,0.4488,E,1.013,0.93,D,1.0,1.0,,1.0,1.0,,1.0,,1.108,A,1.36174,SS,1.19656,S,0.638
10,10_2,7,11,ミツカネマルテ,1.72,6.5,0.78,E,77.0,1.0,1.07924,B,1.013,0.74,E,1.0,1.0,,1.0,1.0,,1.0,,0.97043,,0.99308,,0.10814,E,0.78
10,10_2,7,12,クータモ,5.53,20.89,0.369,E,53.0,1.0,0.4794,E,1.013,0.842,E,1.0,1.0,,1.0,1.0,,1.0,,1.02017,,0.88529,D,1.06686,B,0.369
10,10_2,7,13,ブリックアブラック,7.66,28.94,0.426,E,65.0,1.0,0.46607,E,1.013,0.826,E,1.0,1.0,,1.0,1.0,,1.0,,1.14988,A,0.95071,D,1.04447,D,0.426
10,10_2,7,14,ベンティガオルサ,9.99,37.75,0.471,E,80.0,1.0,0.47341,E,1.013,0.827,E,1.0,1.0,,1.0,1.0,,1.0,,1.01786,,1.16554,S,1.00232,,0.471
10,10_2,7,15,ヤクジョ,0.77,2.92,0.313,E,77.0,1.0,0.45842,E,1.013,0.826,E,1.0,1.0,,1.0,1.0,,1.0,,0.98552,,0.82829,E,0.12107,E,0.313
10,10_2,7,16,アイムスティルミー,0.95,3.59,0.051,E,58.0,1.0,0.97642,,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.97496,,0.50422,E,1.22528,S,0.051
10,10_3,7,1,アルサック,25.37,75.74,0.873,D,80.0,1.0,1.05656,B,1.013,0.879,D,1.0,1.012,,1.0,1.0,,1.0,,0.94677,D,0.96845,,1.08361,B,0.873
10,10_3,7,2,カッタッパ,22.87,68.28,0.717,E,75.0,1.0,0.44825,E,1.013,1.413,SS,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.11712,A,1.26976,SS,0.717
10,10_3,7,3,ミスヘンリー,2.05,6.11,0.081,E,71.0,1.0,0.42703,E,1.013,0.75,E,1.0,1.0,,1.0,1.0,,1.0,,1.13428,A,0.22012,E,1.06118,B,0.081
10,10_3,7,4,ドナソレイ,12.93,38.6,0.553,E,62.0,1.0,0.97262,,1.013,0.652,E,1.0,0.861,E,1.0,1.0,,1.0,,1.0,,1.0,,1.12568,A,0.553
10,10_3,7,5,カッサンドラ,0.42,1.26,0.049,E,60.0,1.0,0.4691,E,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.00037,,0.42601,E,0.049
10,10_3,7,6,アッチョンブリケ,0.63,1.88,0.16,E,53.0,1.0,0.44666,E,1.013,0.695,E,1.0,0.998,,1.0,1.0,,1.0,,1.0,,0.50868,E,0.22178,E,0.16
10,10_3,7,7,エコロレバン,8.02,23.93,0.315,E,77.0,1.0,0.4451,E,1.013,0.804,E,1.0,0.909,D,1.0,1.0,,1.0,,1.0,,0.95542,D,0.98709,,0.315
10,10_3,7,8,アンセートゥモダン,6.87,20.5,0.791,E,52.0,1.0,0.98594,,1.013,0.733,E,0.9,1.0,D,1.0,1.0,,1.0,,1.0,,1.19994,S,0.49852,E,0.791
10,10_3,7,9,アクアマイスター,0.51,1.52,0.018,E,78.0,1.0,1.04352,D,1.013,0.036,E,1.0,0.935,D,1.0,1.0,,1.0,,1.0,,0.50613,E,1.08645,B,0.018
10,10_3,7,10,ミルトハッピー,1.27,3.8,0.156,E,50.0,1.0,0.39413,E,1.013,0.743,E,0.957,1.0,D,1.0,1.0,,1.0,,1.0,,0.55067,E,0.48588,E,0.156
10,10_3,7,11,スマートイデアル,8.07,24.1,0.324,E,65.0,1.0,0.46042,E,1.013,0.626,E,1.0,1.0,,1.0,1.0,,1.0,,0.98049,,1.13322,A,1.14233,A,0.324
10,10_3,7,12,サウンドジュテ,0.88,2.63,0.026,E,72.0,1.0,0.53549,E,1.013,0.036,E,1.0,1.032,,1.0,1.0,,1.0,,1.28619,SS,0.98534,,1.43789,SS,0.026
10,10_3,7,13,クインズボタン,0.24,0.73,0.175,E,36.0,1.0,0.20408,E,1.013,0.741,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.14423,A,0.11601,E,0.175
10,10_3,7,14,コウユーネロガ,9.86,29.43,0.38,E,64.0,1.0,0.46847,E,1.013,0.756,E,1.0,0.875,D,1.0,1.0,,1.0,,1.0,,1.20923,S,1.21087,S,0.38
10,10_6,15,1,ゴールデンボブ,1.66,17.99,0.246,E,71.6,1.07328,1.08431,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.04453,D,0.20552,E,1.02041,,0.246
10,10_6,15,2,ダディーズソード,0.8,8.68,1.063,B,71.6,1.0541,1.04241,D,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.98231,,0.11388,E,1.063
10,10_6,15,3,リアル,4.05,43.82,0.575,E,71.6,1.1443,1.06612,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.98659,,0.485,E,1.06364,B,0.575
10,10_6,15,4,ウィスピア,0.87,9.38,0.318,E,71.6,1.15405,0.46777,E,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.16406,S,0.51456,E,0.411,E,0.318
10,10_6,15,5,キヨタリート,10.6,114.58,1.427,SS,71.6,1.16624,1.03784,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.06588,B,1.12324,A,1.12035,A,1.427
10,10_6,15,6,ニホンピロロジャー,0.85,9.16,0.499,E,71.6,1.0716,1.08435,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.81307,E,0.53584,E,0.25641,E,0.499
10,10_6,15,7,トゥルージョワ,8.75,94.56,1.143,A,71.6,1.14207,1.02903,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.02808,,0.96033,,1.15476,A,1.143
10,10_6,15,8,ルージュアイラ,9.4,101.65,1.08,B,71.6,1.08194,1.03385,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.97996,,1.0,,1.31389,SS,1.08
10,10_6,15,9,トゥルパーニ,5.8,62.74,0.726,E,71.6,1.18449,0.4604,E,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.09032,B,1.23938,S,1.20632,S,0.726
10,10_6,15,10,ヴィスメンティス,6.87,74.25,0.874,D,71.6,1.10903,1.00004,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.94364,D,0.84766,E,1.18595,S,0.874
10,10_6,15,11,ブルーアンビエンス,6.75,72.96,0.973,,71.6,1.03891,1.05802,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.89146,D,1.00787,,1.04676,D,0.973
10,10_6,15,12,スクランプシャス,7.62,82.35,1.005,,71.6,1.10792,1.05444,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.98657,,0.88486,D,1.14416,A,1.005
10,10_6,15,13,チェナ,9.78,105.75,1.34,SS,71.6,1.13592,1.06109,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.01604,,1.11103,A,1.10125,A,1.34
10,10_6,15,14,グリミスティ,2.42,26.17,0.691,E,71.6,1.06304,1.10926,A,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.07075,B,0.55541,E,0.52872,E,0.691
10,10_6,15,15,ウォータールスール,7.25,78.41,1.153,A,71.6,1.05952,1.02773,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.07509,B,0.94896,D,1.153
10,10_6,15,17,ロージーキャンドル,8.11,87.72,1.124,A,71.6,1.10562,1.02102,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.98465,,1.02687,,1.08894,B,1.124
10,10_6,15,18,ボンドマティーニ,8.42,91.05,1.156,A,71.6,1.04264,1.09649,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.84853,E,1.20993,S,1.09909,B,1.156
10,10_7,23,1,ディスパラール,1.6,5.8,0.06,E,88.0,1.0,0.45605,E,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.08805,B,1.13302,A,1.10863,A,0.06
10,10_7,23,2,マイネルボス,5.42,19.66,0.718,E,59.0,1.0,1.02413,,1.019,0.818,E,1.0,1.0,,1.0,1.0,,1.0,,0.86772,E,0.96901,,0.46419,E,0.718
10,10_7,23,3,ニホンピロゴルディ,10.78,39.13,0.85,E,91.0,1.0,0.99612,,1.019,0.771,E,1.0,1.0,,1.0,1.0,,1.0,,1.10755,A,0.98101,,0.50554,E,0.85
10,10_7,23,4,シマサンブラック,3.13,11.36,0.111,E,79.0,1.0,0.4158,E,1.019,0.756,E,1.0,0.875,D,1.0,1.0,,1.0,,1.01366,,0.38939,E,1.29951,SS,0.111
10,10_7,23,5,ウインリュクス,1.12,4.06,0.086,E,96.0,1.0,0.43466,E,1.019,0.862,E,1.0,1.0,,1.0,1.0,,1.0,,0.98136,,0.23009,E,0.49077,E,0.086
10,10_7,23,6,サラコスティ,4.29,15.56,0.154,E,78.0,1.0,0.18778,E,1.019,0.669,E,1.0,1.0,,1.0,1.0,,1.0,,1.06888,B,1.12302,A,1.29768,SS,0.154
10,10_7,23,7,アスクデッドヒート,3.17,11.49,0.117,E,89.0,1.0,1.01337,,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.01981,,1.06937,B,1.10437,A,0.117
10,10_7,23,8,オーサムユニバンス,8.49,30.81,0.854,E,86.0,1.0,1.04792,D,1.019,0.839,E,1.0,1.0,,1.0,1.0,,1.0,,0.97775,,0.97529,,0.41925,E,0.854
10,10_7,23,9,ゲンジ,4.03,14.62,0.119,E,90.0,1.0,1.1178,A,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.00328,,1.0,,1.36899,SS,0.119
10,10_7,23,10,ポテチ,13.21,47.95,0.954,D,45.0,1.0,1.01071,,1.019,0.729,E,0.88,1.0,D,1.0,1.0,,1.0,,1.08835,B,1.3267,SS,1.1172,A,0.954
10,10_7,23,11,ゴールドジェスター,18.61,67.53,0.738,E,91.0,1.0,0.89547,D,1.019,0.725,E,1.0,1.0,,1.0,1.0,,1.0,,1.02173,,1.09244,B,1.00459,,0.738
10,10_7,23,12,ローレルオーブ,22.36,81.17,0.94,D,84.0,1.0,1.17226,S,1.019,0.833,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.94438,D,1.02859,,0.94
10,10_7,23,13,ペリプルス,0.2,0.71,0.361,E,74.0,1.0,1.02807,,1.019,0.691,E,1.0,1.0,,1.0,1.0,,1.0,,1.09322,B,0.45659,E,0.02651,E,0.361
10,10_7,23,14,ヘルツアス,0.72,2.62,0.053,E,91.0,1.0,0.44076,E,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.00442,,1.12337,A,0.54797,E,0.053
10,10_7,23,15,スズカミエール,2.88,10.47,0.365,E,83.0,1.0,0.44086,E,1.019,0.849,E,1.0,1.0,,1.0,1.0,,1.0,,1.03379,,0.92474,D,0.34618,E,0.365
10,10_8,23,1,ベイラム,15.5,32.49,0.367,E,74.0,1.0,0.41942,E,1.019,0.75,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.14438,A,1.19627,S,0.367
10,10_8,23,2,イエローブリック,28.54,59.83,0.753,E,74.0,1.0,0.92551,D,1.019,0.688,E,1.0,1.0,,1.0,1.0,,1.0,,1.1557,A,1.00411,,1.07418,B,0.753
10,10_8,23,3,モヴレクス,17.49,36.68,1.095,B,65.0,1.0,0.97291,,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.99406,,1.11108,A,0.5153,E,1.095
10,10_8,23,4,シドニーホバート,4.43,9.28,0.14,E,67.0,1.0,0.92148,D,1.019,0.688,E,1.0,1.0,,1.0,1.0,,1.0,,0.4984,E,0.43482,E,0.98927,,0.14
10,10_8,23,5,ニヒトツーゼーア,2.59,5.42,0.066,E,77.0,1.0,0.39278,E,1.019,0.756,E,0.95,1.0,D,1.0,1.0,,1.0,,0.46938,E,0.49175,E,1.06082,B,0.066
10,10_8,23,6,ブルーストレイル,15.31,32.09,0.382,E,73.0,1.0,0.44508,E,1.019,0.803,E,1.0,0.957,D,1.0,1.0,,1.0,,1.08438,B,1.0107,,1.15006,A,0.382
10,10_8,23,7,プルーヴンウィナー,16.15,33.87,0.443,E,68.0,1.0,0.99662,,1.019,0.733,E,1.0,1.0,,1.0,1.0,,1.0,,1.09081,B,0.54613,E,1.12242,A,0.443
10,10_9,23,1,ジュジュドール,1.04,6.01,0.051,E,77.0,1.0,1.23128,S,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.36958,E,1.05907,B,1.53075,SS,0.051
10,10_9,23,2,オンザマーチ,4.58,26.47,0.299,E,80.0,1.0,0.5672,E,1.019,1.057,B,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.48991,E,1.10505,A,0.299
10,10_9,23,3,アングレ,13.14,75.87,0.967,,78.4,1.0,0.93362,D,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.01668,,1.0,,1.0,,0.967
10,10_9,23,4,フェブリノ,0.91,5.23,0.156,E,80.0,1.0,1.06845,B,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.18668,S,1.1606,S,0.42007,E,0.156
10,10_9,23,5,カイショー,19.29,111.35,0.999,,87.2,1.0,1.16098,S,1.019,0.853,E,1.0,1.0,,1.0,1.0,,1.0,,0.93347,D,1.06102,B,1.27794,SS,0.999
10,10_9,23,6,ドルチェミスト,6.94,40.07,0.41,E,86.0,1.0,0.49079,E,1.019,0.754,E,1.0,1.0,,1.0,1.0,,1.0,,1.09696,B,0.991,,1.13612,A,0.41
10,10_9,23,7,ワイドシュテルケ,24.39,140.81,1.549,SS,82.0,1.0,1.22212,S,1.019,0.868,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.43261,SS,1.10849,A,1.549
10,10_9,23,8,アンジュプロミス,9.97,57.56,0.605,E,88.0,1.0,1.30244,SS,1.019,0.972,,1.0,1.0,,1.0,1.0,,1.0,,0.98179,,0.47761,E,1.08186,B,0.605
10,10_9,23,9,トップアタック,1.01,5.81,0.28,E,87.0,1.0,1.22444,S,1.019,0.416,E,1.0,1.0,,1.0,1.0,,1.0,,1.02641,,0.52564,E,0.23869,E,0.28
10,10_9,23,10,ヘイルメリーラン,3.11,17.94,0.87,D,78.4,1.0,0.84259,E,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.01331,,0.2629,E,0.87
10,10_9,23,11,クリエープキー,0.78,4.52,0.118,E,85.0,1.0,1.1887,S,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.90012,D,1.03714,,0.45243,E,0.118
10,10_9,23,12,ルージュサウダージ,14.85,85.72,0.996,,81.0,1.0,1.22309,S,1.019,0.838,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.95381,D,1.06235,B,0.996
10,10_10,43,1,パープルクラウド,3.54,8.21,0.124,E,73.0,1.0,1.08946,B,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.09369,B,0.99408,,0.90687,D,0.124
10,10_10,43,2,カエルム,4.09,9.48,0.115,E,78.0,1.0,1.03963,,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.05371,B,1.00427,,1.05578,B,0.115
10,10_10,43,3,ウインマイルート,20.08,46.57,0.485,E,96.0,1.0,0.51038,E,1.008,0.973,,1.0,1.0,,1.0,1.0,,1.0,,1.1657,S,0.83118,E,0.9999,,0.485
10,10_10,43,4,キングスコール,30.93,71.72,0.601,E,109.0,1.0,0.46191,E,1.008,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.04086,D,1.24084,S,1.09422,B,0.601
10,10_10,43,5,バーケンヘッド,3.15,7.3,0.087,E,93.0,1.0,1.05051,B,1.008,0.75,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.10968,E,0.90132,D,0.087
10,10_10,43,6,サラトガチップス,0.93,2.16,0.022,E,92.0,1.0,0.22036,E,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.95307,D,0.99313,,1.07653,B,0.022
10,10_10,43,7,ヴァイザーバルコ,7.15,16.58,0.824,E,96.0,1.0,0.98911,,1.008,0.772,E,1.0,1.0,,1.0,1.0,,1.0,,1.13156,A,0.94661,D,0.20936,E,0.824
10,10_10,43,8,ブリヤディアマンテ,6.89,15.98,0.154,E,80.0,1.0,1.01286,,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.223,S,1.18251,S,1.30255,SS,0.154
10,10_10,43,9,ショウナンガチ,23.25,53.91,0.573,E,108.0,1.0,0.51962,E,1.008,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.06306,B,1.02839,,0.87177,D,0.573
10,10_11,163,1,テレサ,4.19,20.95,0.172,E,93.0,1.0,0.48317,E,0.995,0.756,E,1.0,1.0,,0.951,0.926,D,1.0,,1.0,,0.53743,E,1.30931,SS,0.172
10,10_11,163,2,ブラウンラチェット,0.05,0.23,0.025,E,21.0,1.0,0.2012,E,0.995,0.703,E,1.0,1.0,,0.892,0.881,E,1.0,,1.01408,,0.22032,E,0.44775,E,0.025
10,10_11,163,3,フレミングフープ,2.29,11.48,0.116,E,95.0,1.0,1.16579,S,0.995,0.203,E,1.0,1.0,,0.884,0.891,E,1.0,,1.03113,,0.60771,E,1.04043,D,0.116
10,10_11,163,4,クリノメイ,21.36,106.83,0.977,,90.0,1.0,1.05453,B,0.995,0.829,E,1.0,1.0,,0.994,0.966,,1.0,,0.99835,,1.17134,S,1.21513,S,0.977
10,10_11,163,5,アレナリア,0.4,2.0,0.02,E,89.0,1.0,0.51588,E,0.995,0.104,E,1.0,1.0,,1.052,0.366,E,1.0,,1.02137,,0.96634,,1.10856,A,0.02
10,10_11,163,6,フィールシンパシー,7.05,35.27,0.335,E,97.0,1.0,0.56831,E,0.995,0.973,,1.0,1.0,,1.016,0.961,,1.0,,0.51333,E,1.21612,S,1.08368,B,0.335
10,10_11,163,7,インヴォーグ,2.65,13.24,0.117,E,92.0,1.0,1.1732,S,0.995,0.417,E,1.0,1.0,,1.133,0.397,E,1.0,,0.99467,,0.53583,E,1.23588,S,0.117
10,10_11,163,8,ココナッツブラウン,1.3,6.49,0.061,E,115.0,1.0,0.48155,E,0.995,0.104,E,1.0,1.0,,0.979,1.002,,1.0,,1.07758,B,1.1655,S,0.92107,D,0.061
10,10_11,163,9,パレハ,8.41,42.07,0.902,D,95.0,1.0,1.15233,A,0.995,0.848,E,1.0,1.0,,1.011,1.004,,1.0,,0.96601,,0.94578,D,0.49086,E,0.902
10,10_11,163,10,タクシンイメル,0.49,2.43,0.064,E,83.0,1.0,0.43204,E,0.995,1.0,,0.886,1.0,D,0.89,0.784,E,1.0,,0.9542,D,0.25391,E,0.45574,E,0.064
10,10_11,163,11,エリカヴィータ,1.49,7.44,0.095,E,89.0,1.0,0.49915,E,0.995,0.85,E,1.0,1.0,,1.059,0.899,D,1.0,,1.01115,,0.23257,E,0.88451,D,0.095
10,10_11,163,12,アンリーロード,1.12,5.6,0.7,E,86.0,1.0,1.09966,B,0.995,0.842,E,1.0,1.0,,0.912,0.897,E,1.0,,0.96202,,0.96492,,0.09305,E,0.7
10,10_11,163,13,ウインエーデル,9.11,45.55,0.339,E,106.0,1.0,1.15167,A,0.995,0.823,E,1.0,1.0,,0.952,0.936,D,1.0,,0.99717,,0.40508,E,1.2649,SS,0.339
10,10_11,163,14,クリスマスパレード,20.4,102.05,1.023,,93.0,1.0,1.16038,S,0.995,0.843,E,1.0,1.0,,1.054,1.093,A,1.0,,1.00455,,0.90861,D,1.07209,B,1.023
10,10_11,163,15,レディーヴァリュー,0.53,2.64,0.054,E,101.0,1.0,0.54448,E,0.995,0.104,E,1.0,1.0,,0.948,0.954,D,1.0,,1.01063,,1.04136,D,0.48883,E,0.054
10,10_11,163,16,ボンドガール,15.3,76.56,0.837,E,96.0,1.0,1.14121,A,0.995,0.871,D,1.0,1.0,,1.011,1.036,D,1.0,,1.03184,,0.78337,E,0.95245,D,0.837
10,10_11,163,17,ジョスラン,3.85,19.28,0.158,E,103.0,1.0,0.19847,E,0.995,0.857,E,1.0,1.0,,1.022,0.981,,1.0,,0.99781,,0.93271,D,1.18491,S,0.158
10,10_11,163,18,パルクリチュード,0.03,0.14,0.004,E,97.0,1.0,0.47157,E,0.995,0.036,E,1.0,1.074,B,1.093,0.39,E,1.0,,1.0,,0.4771,E,0.40025,E,0.004
10,10_12,23,1,ウィズマスタング,0.47,1.78,0.026,E,76.0,1.0,1.02341,,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.47929,E,0.49399,E,0.91234,D,0.026
10,10_12,23,2,タイキジパング,2.18,8.17,0.096,E,82.2,1.0,0.91794,D,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.9475,D,0.1085,E,1.03398,,0.096
10,10_12,23,3,ミッションルース,2.9,10.88,0.197,E,61.0,1.0,0.42393,E,1.019,0.58,E,0.92,1.0,D,1.0,1.0,,1.0,,0.9103,D,0.93988,D,0.90375,D,0.197
10,10_12,23,4,スマイルディシー,2.75,10.3,0.111,E,78.0,1.0,1.05671,B,1.019,0.399,E,1.0,1.012,,1.0,1.0,,1.0,,1.01004,,0.25253,E,1.19064,S,0.111
10,10_12,23,5,グレイスフルマーチ,0.88,3.31,0.035,E,76.0,1.0,0.94758,D,1.019,0.036,E,1.0,0.934,D,1.0,1.0,,1.0,,1.07937,B,1.0,,1.24895,S,0.035
10,10_12,23,6,ホウオウバローロ,0.89,3.32,0.187,E,81.0,1.0,1.17919,S,1.019,1.414,SS,1.0,1.074,B,1.0,1.0,,1.0,,1.0195,,0.10041,E,0.21906,E,0.187
10,10_12,23,7,アイファーファイト,0.06,0.22,0.059,E,63.0,1.0,0.17205,E,1.019,0.743,E,1.0,1.0,,1.0,1.0,,1.0,,0.45269,E,1.0,,0.05959,E,0.059
10,10_12,23,8,ラマンシュ,0.07,0.25,0.003,E,79.0,1.0,0.42282,E,1.019,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,0.43791,E,0.44445,E,1.06782,B,0.003
10,10_12,23,9,ロードヴォイジャー,41.36,155.04,1.759,SS,87.0,1.0,1.16715,S,1.019,1.304,SS,1.0,1.0,,1.0,1.0,,1.0,,1.05447,B,1.07565,B,1.0129,,1.759
10,10_12,23,10,ユイノコキュウ,0.25,0.93,0.017,E,55.0,1.0,0.95979,D,1.019,0.036,E,1.0,0.442,E,1.0,1.0,,1.0,,1.05753,B,1.04831,D,0.9884,,0.017
10,10_12,23,11,ブレイジングスター,19.17,71.88,0.942,D,74.0,1.0,0.94613,D,1.019,0.702,E,1.0,1.0,,1.0,1.0,,1.0,,1.36385,SS,1.02055,,1.03079,,0.942
10,10_12,23,12,オレノアイバ,0.59,2.23,0.159,E,63.0,1.0,0.9919,,1.019,0.544,E,1.0,1.0,,1.0,1.0,,1.0,,1.14459,A,0.25239,E,0.22234,E,0.159
10,10_12,23,13,ゴッドヴァレー,1.95,7.31,0.114,E,64.0,1.0,1.0741,B,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.96131,,1.04319,D,1.00139,,0.114
