場所,レース,クラス,馬番,馬名,MSPF_expect,MSPF_expect_value,平均係数,総合判定,基準値,未勝利,コース,コース(判定),O_Month,O_Level,レベル(判定),O_Trouble,O_Bias,不利(複合判定),S_Female,S_Handi,条件(複合判定),重賞,重賞(判定),血統,血統(判定),騎手,騎手(判定),調教師,調教師(判定)
10,10_1,7,1,マシン,84.7,66.7,62.8,E,,,71.35294,E,69.0,4.0,E,,,,,,,,,73.0,E,82.25,,76.9,D
10,10_1,7,2,シンゼンイセ,85.8,68.44,65.3,E,,,85.41176,,69.0,10.25,E,,,,,,,,,76.0,D,84.66667,,66.3,E
10,10_1,7,3,ホワイトラバーズ,85.1,67.31,62.5,E,,,72.23529,E,69.0,8.5,E,,,,,,,,,83.22222,,56.66667,E,85.66667,
10,10_1,7,4,オトコノロマン,92.8,80.36,77.1,D,,,88.125,,69.0,66.5,E,92.333,60.05,D,,,,,,73.44444,E,93.2,,74.2,E
10,10_1,7,5,アンコールアゲイン,89.8,75.04,66.9,E,,,77.29412,D,69.0,5.0,E,,,,,,,,,73.0,E,88.22222,,89.0,
10,10_1,7,6,ゴールデンドラゴン,92.7,80.2,78.8,D,,,85.94118,,69.0,77.5,D,,,,,,,,,76.0,D,82.0,,82.4,
10,10_1,7,7,アーサーバローズ,90.5,76.31,70.5,E,,,85.05882,,69.0,91.0,,51.333,37.55,E,,,,,,74.0,E,80.125,,75.88889,D
10,10_1,7,8,マカラス,91.9,78.69,79.8,D,,,63.11111,E,69.0,,,,101.25,A,,,,,,99.22222,B,68.88889,E,77.11111,D
10,10_1,7,9,ワルトシュタイン,86.1,68.85,68.7,E,,,68.625,E,69.0,69.75,E,,67.0,E,,,,,,78.11111,D,71.875,E,56.5,E
10,10_1,7,10,セルシャーム,89.4,74.35,68.6,E,,,75.52632,D,69.0,25.0,E,,,,,,,,,65.125,E,88.77778,,88.0,
10,10_2,7,1,ムーンリットビーチ,91.8,78.65,77.6,D,,,98.58824,B,69.0,79.5,D,,,,,,,,,74.33333,E,88.22222,,56.11111,E
10,10_2,7,2,ポッドリプル,91.3,77.73,71.9,E,,,95.23529,D,69.0,30.0,E,,,,,,,,,76.0,D,65.625,E,95.77778,D
10,10_2,7,3,ラップトップ,91.7,78.45,74.3,E,,,89.66667,,69.0,30.0,E,,,,,,,,,74.0,E,89.25,,93.75,
10,10_2,7,4,アルヴァンドルード,97.7,89.92,89.0,,,,92.86667,,69.0,116.0,S,,,,,,,,,79.0,D,87.5,,89.9,
10,10_2,7,5,ヒメヒオウギ,84.5,66.4,63.7,E,,,90.0,,69.0,31.5,E,,,,,,,,,76.0,D,31.125,E,84.6,
10,10_2,7,6,サトノアグード,91.1,77.28,71.6,E,,,83.26667,,69.0,30.0,E,,,,,,,,,72.44444,E,81.0,,93.66667,
10,10_2,7,7,カシノスパーク,91.7,78.3,73.6,E,,,87.0,,69.0,31.5,E,,,,,,,,,62.25,E,143.42857,S,48.55556,E
10,10_2,7,8,フレアオブセンス,93.9,82.4,81.3,,,,85.29412,,69.0,88.75,,,,,,,,,,70.0,E,74.33333,E,100.22222,A
10,10_2,7,9,セイウンヤオヨロズ,84.8,66.94,64.8,E,,,87.76471,,69.0,31.667,E,,,,,,,,,64.0,E,72.0,E,64.33333,E
10,10_2,7,10,ロングホリデー,88.8,73.36,73.4,E,,,99.05882,B,69.0,82.75,,,,,,,,,,77.77778,D,68.3,E,43.5,E
10,10_2,7,11,ミツカネマルテ,83.2,64.48,65.6,E,,,75.64706,D,69.0,76.5,D,,,,,,,,,68.22222,E,73.75,E,30.77778,E
10,10_2,7,12,クータモ,83.9,65.56,62.9,E,,,99.4,B,69.0,10.25,E,,,,,,,,,78.44444,D,66.5,E,53.625,E
10,10_2,7,13,ブリックアブラック,94.7,83.96,81.3,,,,97.6875,B,69.0,66.0,E,,,,,,,,,112.0,A,79.25,D,63.875,E
10,10_2,7,14,ベンティガオルサ,91.0,77.08,75.3,D,,,86.52941,,69.0,61.25,E,,,,,,,,,75.44444,D,92.5,,67.11111,E
10,10_2,7,15,ヤクジョ,92.4,79.59,77.7,D,,,84.23529,,69.0,66.0,E,,,,,,,,,89.44444,,75.625,D,81.66667,
10,10_2,7,16,アイムスティルミー,101.5,98.28,90.9,,,,106.3125,A,69.0,31.667,E,,,,,,,,,82.8,,141.9,S,113.8,A
10,10_3,7,1,アルサック,87.4,70.92,73.4,E,,,75.16667,D,69.0,82.75,,,86.8,,,,,,,46.88889,E,82.75,,70.375,E
10,10_3,7,2,カッタッパ,95.5,85.58,84.6,,,,79.35294,D,69.0,100.75,A,,,,,,,,,79.0,D,84.0,,95.36364,D
10,10_3,7,3,ミスヘンリー,92.8,80.41,81.6,,,,81.72222,,69.0,124.75,S,,,,,,,,,78.22222,D,67.625,E,68.3,E
10,10_3,7,4,ドナソレイ,90.1,75.49,72.8,E,,,74.83333,E,69.0,74.0,E,,63.1,E,,,,,,79.0,D,,,77.11111,D
10,10_3,7,5,カッサンドラ,89.8,75.04,70.9,E,,,110.11765,A,69.0,31.5,E,,,,,,,,,77.0,D,61.57143,E,76.25,D
10,10_3,7,6,アッチョンブリケ,86.6,69.71,75.6,D,,,75.64706,D,69.0,76.25,D,,115.5,S,,,,,,79.0,D,60.125,E,54.0,E
10,10_3,7,7,エコロレバン,89.0,73.61,75.9,D,,,75.82353,D,69.0,69.75,E,,98.2,B,,,,,,79.0,D,70.5,E,69.125,E
10,10_3,7,8,アンセートゥモダン,86.0,68.72,68.2,E,,,89.61111,,69.0,65.25,E,66.0,,E,,,,,,73.0,E,68.0,E,46.66667,E
10,10_3,7,9,アクアマイスター,83.1,64.35,59.9,E,,,73.11765,E,69.0,25.0,E,,59.1,E,,,,,,79.0,D,67.4,E,46.71429,E
10,10_3,7,10,ミルトハッピー,88.5,72.8,74.1,E,,,87.64706,,69.0,66.25,E,96.333,,B,,,,,,79.0,D,75.11111,D,45.33333,E
10,10_3,7,11,スマートイデアル,93.6,81.89,82.6,,,,83.875,,69.0,119.75,S,,,,,,,,,72.22222,E,63.42857,E,87.11111,
10,10_3,7,12,サウンドジュテ,88.0,72.0,68.1,E,,,72.23529,E,69.0,25.0,E,,84.7,,,,,,,73.88889,E,77.44444,D,74.5,E
10,10_3,7,13,クインズボタン,92.4,79.73,77.7,D,,,81.11765,,69.0,64.5,E,,,,,,,,,73.0,E,60.66667,E,117.85714,S
10,10_3,7,14,コウユーネロガ,90.4,76.04,73.6,E,,,85.61111,,69.0,66.25,E,,67.0,E,,,,,,80.0,,79.55556,D,67.88889,E
10,10_6,15,1,ゴールデンボブ,90.0,75.43,76.1,D,71.6,71.6,91.0,,59.0,,,,,,,,,,,76.5,D,73.25,E,85.0,
10,10_6,15,2,ダディーズソード,85.4,67.8,67.2,E,71.6,80.8,77.16667,D,59.0,,,,,,,,,,,76.0,D,79.42857,D,30.57143,E
10,10_6,15,3,リアル,88.9,73.49,73.8,E,71.6,79.2,76.83333,D,59.0,,,,,,,,,,,97.25,B,51.0,E,79.5,D
10,10_6,15,4,ウィスピア,94.1,82.93,84.8,,71.6,84.8,109.5,A,59.0,,,,,,,,,,,91.875,,90.0,,73.71429,E
10,10_6,15,5,キヨタリート,87.3,70.75,70.6,E,71.6,74.2,71.66667,E,59.0,,,,,,,,,,,84.0,,84.7,,50.0,E
10,10_6,15,6,ニホンピロロジャー,86.5,69.52,69.2,E,71.6,71.4,74.83333,E,59.0,,,,,,,,,,,61.66667,E,82.125,,66.0,E
10,10_6,15,7,トゥルージョワ,86.7,69.78,69.5,E,71.6,63.0,72.33333,E,59.0,,,,,,,,,,,67.375,E,70.25,E,84.85714,
10,10_6,15,8,ルージュアイラ,86.6,69.67,69.3,E,71.6,66.6,88.5,,59.0,,,,,,,,,,,68.25,E,,,64.0,E
10,10_6,15,9,トゥルパーニ,90.3,75.82,76.5,D,71.6,83.0,107.83333,A,59.0,,,,,,,,,,,79.25,D,61.9,E,68.11111,E
10,10_6,15,10,ヴィスメンティス,89.7,74.78,75.3,D,71.6,75.2,103.5,A,59.0,,,,,,,,,,,77.625,D,66.5,E,70.0,E
10,10_6,15,11,ブルーアンビエンス,90.3,75.9,76.6,D,71.6,65.0,75.0,D,59.0,,,,,,,,,,,67.125,E,82.55556,,111.0,A
10,10_6,15,12,スクランプシャス,86.9,70.18,69.9,E,71.6,74.8,74.0,E,59.0,,,,,,,,,,,71.5,E,73.9,E,66.44444,E
10,10_6,15,13,チェナ,89.0,73.58,73.9,E,71.6,71.8,85.83333,,59.0,,,,,,,,,,,90.75,,81.33333,,54.71429,E
10,10_6,15,14,グリミスティ,85.4,67.86,67.2,E,71.6,70.8,91.83333,,59.0,,,,,,,,,,,61.125,E,64.75,E,55.85714,E
10,10_6,15,15,ウォータールスール,86.1,68.83,68.4,E,71.6,76.25,83.5,,59.0,,,,,,,,,,,76.0,D,54.125,E,61.28571,E
10,10_6,15,17,ロージーキャンドル,88.8,73.35,73.6,E,71.6,73.4,86.6,,59.0,,,,,,,,,,,73.375,E,77.25,D,72.14286,E
10,10_6,15,18,ボンドマティーニ,88.6,72.94,73.2,E,71.6,64.5,86.42857,,59.0,,,,,,,,,,,62.11111,E,86.55556,,80.33333,
10,10_7,23,1,ディスパラール,91.2,77.48,73.2,E,,,107.17647,A,75.0,29.0,E,,,,,,,,,77.22222,D,79.5,D,71.5,E
10,10_7,23,2,マイネルボス,88.1,72.2,72.1,E,,,96.33333,B,75.0,64.0,E,,,,,,,,,63.625,E,80.16667,,53.22222,E
10,10_7,23,3,ニホンピロゴルディ,92.2,79.21,78.6,D,,,109.76471,A,75.0,77.5,D,,,,,,,,,77.55556,D,67.66667,E,64.375,E
10,10_7,23,4,シマサンブラック,92.0,78.91,76.3,D,,,94.0,,75.0,66.25,E,,67.0,E,,,,,,70.55556,E,81.0,,80.14286,
10,10_7,23,5,ウインリュクス,89.3,74.12,74.6,E,,,97.23529,B,75.0,81.0,,,,,,,,,,69.88889,E,64.5,E,60.0,E
10,10_7,23,6,サラコスティ,96.3,87.15,87.9,,,,79.52941,D,75.0,124.25,S,,,,,,,,,74.77778,E,82.22222,,91.4,
10,10_7,23,7,アスクデッドヒート,85.0,67.18,64.8,E,,,87.47059,,75.0,31.0,E,,,,,,,,,77.11111,D,55.57143,E,62.72727,E
10,10_7,23,8,オーサムユニバンス,90.1,75.58,74.8,E,,,104.35294,A,75.0,62.5,E,,,,,,,,,60.0,E,74.0,E,72.9,E
10,10_7,23,9,ゲンジ,88.4,72.66,69.5,E,,,93.94118,,75.0,30.0,E,,,,,,,,,87.33333,,,,61.375,E
10,10_7,23,10,ポテチ,86.6,69.77,73.1,E,43.0,,96.8125,B,75.0,78.25,D,54.0,,E,,,,,,85.88889,,72.33333,E,49.22222,E
10,10_7,23,11,ゴールドジェスター,86.2,69.04,70.0,E,,,86.875,,75.0,74.5,E,,,,,,,,,69.55556,E,55.28571,E,58.83333,E
10,10_7,23,12,ローレルオーブ,94.4,83.42,84.3,,,,81.375,,75.0,116.25,S,,,,,,,,,66.0,E,92.125,,75.11111,D
10,10_7,23,13,ペリプルス,96.3,87.12,88.0,,,,83.1875,,75.0,127.75,S,,,,,,,,,75.44444,D,76.5,D,90.3,
10,10_7,23,14,ヘルツアス,85.3,67.69,65.3,E,,,93.33333,,75.0,31.5,E,,,,,,,,,55.66667,E,82.22222,,54.0,E
10,10_7,23,15,スズカミエール,94.8,84.16,81.9,,,,123.66667,S,75.0,62.0,E,,,,,,,,,71.4,E,85.66667,,73.72727,E
10,10_8,23,1,ベイラム,95.5,85.51,86.5,,,,83.82353,,75.0,124.75,S,,,,,,,,,74.0,E,76.16667,D,85.375,
10,10_8,23,2,イエローブリック,87.7,71.49,72.2,E,,,85.28571,,75.0,77.75,D,,,,,,,,,51.85714,E,67.85714,E,75.625,D
10,10_8,23,3,モヴレクス,87.9,71.79,71.8,E,,,84.5625,,75.0,,,,,,,,,,,51.5,E,82.125,,65.75,E
10,10_8,23,4,シドニーホバート,89.3,74.1,74.4,E,,,92.8125,,75.0,77.75,D,,,,,,,,,65.44444,E,54.28571,E,81.125,
10,10_8,23,5,ニヒトツーゼーア,88.8,73.39,73.8,E,,,84.82353,,75.0,66.25,E,81.333,,,,,,,,67.11111,E,67.25,E,74.55556,E
10,10_8,23,6,ブルーストレイル,84.5,66.42,67.0,E,,,66.70588,E,75.0,9.5,E,,92.4,,,,,,,78.375,D,82.75,,64.22222,E
10,10_8,23,7,プルーヴンウィナー,91.8,78.58,78.3,D,,,86.41176,,75.0,80.0,,,,,,,,,,78.3,D,72.5,E,77.36364,D
10,10_9,23,1,ジュジュドール,80.6,60.75,59.5,E,,,84.875,,75.0,31.5,E,,,,,,,,,51.33333,E,56.71429,E,57.6,E
10,10_9,23,2,オンザマーチ,89.2,74.02,75.3,D,,,69.75,E,75.0,95.0,,,,,,,,,,65.0,E,77.0,D,70.0,E
10,10_9,23,3,アングレ,76.6,55.3,59.4,E,43.0,,73.21429,E,75.0,,,,,,,,,,,30.0,E,,,,
10,10_9,23,4,フェブリノ,96.5,87.53,82.5,,,,77.70588,D,75.0,30.333,E,,,,,,,,,80.11111,,85.625,,146.0,S
10,10_9,23,5,カイショー,86.5,69.47,66.9,E,,,74.0625,E,75.0,11.75,E,,,,,,,,,79.55556,D,79.125,D,81.77778,
10,10_9,23,6,ドルチェミスト,93.0,80.77,80.3,,,,104.58824,A,75.0,83.5,,,,,,,,,,65.25,E,77.0,D,76.33333,D
10,10_9,23,7,ワイドシュテルケ,87.6,71.34,71.6,E,,,68.6875,E,75.0,69.5,E,,,,,,,,,65.0,E,82.25,,69.44444,E
10,10_9,23,8,アンジュプロミス,88.1,72.21,73.4,E,,,83.125,,75.0,88.75,,,,,,,,,,76.33333,D,49.125,E,68.3,E
10,10_9,23,9,トップアタック,78.4,57.69,55.3,E,,,64.625,E,75.0,11.5,E,,,,,,,,,71.44444,E,58.125,E,51.0,E
10,10_9,23,10,ヘイルメリーラン,91.5,77.99,85.0,,43.0,,84.84615,,75.0,,,,,,,,,,,82.0,,91.75,,91.33333,
10,10_9,23,11,クリエープキー,85.1,67.35,65.6,E,,,78.6875,D,75.0,30.0,E,,,,,,,,,81.55556,,62.625,E,65.85714,E
10,10_9,23,12,ルージュサウダージ,84.5,66.48,64.2,E,,,78.76471,D,75.0,9.0,E,,,,,,,,,65.0,E,89.22222,,68.4,E
10,10_10,43,1,パープルクラウド,88.8,73.34,69.9,E,,,91.4375,,66.5,31.667,E,,,,,,,,,79.77778,D,70.66667,E,79.22222,D
10,10_10,43,2,カエルム,86.7,69.85,66.9,E,,,83.375,,66.5,30.0,E,,,,,,,,,62.44444,E,85.71429,,73.11111,E
10,10_10,43,3,ウインマイルート,90.4,76.15,77.1,D,,,75.05882,D,66.5,111.75,A,,,,,,,,,75.0,D,85.33333,,48.71429,E
10,10_10,43,4,キングスコール,88.6,72.97,73.0,E,,,89.125,,66.5,,,,,,,,,,,78.55556,D,68.55556,E,62.09091,E
10,10_10,43,5,バーケンヘッド,89.7,74.87,76.4,D,,,81.47059,,66.5,119.75,S,,,,,,,,,69.0,E,57.0,E,64.875,E
10,10_10,43,6,サラトガチップス,84.5,66.36,63.3,E,,,80.875,,66.5,29.0,E,,,,,,,,,62.33333,E,69.33333,E,71.5,E
10,10_10,43,7,ヴァイザーバルコ,94.8,84.17,84.2,,,,86.11765,,66.5,120.0,S,,,,,,,,,74.44444,E,89.125,,69.0,E
10,10_10,43,8,ブリヤディアマンテ,88.5,72.78,68.8,E,,,81.375,,66.5,31.0,E,,,,,,,,,63.88889,E,70.375,E,99.5,B
10,10_10,43,9,ショウナンガチ,90.3,75.98,76.0,D,,,85.23529,,66.5,,,,,,,,,,,81.1,,79.77778,D,67.3,E
10,10_11,163,1,テレサ,200.9,968.14,76.0,D,,,96.25,B,70.5,75.5,D,,,,69.75,77.714,E,,,69.0,E,66.09091,E,83.08333,
10,10_11,163,2,ブラウンラチェット,193.2,810.56,69.7,E,,,90.5625,,70.5,67.0,E,,,,57.0,79.143,E,,,83.33333,,35.8,E,74.33333,E
10,10_11,163,3,フレミングフープ,198.8,923.67,68.7,E,,,100.375,A,70.5,11.0,E,,,,68.25,75.857,E,,,72.0,E,74.3,E,77.33333,D
10,10_11,163,4,クリノメイ,204.8,1059.35,69.4,E,,,98.4375,B,70.5,7.25,E,,,,73.75,81.429,D,,,85.33333,,61.91667,E,76.69231,D
10,10_11,163,5,アレナリア,195.2,850.11,62.7,E,,,75.6875,D,70.5,30.0,E,,,,65.75,72.714,E,,,54.33333,E,64.125,E,68.55556,E
10,10_11,163,6,フィールシンパシー,194.5,835.25,79.1,D,,,78.58824,D,70.5,111.75,A,,,,62.75,73.286,E,,,72.33333,E,73.33333,E,90.53846,
10,10_11,163,7,インヴォーグ,203.3,1023.08,71.4,E,,,101.625,A,70.5,9.667,E,,,,76.0,75.857,D,,,71.22222,E,81.8,,84.7,
10,10_11,163,8,ココナッツブラウン,198.6,917.92,74.2,E,,,100.5625,A,70.5,30.0,E,,,,70.0,72.857,E,,,76.22222,D,90.63636,,83.07692,
10,10_11,163,9,パレハ,201.3,977.81,68.3,E,,,95.06667,D,70.5,10.5,E,,,,69.25,79.714,E,,,71.75,E,76.27273,D,73.07692,E
10,10_11,163,10,タクシンイメル,193.8,823.26,70.7,E,,,74.35294,E,70.5,,,68.667,,E,62.25,73.571,E,,,58.25,E,64.3,E,93.41667,
10,10_11,163,11,エリカヴィータ,192.6,800.97,74.3,E,,,96.5,B,70.5,81.25,,,,,61.25,72.143,E,,,78.22222,D,64.5,E,70.16667,E
10,10_11,163,12,アンリーロード,198.9,924.39,70.5,E,,,102.6875,A,70.5,10.25,E,,,,70.5,73.429,E,,,105.22222,A,55.3,E,76.09091,D
10,10_11,163,13,ウインエーデル,201.5,983.19,71.4,E,,,95.75,D,70.5,62.25,E,,,,74.5,74.429,E,,,70.55556,E,62.625,E,60.3,E
10,10_11,163,14,クリスマスパレード,199.2,930.96,74.1,E,,,105.6875,A,70.5,9.75,E,,,,67.75,76.571,E,,,71.55556,E,76.77778,D,114.0,A
10,10_11,163,15,レディーヴァリュー,200.7,963.9,72.0,E,,,85.25,,70.5,30.0,E,,,,70.5,76.571,E,,,77.66667,D,85.9,,79.27273,D
10,10_11,163,16,ボンドガール,200.8,967.38,85.8,,,,90.52941,,70.5,122.25,S,,,,69.25,77.286,E,,,72.44444,E,82.90909,,101.33333,A
10,10_11,163,17,ジョスラン,200.1,951.9,78.5,D,,,112.0625,A,70.5,80.25,,,,,69.25,76.571,E,,,73.11111,E,80.18182,,66.46154,E
10,10_11,163,18,パルクリチュード,201.1,973.24,77.1,D,,,83.22222,,70.5,25.0,E,,82.6,,72.25,74.857,E,,,65.0,E,140.0,S,80.63636,
10,10_12,23,1,ウィズマスタング,89.4,74.33,70.8,E,,,101.29412,A,75.0,31.5,E,,,,,,,,,55.25,E,73.77778,E,88.1,
10,10_12,23,2,タイキジパング,92.0,78.87,83.2,,57.0,,84.09091,,75.0,,,,,,,,,,,57.55556,E,84.875,,114.7,A
10,10_12,23,3,ミッションルース,90.2,75.67,79.7,D,,,71.17647,E,75.0,125.5,S,77.333,,D,,,,,,79.88889,D,58.375,E,70.66667,E
10,10_12,23,4,スマイルディシー,83.5,64.89,63.2,E,,,78.22222,D,75.0,3.667,E,,79.3,D,,,,,,67.88889,E,61.42857,E,76.875,D
10,10_12,23,5,グレイスフルマーチ,89.4,74.4,69.1,E,,,78.5,D,75.0,25.0,E,,86.2,,,,,,,78.22222,D,,,71.4,E
10,10_12,23,6,ホウオウバローロ,94.2,83.01,84.2,,,,68.4375,E,75.0,116.75,S,,82.6,,,,,,,73.66667,E,97.0,B,76.0,D
10,10_12,23,7,アイファーファイト,78.9,58.34,61.1,E,,,81.05882,,75.0,66.25,E,,,,,,,,,62.0,E,,,21.125,E
10,10_12,23,8,ラマンシュ,79.6,59.29,56.4,E,,,80.76471,,75.0,25.0,E,,,,,,,,,24.125,E,55.0,E,78.22222,D
10,10_12,23,9,ロードヴォイジャー,89.9,75.28,76.5,D,,,68.3125,E,75.0,98.5,B,,,,,,,,,70.77778,E,87.125,,59.5,E
10,10_12,23,10,ユイノコキュウ,82.9,63.95,58.0,E,,,79.53333,D,75.0,25.0,E,,35.65,E,,,,,,83.22222,,47.0,E,60.75,E
10,10_12,23,11,ブレイジングスター,90.1,75.53,75.6,D,,,78.8,D,75.0,77.667,D,,,,,,,,,82.875,,69.5,E,69.88889,E
10,10_12,23,12,オレノアイバ,93.2,81.21,82.4,,,,86.33333,,75.0,114.5,A,,,,,,,,,75.88889,D,58.6,E,83.9,
10,10_12,23,13,ゴッドヴァレー,84.7,66.69,64.4,E,,,79.05882,D,75.0,31.5,E,,,,,,,,,48.75,E,76.375,D,76.0,D
10,10_12,23,14,ウォーターパラディ,91.3,77.67,77.0,D,,,67.72222,E,75.0,71.75,E,,,,,,,,,76.0,D,94.11111,,77.7,D
10,10_12,23,15,ジーティーアメリカ,91.8,78.52,81.4,,,,78.94118,D,75.0,124.25,S,71.5,,E,,,,,,74.0,E,75.0,D,71.36364,E
6,06_1,7,1,シセイヒナタ,80.2,60.17,61.3,E,52.0,27.57143,86.2,,69.0,,,,,,68.667,,E,,,58.625,E,61.3,E,58.0,E
6,06_1,7,2,アドミ,85.7,68.27,64.2,E,,,69.88235,E,69.0,25.0,E,,,,69.5,,E,,,77.0,D,78.1,D,60.81818,E
6,06_1,7,3,ビアーレ,86.5,69.55,66.6,E,,,120.64706,S,69.0,9.75,E,,,,66.25,,E,,,80.0,,61.55556,E,59.33333,E
6,06_1,7,4,ジョイアミーア,85.7,68.26,68.6,E,,,81.47059,,69.0,80.25,,61.667,,E,71.75,,E,,,54.0,E,73.3,E,57.45455,E
6,06_1,7,5,スカット,82.0,62.69,59.6,E,,,65.23529,E,69.0,5.667,E,,66.85,E,71.0,,E,,,73.0,E,72.33333,E,53.33333,E
6,06_1,7,6,アイアンブランド,83.2,64.47,65.5,E,,,79.6875,D,69.0,77.0,D,,,,64.0,,E,,,45.0,E,78.1,D,45.72727,E
6,06_1,7,7,イヌボウノキラメキ,87.5,71.13,71.3,E,,,78.35294,D,69.0,74.75,E,72.333,,E,64.0,,E,,,79.22222,D,74.33333,E,58.22222,E
6,06_1,7,8,ワンダーバリエンス,90.5,76.23,75.8,D,,,99.77778,B,69.0,81.0,,,,,57.25,,E,,,79.0,D,59.7,E,84.63636,
6,06_1,7,9,ローズオブジャパン,92.9,80.62,79.6,D,,,87.66667,,69.0,82.0,,,,,70.75,,E,,,72.44444,E,81.1,,94.1,
6,06_1,7,10,オニノウタゲ,89.1,73.89,69.5,E,,,131.76471,S,69.0,30.0,E,,,,66.25,,E,,,74.0,E,49.0,E,66.3,E
6,06_1,7,11,トコシエノヒトミ,87.7,71.55,66.9,E,,,66.70588,E,69.0,25.0,E,77.667,,D,71.0,,E,,,73.0,E,81.22222,,71.4,E
6,06_1,7,12,ジュニアスウィート,89.3,74.19,69.6,E,,,75.0,D,69.0,25.0,E,,78.1,D,71.75,,E,,,81.44444,,78.4,D,78.27273,D
6,06_1,7,13,マジョリカ,91.2,77.45,71.4,E,,,94.77778,,69.0,25.0,E,,71.5,E,58.75,,E,,,79.33333,D,102.66667,A,70.55556,E
6,06_1,7,14,タヤスロレンヌ,87.1,70.44,70.7,E,,,76.88235,D,69.0,79.5,D,,,,71.75,,E,,,79.0,D,56.5,E,62.5,E
6,06_1,7,15,マイニオサラスタス,86.8,69.98,68.1,E,,,85.1875,,69.0,,,,45.05,E,66.5,,E,,,72.11111,E,24.375,E,114.66667,A
6,06_1,7,16,ムーンブランシュ,89.9,75.16,74.4,E,,,82.27778,,69.0,,,71.5,,E,71.0,,E,,,75.6,D,79.66667,D,71.76923,E
6,06_2,7,1,ビップマリク,82.0,62.73,59.8,E,,,82.0625,,69.0,10.0,E,,,,,,,,,77.0,D,60.625,E,60.375,E
6,06_2,7,2,シデンイッセン,91.1,77.26,77.3,D,,,94.05882,,69.0,,,,,,,,,,,63.77778,E,80.66667,,78.77778,D
6,06_2,7,3,アイデアユー,91.5,77.95,78.0,D,,,87.6,,69.0,,,,82.6,,,,,,,95.22222,D,73.625,E,59.75,E
6,06_2,7,4,スノースコール,90.4,76.1,76.0,D,,,88.4375,,69.0,69.5,E,,84.7,,,,,,,73.0,E,72.85714,E,74.66667,E
6,06_2,7,5,クラージュスター,93.5,81.66,82.2,,,,119.70588,S,69.0,116.25,S,,,,,,,,,63.0,E,81.0,,44.1,E
6,06_2,7,6,ハルノアメ,83.9,65.49,62.7,E,,,89.41176,,69.0,8.5,E,,,,,,,,,68.88889,E,64.375,E,76.11111,D
6,06_2,7,7,クアッドフォルツァ,84.6,66.61,70.3,E,,,80.0625,,69.0,72.75,E,,91.3,,,,,,,73.0,E,43.0,E,62.66667,E
6,06_2,7,8,コンヴァーンクル,95.5,85.59,85.6,,,,90.5,,69.0,,,,,,,,,,,91.33333,,86.55556,,90.55556,
6,06_2,7,9,ハロングロットル,75.3,53.73,53.7,E,,,90.47059,,69.0,,,,,,,,,,,70.0,E,21.85714,E,17.3,E
6,06_2,7,10,ハイランダー,93.8,82.19,82.9,,,,92.8,,69.0,120.75,S,,,,,,,,,48.375,E,79.125,D,87.125,
6,06_2,7,11,クリュメノス,85.7,68.3,63.0,E,,,83.66667,,69.0,3.5,E,,,,,,,,,81.0,,69.25,E,71.33333,E
6,06_2,7,12,ニシノモリミチ,89.5,74.52,71.5,E,,,92.9375,,69.0,7.0,E,,94.4,,,,,,,76.0,D,79.33333,D,82.11111,
6,06_2,7,13,イントゥゴールデン,86.1,68.95,68.7,E,,,84.8125,,69.0,63.5,E,,,,,,,,,80.0,,58.11111,E,56.5,E
6,06_2,7,14,コパノエイダン,92.9,80.6,80.6,,,,89.1875,,69.0,,,,,,,,,,,67.22222,E,87.875,,89.72727,
6,06_2,7,15,ハリウッドグラム,88.7,73.2,72.3,E,,,99.76471,B,69.0,66.25,E,,,,,,,,,80.33333,,63.22222,E,55.5,E
6,06_2,7,16,ビックリパラダイス,86.0,68.82,68.6,E,,,79.84211,D,69.0,,,64.5,,E,,,,,,68.1,E,54.44444,E,75.7,D
6,06_3,15,1,ハクサンマンゲツ,87.2,70.64,69.2,E,79.2,68.0,80.33333,,59.0,,,,,,,,,,,86.5,,24.5,E,96.875,B
6,06_3,15,2,トウカイレオ,89.7,74.79,74.0,E,79.2,93.2,87.33333,,59.0,,,,,,,,,,,54.0,E,79.22222,D,71.5,E
6,06_3,15,3,ショービット,90.5,76.32,75.8,D,79.2,73.75,77.83333,D,59.0,,,,,,,,,,,79.0,D,67.125,E,98.25,B
6,06_3,15,4,ミヤザキムスメ,88.4,72.62,71.5,E,79.2,72.5,84.0,,59.0,,,,,,,,,,,80.0,,60.0,E,73.625,E
6,06_3,15,5,ピグマリオン,88.6,72.92,71.9,E,79.2,77.0,73.5,E,59.0,,,,,,,,,,,70.25,E,73.22222,E,78.25,D
6,06_3,15,6,ターフクリスタル,90.1,75.54,74.9,E,79.2,82.25,74.6,E,59.0,,,,,,,,,,,88.0,,79.33333,D,66.375,E
6,06_3,15,7,ペルシアーノ,88.6,72.97,71.9,E,79.2,72.0,76.33333,D,59.0,,,,,,,,,,,76.0,D,79.11111,D,69.125,E
6,06_3,15,8,コリアンダーアイ,78.1,57.34,53.7,E,79.2,58.6,83.66667,,59.0,,,,,,,,,,,44.125,E,21.5,E,55.25,E
6,06_3,15,9,ベラケンタウロス,86.7,69.87,68.3,E,79.2,76.0,62.0,E,59.0,,,,,,,,,,,73.0,E,80.25,,59.57143,E
6,06_3,15,10,デルマアソ,87.0,70.33,68.8,E,79.2,59.0,88.83333,,59.0,,,,,,,,,,,57.125,E,70.33333,E,78.75,D
