場所,レース,クラス,馬番,馬名,MSPF_expect,MSPF_expect_value,平均係数,総合判定,基準値,未勝利,コース,コース(判定),O_Month,O_Level,レベル(判定),O_Trouble,O_Bias,不利(複合判定),S_Female,S_Handi,条件(複合判定),重賞,重賞(判定),血統,血統(判定),騎手,騎手(判定),調教師,調教師(判定)
8,08_4,23,11,サリーチェ,91.4,77.92,78.2,D,,,99.23529,B,75.0,88.75,,,,,73.75,,E,,,71.22222,E,72.7,E,66.45455,E
8,08_4,23,12,パシフィックハイ,92.2,79.2,75.5,D,,,88.70588,,75.0,9.5,E,,,,66.0,,E,,,79.77778,D,109.88889,A,99.5,B
8,08_4,23,13,レイム,86.8,69.99,72.3,E,,,69.0625,E,75.0,99.5,B,,72.8,E,69.25,,E,,,66.22222,E,56.7,E,70.0,E
8,08_4,23,14,キトンインザスカイ,94.4,83.49,83.5,,,,101.0,A,75.0,,,,,,66.0,,E,,,79.0,D,81.11111,,98.8,B
8,08_4,23,15,クインズセレネ,89.7,74.78,70.0,E,,,91.88235,,75.0,25.0,E,,,,66.0,,E,,,80.66667,,69.5,E,82.27273,
8,08_4,23,16,ペガサスノース,89.6,74.68,70.4,E,,,82.61111,,75.0,30.0,E,,,,71.5,,E,,,79.6,D,78.18182,D,76.18182,D
8,08_5,7,1,ダノンオブアイデア,91.7,78.3,76.5,D,,,90.94118,,69.0,64.0,E,,,,,,,,,74.33333,E,70.25,E,90.3,
8,08_5,7,2,マイコンチェルト,86.0,68.74,69.8,E,,,96.41176,B,69.0,87.5,,,,,,,,,,70.0,E,46.5,E,49.44444,E
8,08_5,7,3,プロスト,79.9,59.74,57.9,E,,,85.625,,69.0,8.5,E,,,,,,,,,57.28571,E,58.22222,E,68.88889,E
8,08_5,7,4,マテンロウオリジン,89.2,74.06,73.1,E,,,94.875,,69.0,67.0,E,,,,,,,,,70.88889,E,67.875,E,69.0,E
8,08_5,7,5,イニシオ,96.9,88.35,88.2,,,,92.125,,69.0,123.75,S,,,,,,,,,69.88889,E,72.25,E,102.0,A
8,08_5,7,6,トゥレネヴェリテ,87.0,70.38,79.8,D,,,66.11765,E,69.0,122.5,S,58.667,130.0,,,,,,,76.0,D,32.71429,E,83.66667,
8,08_5,7,7,エンジェルボイス,86.9,70.17,66.5,E,,,83.35294,,69.0,7.25,E,,,,,,,,,88.11111,,73.66667,E,77.875,D
8,08_5,7,8,マイネルホウセン,90.1,75.6,77.2,D,,,84.64706,,69.0,116.75,S,,,,,,,,,75.33333,D,50.875,E,66.3,E
8,08_5,7,9,ドンテスタマスター,88.7,73.11,72.3,E,,,64.4375,E,69.0,67.0,E,,,,,,,,,76.0,D,75.44444,D,82.0,
8,08_5,7,10,ダイナソーコー,82.3,63.17,60.4,E,,,84.41176,,69.0,10.25,E,,,,,,,,,71.88889,E,,,66.55556,E
8,08_5,7,11,パウンドフォーワン,93.9,82.41,81.4,,,,85.58824,,69.0,91.25,,,,,,,,,,76.0,D,72.625,E,94.0,
8,08_5,7,12,ファインウーマン,90.4,76.12,78.2,D,,,92.11765,,69.0,127.75,S,,,,,,,,,69.0,E,62.83333,E,48.5,E
8,08_5,7,13,スズカサートゥル,91.4,77.78,77.5,D,,,83.17647,,69.0,91.0,,,,,,,,,,74.0,E,76.77778,D,71.3,E
8,08_5,7,14,キボウホー,78.5,57.78,55.6,E,,,69.82353,E,69.0,8.333,E,,,,,,,,,65.0,E,34.75,E,86.75,
8,08_5,7,15,オリオンブレード,90.9,77.02,77.0,D,,,84.52941,,69.0,,,,,,,,,,,74.33333,E,80.77778,,76.44444,D
8,08_5,7,16,ヒラボクソライア,100.4,95.73,95.7,D,,,106.6,A,69.0,,,,,,,,,,,71.88889,E,84.5,,146.66667,S
8,08_5,7,17,ブラックオリンピア,94.2,83.02,83.0,,,,90.875,,69.0,111.5,A,,,,,,,,,69.33333,E,80.33333,,77.2,D
8,08_5,7,18,ボクサークラブ,88.5,72.74,68.2,E,,,91.05882,,69.0,10.0,E,,,,,,,,,70.6,E,81.33333,,87.125,
8,08_6,7,1,エロイーズ,85.1,67.36,64.3,E,,,79.64706,D,69.0,9.75,E,,,,,,,,,76.77778,D,90.0,,60.875,E
8,08_6,7,2,テイスティング,88.8,73.24,73.2,E,,,94.625,,69.0,,,,,,,,,,,74.0,E,62.57143,E,66.0,E
8,08_6,7,3,ミレニアルピンク,88.3,72.55,67.6,E,,,81.17647,,69.0,30.0,E,,,,,,,,,65.66667,E,72.125,E,87.77778,
8,08_6,7,4,ホーリーステップ,88.5,72.81,72.6,E,,,67.23529,E,69.0,,,,74.1,E,,,,,,76.0,D,70.0,E,79.25,D
8,08_6,7,5,タフクッキー,96.1,86.71,86.4,,,,97.5,B,69.0,116.0,S,,,,,,,,,70.22222,E,84.33333,,81.18182,
8,08_6,7,6,アンガーザガール,93.5,81.76,73.9,E,,,64.94118,E,69.0,25.0,E,82.667,75.95,D,,,,,,67.11111,E,74.77778,E,131.6,S
8,08_6,7,7,パゴスピグイノス,84.9,67.08,58.9,E,,,84.17647,,69.0,25.0,E,,31.3,E,,,,,,76.88889,D,64.55556,E,61.2,E
8,08_6,7,8,ゼフィルス,84.8,66.92,66.8,E,,,73.3125,E,69.0,60.25,E,,,,,,,,,65.0,E,63.625,E,69.5,E
8,08_6,7,9,ライゼシュトゥルム,88.2,72.34,73.1,E,,,86.41176,,69.0,92.0,,,,,,,,,,79.33333,D,53.875,E,57.75,E
8,08_6,7,10,ルナカカオ,92.4,79.63,79.6,D,,,104.11765,A,69.0,,,,,,,,,,,90.5,,75.125,D,59.4,E
8,08_6,7,11,レインボーステート,89.5,74.59,77.9,D,,,64.29412,E,69.0,124.25,S,74.667,,E,,,,,,76.11111,D,77.22222,D,59.875,E
8,08_6,7,12,センリョウヤクシャ,95.0,84.49,85.0,,,,95.0,,69.0,124.25,S,,,,,,,,,78.88889,D,74.875,E,67.875,E
8,08_6,7,13,エバイダンス,85.9,68.6,69.6,E,,,75.6875,D,69.0,83.5,,,,,,,,,,69.66667,E,,,50.375,E
8,08_6,7,14,メルメラーダ,95.6,85.74,83.5,,,,80.375,,69.0,79.5,D,,,,,,,,,87.0,,88.625,,96.71429,B
8,08_6,7,15,クリーンブーケ,79.2,58.78,57.9,E,,,75.35294,D,69.0,30.333,E,,,,,,,,,78.11111,D,37.14286,E,57.5,E
8,08_6,7,16,アステリアート,88.6,73.03,73.0,E,,,92.76471,,69.0,,,,,,,,,,,65.0,E,68.375,E,70.0,E
8,08_6,7,17,フルフィルメント,89.8,74.95,74.3,E,,,98.35294,B,69.0,74.75,E,,,,,,,,,65.0,E,55.55556,E,83.0,
8,08_7,23,1,サンマルミッション,83.7,65.15,68.3,E,57.0,,102.4375,A,75.0,65.25,E,74.0,,E,,,,,,58.125,E,24.66667,E,78.77778,D
8,08_7,23,2,ユキノクラウン,89.7,74.9,69.1,E,,,75.06667,D,75.0,4.5,E,,77.2,D,,,,,,92.0,,82.28571,,77.88889,D
8,08_7,23,3,ヴィーナスバブル,86.6,69.68,69.7,E,,,87.23529,,75.0,,,,,,,,,,,86.22222,,55.125,E,44.8,E
8,08_7,23,4,クロノスバレット,94.4,83.46,84.9,,,,86.875,,75.0,127.0,S,,,,,,,,,79.0,D,79.375,D,62.4,E
8,08_7,23,5,マッハレイジング,88.3,72.5,72.5,E,,,68.05556,E,75.0,,,,,,,,,,,69.22222,E,70.11111,E,80.1,
8,08_7,23,6,ローズゴジャール,83.9,65.45,65.4,E,,,68.1875,E,75.0,,,,,,,,,,,73.0,E,49.33333,E,61.72727,E
8,08_7,23,7,ワイドクリーガー,92.5,79.79,79.8,D,,,77.8125,D,75.0,,,,,,,,,,,61.25,E,110.875,A,74.0,E
8,08_7,23,8,ケイアイワイラーパ,86.3,69.18,68.5,E,,,71.29412,E,75.0,,,,60.2,E,,,,,,60.0,E,70.0,E,74.55556,E
8,08_7,23,9,ブリオメンテ,89.1,73.76,66.6,E,,,71.375,E,75.0,25.0,E,53.667,,E,,,,,,66.22222,E,76.22222,D,99.0,B
8,08_7,23,10,バシリス,91.7,78.44,78.4,D,,,74.4375,E,75.0,,,,,,,,,,,108.88889,A,55.77778,E,78.09091,D
8,08_7,23,11,アークドール,94.4,83.38,85.5,,,,64.70588,E,75.0,117.75,S,85.5,,,,,,,,75.0,D,82.6,,98.27273,B
8,08_8,43,1,セールヴォラン,90.3,75.81,76.0,D,,,78.5,D,66.5,97.0,B,,,,,,,,,73.0,E,75.5,D,65.2,E
8,08_8,43,2,モズナイスバディー,91.1,77.26,76.6,D,,,72.52941,E,66.5,87.5,,,,,,,,,,80.88889,,88.4,,64.0,E
8,08_8,43,3,ハリーケーン,93.7,82.03,80.4,,,,82.4375,,66.5,83.0,,,,,,,,,,95.16667,D,81.66667,,73.4,E
8,08_8,43,4,スペシャルナンバー,90.1,75.48,76.2,D,,,65.5625,E,66.5,,,,86.4,,,,,,,76.33333,D,79.3,D,83.09091,
8,08_8,43,5,フェデラー,93.4,81.42,86.7,,,,72.66667,E,66.5,,,70.667,156.35,A,,,,,,73.0,E,74.55556,E,92.9,
8,08_8,43,6,ディキシーガンナー,90.3,75.81,75.3,D,,,74.5,E,66.5,97.75,B,63.0,,E,,,,,,79.0,D,71.75,E,74.6,E
8,08_8,43,7,ジーベック,89.9,75.17,73.6,E,,,73.05882,E,66.5,,,,65.1,E,,,,,,79.0,D,78.11111,D,79.9,D
8,08_8,43,8,ビーマックス,90.5,76.2,74.6,E,,,83.3125,,66.5,66.5,E,,,,,,,,,72.22222,E,74.125,E,84.85714,
8,08_8,43,9,セントールビースト,94.8,84.13,81.5,,,,69.13333,E,66.5,92.25,,70.333,,E,,,,,,92.55556,,69.55556,E,110.2,A
8,08_8,43,10,ヴリトラハン,100.5,95.93,93.2,,,,74.3125,E,66.5,,,,86.4,,,,,,,74.88889,E,146.22222,S,111.1,A
8,08_8,43,11,フェリ,89.7,74.9,73.5,E,,,69.625,E,66.5,,,,66.6,E,,,,,,76.44444,D,80.88889,,81.0,
8,08_8,43,12,クラリティスケール,88.5,72.78,72.1,E,,,72.76471,E,66.5,64.25,E,,76.9,D,,,,,,96.77778,B,67.5,E,60.14286,E
8,08_8,43,13,プレアデスグループ,89.3,74.12,76.6,D,,,68.3125,E,66.5,,,,100.4,A,,,,,,70.0,E,78.0,D,76.5,D
8,08_8,43,14,イマージョン,90.6,76.4,76.4,D,,,73.8125,E,66.5,,,,,,,,,,,78.77778,D,67.125,E,95.8,D
8,08_8,43,15,ドンパッショーネ,90.6,76.45,76.2,D,,,75.22222,D,66.5,91.25,,,,,,,,,,79.0,D,65.33333,E,79.7,D
8,08_9,115,1,タガノアルトゥーラ,93.2,81.23,81.4,,,,83.8125,,65.0,117.25,S,,,,,,,,,74.55556,E,77.375,D,70.57143,E
8,08_9,115,2,ラディアントスター,84.9,67.09,63.3,E,,,95.25,D,65.0,31.0,E,,,,,,,,,61.125,E,,,64.0,E
8,08_9,115,3,グレーヌドジョワ,84.3,66.08,61.4,E,,,92.9375,,65.0,11.0,E,,,,,,,,,71.11111,E,60.25,E,68.11111,E
8,08_9,115,4,ウィズクィーン,90.6,76.37,76.4,D,,,82.125,,65.0,,,,,,,,,,,76.0,D,69.5,E,89.22222,
8,08_9,115,5,マテンロウゼロ,84.8,66.84,63.5,E,,,82.93333,,65.0,10.25,E,,,,,,,,,74.0,E,68.88889,E,79.88889,D
8,08_9,115,6,アロンソア,91.5,77.95,76.7,D,,,70.17647,E,65.0,81.75,,,,,,,,,,69.0,E,64.66667,E,109.75,A
8,08_9,115,7,ショウナンハヤナミ,88.7,73.15,72.1,E,,,68.875,E,65.0,69.75,E,,,,,,,,,90.375,,66.71429,E,71.625,E
8,08_9,115,8,ダークマルス,96.2,87.01,85.9,,,,96.125,B,65.0,111.75,A,,,,,,,,,73.11111,E,87.55556,,82.09091,
8,08_9,115,9,イベントホライゾン,90.2,75.76,70.1,E,,,89.9375,,65.0,30.0,E,,,,,,,,,72.11111,E,85.3,,78.1,D
8,08_9,115,10,オーライカモン,94.7,83.9,83.9,,,,92.53333,,65.0,,,,,,,,,,,76.0,D,78.33333,D,107.625,A
8,08_9,115,11,ラージアンサンブル,86.2,69.05,65.5,E,,,86.4,,65.0,31.0,E,,,,,,,,,65.0,E,72.11111,E,73.75,E
8,08_9,115,12,エルハーベン,88.8,73.28,71.8,E,,,74.4375,E,65.0,63.75,E,,,,,,,,,82.77778,,68.125,E,76.9,D
8,08_9,115,13,アクロフェイズ,95.9,86.4,78.9,D,,,95.29412,D,65.0,30.0,E,,,,,,,,,70.8,E,105.81818,A,106.77778,A
8,08_10,67,1,ゴールドダイアー,95.8,86.11,85.1,,,,78.52941,D,83.5,73.0,E,,,,,,,,,73.0,E,90.75,,111.77778,A
8,08_10,67,2,マイノワール,87.8,71.62,74.9,E,,,89.76471,,83.5,92.0,,75.0,,D,,,,,,71.125,E,70.75,E,42.0,E
8,08_10,67,3,ヒロノラメール,97.7,89.99,88.5,,,,101.0,A,83.5,75.5,D,,,,,,,,,82.66667,,62.625,E,125.5,S
8,08_10,67,4,アスクシュタイン,90.7,76.63,77.6,D,,,85.0,,83.5,79.75,D,,,,,,,,,69.0,E,85.66667,,62.5,E
8,08_10,67,5,リューデスハイム,90.8,76.73,70.3,E,,,75.82353,D,83.5,25.0,E,,64.15,E,,,,,,90.875,,79.125,D,73.77778,E
8,08_10,67,6,ペイシャモノノフ,88.4,72.6,72.4,E,,,70.625,E,83.5,,,,59.45,E,,,,,,75.0,D,63.22222,E,82.66667,
8,08_10,67,7,レーウィン,97.4,89.42,84.4,,,,66.58824,E,83.5,80.75,,,58.0,E,,,,,,77.66667,D,140.57143,S,84.0,
8,08_10,67,8,シャルクハフト,90.8,76.84,72.3,E,,,78.66667,D,83.5,25.0,E,,86.6,,,,,,,86.25,,70.55556,E,75.7,D
8,08_10,67,9,メイショウシナノ,86.9,70.11,69.8,E,,,65.52941,E,83.5,,,,60.2,E,,,,,,64.375,E,69.0,E,75.9,D
8,08_10,67,10,シンビリーブ,94.6,83.7,79.2,D,,,86.73333,,83.5,69.25,E,84.0,50.5,E,,,,,,88.0,,81.0,,90.3,
8,08_10,67,11,モズマーヴェリック,96.2,86.9,86.9,,,,92.64706,,83.5,,,,,,,,,,,71.625,E,105.375,A,81.33333,
8,08_10,67,12,メイプルタピット,87.2,70.63,72.1,E,,,84.3125,,83.5,67.25,E,,,,,,,,,85.88889,,,,39.66667,E
8,08_10,67,13,ホルトバージ,86.7,69.9,74.4,E,,,67.41176,E,83.5,76.0,D,,92.4,,,,,,,79.11111,D,57.5,E,65.0,E
8,08_10,67,14,ペンナヴェローチェ,91.0,77.05,79.8,D,,,69.94118,E,83.5,,,,98.2,B,,,,,,86.55556,,75.11111,D,65.22222,E
8,08_10,67,15,タンゴバイラリン,83.7,65.23,63.0,E,,,89.5,,83.5,5.0,E,,,,,,,,,67.0,E,69.66667,E,63.6,E
8,08_11,131,1,クランフォード,89.8,75.04,72.8,E,,,78.28571,D,59.5,65.5,E,,,,,,,,,83.75,,70.57143,E,79.11111,D
8,08_11,131,2,スズハローム,90.0,75.41,72.9,E,,,115.8,S,59.5,62.25,E,,,,,,,,,74.375,E,42.83333,E,82.71429,
8,08_11,131,3,バレエマスター,84.1,65.8,64.6,E,,,86.4375,,59.5,56.0,E,,,,,,,,,66.0,E,49.71429,E,69.66667,E
8,08_11,131,4,マイネルチケット,89.9,75.13,72.8,E,,,106.76471,A,59.5,65.0,E,,,,,,,,,74.625,E,68.85714,E,62.25,E
8,08_11,131,5,レイベリング,92.8,80.47,77.0,D,,,126.73333,S,59.5,60.25,E,,,,,,,,,81.5,,69.125,E,65.0,E
8,08_11,131,6,ゾンニッヒ,88.9,73.41,73.4,E,,,86.0,,59.5,,,,,,,,,,,63.625,E,,,84.5,
8,08_11,131,7,スカイロケット,90.4,76.12,71.8,E,,,98.0625,B,59.5,30.75,E,,,,,,,,,81.88889,,87.66667,,72.63636,E
8,08_11,131,8,シヴァース,91.1,77.33,74.5,E,,,73.33333,E,59.5,62.5,E,,,,,,,,,78.55556,D,86.33333,,86.90909,
8,08_11,131,9,ハクサンバード,92.8,80.42,80.4,,,,88.0,,59.5,,,,,,,,,,,73.8,E,75.28571,D,105.5,A
8,08_11,131,10,タガノエルピーダ,92.4,79.59,76.6,D,,,107.13333,A,59.5,65.25,E,,,,,,,,,93.66667,,69.625,E,64.2,E
8,08_11,131,11,ビップデイジー,98.5,91.76,89.9,,,,89.875,,59.5,122.25,S,,,,,,,,,72.0,E,96.125,B,99.44444,B
8,08_11,131,12,クルゼイロドスル,91.3,77.58,77.6,D,,,100.125,A,59.5,,,,,,,,,,,93.875,,70.71429,E,63.66667,E
8,08_11,131,13,セフィロ,96.2,86.91,82.4,,,,120.6,S,59.5,61.25,E,,,,,,,,,86.22222,,81.44444,,85.625,
8,08_11,131,14,ニホンピロキーフ,86.5,69.61,65.5,E,,,105.33333,A,59.5,31.0,E,,,,,,,,,75.66667,D,62.77778,E,59.0,E
8,08_12,43,1,バンブルビー,88.8,73.29,73.6,E,,,103.625,A,66.5,92.0,,,,,,,,,,66.0,E,64.125,E,49.2,E
8,08_12,43,2,スカプラリオ,80.8,61.04,58.7,E,,,68.64706,E,66.5,8.5,E,,,,,,,,,76.44444,D,58.4,E,73.9,E
8,08_12,43,3,ジッピーレーサー,89.5,74.47,74.5,E,,,103.125,A,66.5,,,,,,,,,,,65.0,E,92.85714,,44.875,E
8,08_12,43,4,メイショウカイト,88.3,72.46,72.5,E,,,93.53333,,66.5,,,,,,,,,,,60.0,E,66.83333,E,75.44444,D
8,08_12,43,5,アオイミモザ,86.5,69.52,69.5,E,,,69.17647,E,66.5,,,,,,,,,,,85.55556,,56.875,E,69.5,E
8,08_12,43,6,メイショウヨゾラ,88.0,71.99,68.2,E,,,87.58824,,66.5,31.5,E,,,,,,,,,88.0,,69.375,E,66.0,E
8,08_12,43,7,サヴァビアン,84.6,66.55,66.5,E,,,96.75,B,66.5,,,,,,,,,,,73.22222,E,49.85714,E,46.4,E
8,08_12,43,8,エイムフォーエース,85.0,67.18,63.9,E,,,79.64706,D,66.5,9.75,E,,,,,,,,,79.77778,D,88.5,,59.3,E
8,08_12,43,9,コスタデラルス,78.4,57.72,63.2,E,,,76.52941,D,66.5,65.25,E,,91.3,,,,,,,58.375,E,40.0,E,44.375,E
8,08_12,43,10,リアライズ,87.8,71.65,71.6,E,,,75.94118,D,66.5,,,,,,,,,,,75.33333,D,69.875,E,70.6,E
8,08_12,43,11,ルトゥール,90.1,75.6,75.6,D,,,76.27778,D,66.5,,,,,,,,,,,77.7,D,82.0,,75.5,D
