場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),総合係数
6,06_1,7,13,オレンジキャンパス,1.52,9.31,0.128,E,73.0,1.0,1.22694,S,1.013,0.104,E,1.0,1.0,,0.988,1.0,,1.0,,1.0,,0.128
6,06_1,7,14,ミッキーパラソル,8.2,50.18,0.784,E,64.0,1.0,1.16059,S,1.013,0.725,E,1.0,1.0,,0.92,1.0,D,1.0,,1.0,,0.784
6,06_1,7,15,ジョリュウジャンシ,2.46,15.03,0.376,E,40.0,1.0,1.12177,A,1.013,0.397,E,0.914,1.0,D,0.911,1.0,D,1.0,,1.0,,0.376
6,06_1,7,16,オレンジリバー,11.44,70.0,0.986,,71.0,1.0,1.04058,D,1.013,0.722,E,1.0,1.0,,0.946,1.0,D,1.0,,1.36925,SS,0.986
6,06_2,7,1,フーディエラン,1.47,8.15,0.13,E,63.0,1.0,1.22949,S,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.13
6,06_2,7,2,ベルウッドピース,5.98,33.1,0.448,E,74.0,1.0,1.09649,B,1.013,0.395,E,1.0,1.0,,1.0,1.0,,1.0,,1.02002,,0.448
6,06_2,7,3,ティラーノ,4.95,27.41,0.472,E,58.0,1.0,1.01292,,1.013,0.411,E,1.0,1.0,,1.0,1.0,,1.0,,1.11963,A,0.472
6,06_2,7,4,レーヴドクロンヌ,1.92,10.65,0.296,E,36.0,1.0,0.46963,E,1.013,0.731,E,0.896,1.0,D,1.0,1.0,,1.0,,0.94925,D,0.296
6,06_2,7,5,ホッカイダイオー,4.19,23.18,0.429,E,54.0,1.0,1.06638,B,1.013,0.397,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.429
6,06_2,7,6,ビリージェイ,8.67,47.97,0.813,E,59.0,1.0,1.16377,S,1.013,0.638,E,1.0,1.0,,1.0,1.0,,1.0,,1.0814,B,0.813
6,06_2,7,7,メイプルインパクト,4.12,22.82,0.913,D,25.0,1.0,0.96502,,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.93364,D,0.913
6,06_2,7,8,コパノエイダン,4.59,25.39,0.456,E,55.7,1.0,0.86925,E,1.013,0.574,E,0.899,1.0,D,1.0,1.0,,1.0,,1.00441,,0.456
6,06_2,7,9,ジーティームーチョ,0.12,0.68,0.017,E,39.0,1.0,0.46303,E,1.013,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,1.03371,,0.017
6,06_2,7,10,スターゲイザー,1.19,6.6,0.33,E,20.0,1.0,0.43988,E,1.013,0.717,E,1.0,1.0,,1.0,1.0,,1.0,,1.03298,,0.33
6,06_2,7,11,ウインデイブレイク,11.37,62.95,1.124,A,56.0,1.0,1.10974,A,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.124
6,06_2,7,12,アルデキングダム,9.0,49.83,0.623,E,80.0,1.0,1.14451,A,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.53723,E,0.623
6,06_2,7,13,ノーブルホライズン,4.33,23.96,0.461,E,52.0,1.0,1.11219,A,1.013,0.409,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.461
6,06_2,7,14,トップデュオ,15.27,84.51,1.142,A,74.0,1.0,1.12731,A,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.142
6,06_2,7,15,ニシノロッドマン,15.32,84.81,1.194,S,71.0,1.0,1.1376,A,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0365,,1.194
6,06_2,7,16,カフェタンガロア,7.48,41.41,0.828,E,50.0,1.0,1.12512,A,1.013,0.665,E,1.0,1.0,,1.0,1.0,,1.0,,1.09241,B,0.828
6,06_3,7,1,キョンチャン,8.68,41.2,0.615,E,67.0,1.0,1.24187,S,1.013,1.051,B,1.0,1.0,,1.0,1.0,,1.0,,0.46502,E,0.615
6,06_3,7,2,アクシズ,12.29,58.33,0.911,D,64.0,1.0,1.16506,S,1.013,0.772,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.911
6,06_3,7,3,サノノキャニオン,4.83,22.91,0.305,E,75.0,1.0,1.18513,S,1.013,0.196,E,1.0,1.103,A,1.0,1.0,,1.0,,1.17667,S,0.305
6,06_3,7,4,スノーランス,2.19,10.37,0.146,E,71.0,1.0,0.43623,E,1.013,0.4,E,1.0,1.0,,1.0,1.0,,1.0,,0.82694,E,0.146
6,06_3,7,5,イーアンベ,7.09,33.67,0.517,E,65.0,1.0,0.89736,D,1.013,0.626,E,1.0,0.861,E,1.0,1.0,,1.0,,1.05618,B,0.517
6,06_3,7,6,スフェーンテソーロ,0.47,2.22,0.038,E,58.0,1.0,1.05342,B,1.013,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.038
6,06_3,7,7,ダイユウサルターレ,15.82,75.07,1.015,,74.0,1.0,1.04464,D,1.013,0.959,D,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.015
6,06_3,7,8,タイセイエキサイト,0.81,3.86,0.079,E,49.0,1.0,0.411,E,1.013,0.397,E,1.0,1.0,,1.0,1.0,,1.0,,0.47584,E,0.079
6,06_3,7,9,ミスタートントン,0.76,3.59,0.049,E,74.0,1.0,0.46073,E,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.049
6,06_3,7,10,サトミノアカリ,8.66,41.09,0.663,E,62.0,1.0,0.97356,,1.013,0.652,E,1.0,0.861,E,1.0,1.0,,1.0,,1.19703,S,0.663
6,06_3,7,11,ガルディーノ,0.48,2.29,0.038,E,61.0,1.0,1.04937,D,1.013,0.036,E,1.0,0.931,D,1.0,1.0,,1.0,,1.05903,B,0.038
6,06_3,7,12,コックピットサイト,15.14,71.87,0.998,,72.0,1.0,1.15496,A,1.013,0.775,E,1.0,1.0,,1.0,1.0,,1.0,,1.10097,A,0.998
6,06_3,7,13,グラスリッキー,5.62,26.65,0.392,E,68.0,1.0,1.05806,B,1.013,0.396,E,1.0,0.909,D,1.0,1.0,,1.0,,1.01534,,0.392
6,06_3,7,14,エンカウンターベイ,15.94,75.67,1.112,A,68.0,1.0,1.2965,SS,1.013,0.847,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.112
6,06_3,7,15,ヘイスティハート,0.58,2.75,0.039,E,70.0,1.0,1.03503,,1.013,0.036,E,1.0,1.043,D,1.0,1.0,,1.0,,1.0,,0.039
6,06_3,7,16,オンマイビート,0.64,3.03,0.043,E,70.0,1.0,1.0839,B,1.013,0.036,E,1.0,1.032,,1.0,1.0,,1.0,,1.06477,B,0.043
6,06_4,15,1,アンジュレーヌ,8.38,87.58,1.105,A,79.2,1.07717,1.06038,B,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.0,,1.105
6,06_4,15,2,リオハリソンメリー,8.5,88.79,1.12,A,79.2,1.01463,1.14136,A,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.0,,1.12
6,06_4,15,3,エコロストーム,6.29,65.75,0.829,E,79.2,1.03466,1.0142,,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,0.81714,E,0.829
6,06_4,15,4,ギャニミード,9.48,99.06,1.25,SS,79.2,1.12996,1.05095,B,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.08789,B,1.25
6,06_4,15,5,パルフェ,8.99,93.92,1.185,S,79.2,1.17439,1.04298,D,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.0,,1.185
6,06_4,15,6,ラブカニュー,6.75,70.51,0.889,D,79.2,1.10366,1.05329,B,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,0.79106,E,0.889
6,06_4,15,7,アースアクシス,9.24,96.5,1.217,S,79.2,1.11447,1.03171,,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.09451,B,1.217
6,06_4,15,8,ナズドゥラヴィ,9.08,94.85,1.197,S,79.2,1.06446,1.05851,B,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.09787,B,1.197
6,06_4,15,9,スイートハイデン,8.77,91.62,1.156,A,79.2,1.0442,1.09656,B,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.04361,D,1.156
6,06_4,15,10,メイアイリス,7.85,82.01,1.035,,79.2,1.07932,0.99098,,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.0,,1.035
6,06_4,15,11,ガーヴィ,7.03,73.44,0.926,D,79.2,1.04599,1.02046,,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,0.89737,D,0.926
6,06_4,15,12,ニューハイ,9.65,100.82,1.272,SS,79.2,1.0803,1.21718,S,0.985,1.0,,1.0,1.0,,0.982,1.0,,1.0,,1.0,,1.272
6,06_5,15,1,コンヴァーンクル,5.45,73.62,0.945,D,77.9,0.98114,1.05336,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.92845,D,0.945
6,06_5,15,2,オンザギャラクシー,6.52,87.99,1.13,A,77.9,1.07712,1.06552,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.99923,,1.13
6,06_5,15,3,オリオンブレード,6.37,85.96,1.104,A,77.9,1.10902,0.97956,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.03135,,1.104
6,06_5,15,4,バトルモクオ,5.92,79.85,1.025,,77.9,1.04902,0.99212,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.025
6,06_5,15,5,インタノン,7.82,105.62,1.356,SS,77.9,1.21371,1.03437,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.09652,B,1.356
6,06_5,15,6,バルドル,6.7,90.49,1.162,S,77.9,1.06405,1.10839,A,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.162
6,06_5,15,7,カレリアフレイバー,7.65,103.29,1.326,SS,77.9,1.20898,1.01354,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.09872,B,1.326
6,06_5,15,8,チャンピオンホープ,6.27,84.63,1.087,B,77.9,1.13116,0.95296,D,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.02332,,1.087
6,06_5,15,9,サヴマ,6.65,89.76,1.152,A,77.9,1.05343,1.11054,A,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.152
6,06_5,15,10,カタカムナ,6.38,86.19,1.106,A,77.9,1.12336,0.99359,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.00644,,1.106
6,06_5,15,11,ランブレイ,7.09,95.71,1.229,S,77.9,1.11804,1.03507,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.07801,B,1.229
6,06_5,15,12,リアルケンチャン,6.31,85.13,1.093,B,77.9,1.02746,1.07991,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.093
6,06_5,15,13,ピースフルマインド,6.33,85.47,1.097,B,77.9,1.04952,1.07868,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.98406,,1.097
6,06_5,15,14,ランザワールド,6.68,90.17,1.158,A,77.9,1.05952,1.10926,A,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.158
6,06_5,15,15,アルメーリス,7.85,106.02,1.361,SS,77.9,1.16623,1.06821,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.10922,A,1.361
6,06_6,23,1,ロードスカイブルー,11.38,87.22,0.97,,90.0,1.0,1.13413,A,1.019,0.839,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.97
6,06_6,23,2,ガラスノブルース,11.06,84.79,1.101,A,77.0,1.0,1.09516,B,1.019,1.0,,0.967,1.0,,1.0,1.0,,1.0,,1.02052,,1.101
6,06_6,23,3,タリスマン,1.97,15.12,0.252,E,60.0,1.0,0.44801,E,1.019,0.688,E,0.944,1.0,D,1.0,1.0,,1.0,,0.85022,E,0.252
6,06_6,23,4,ロジルーラー,1.13,8.67,0.105,E,83.0,1.0,0.97427,,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0131,,0.105
6,06_6,23,5,ロードインフェルノ,5.01,38.44,0.675,E,57.0,1.0,0.97497,,1.019,0.711,E,0.887,1.0,D,1.0,1.0,,1.0,,1.07704,B,0.675
6,06_6,23,6,プロスペクトパーク,4.02,30.83,0.395,E,78.0,1.0,0.4473,E,1.019,0.757,E,1.0,1.0,,1.0,1.0,,1.0,,1.14528,A,0.395
6,06_6,23,7,グラスビジョン,6.09,46.71,0.677,E,69.0,1.0,1.01931,,1.019,0.652,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.677
6,06_6,23,8,ナムラジミー,3.13,24.01,0.325,E,74.0,1.0,0.9278,D,1.019,0.688,E,1.0,1.0,,1.0,1.0,,1.0,,0.49892,E,0.325
6,06_6,23,9,コスモシェルベット,0.95,7.3,0.135,E,54.0,1.0,0.19673,E,1.019,0.621,E,1.0,1.0,,1.0,1.0,,1.0,,1.0856,B,0.135
6,06_6,23,10,コーリンカルベラ,9.38,71.88,0.887,D,81.0,1.0,0.98629,,1.019,0.746,E,1.0,1.0,,1.0,1.0,,1.0,,1.18318,S,0.887
6,06_6,23,11,ミスティブルー,8.75,67.06,0.753,E,89.0,1.0,0.94771,D,1.019,0.842,E,1.0,1.0,,1.0,1.0,,1.0,,0.92631,D,0.753
6,06_6,23,12,マリンバンカー,15.48,118.69,1.396,SS,85.0,1.0,1.15367,A,1.019,1.0,,0.968,1.0,,1.0,1.0,,1.0,,1.22702,S,1.396
6,06_6,23,13,ブレードサクセス,4.14,31.76,0.46,E,69.0,1.0,1.12858,A,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.40024,E,0.46
6,06_6,23,14,ウインファヴォリ,6.77,51.91,0.763,E,68.0,1.0,0.97121,,1.019,0.709,E,1.0,1.0,,1.0,1.0,,1.0,,1.08757,B,0.763
6,06_6,23,15,ニシノブレイゼスト,10.37,79.47,1.019,,78.0,1.0,1.00045,,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.99936,,1.019
6,06_6,23,16,ファルコンミノル,0.37,2.8,0.036,E,79.0,1.0,0.98281,,1.019,0.036,E,1.0,0.893,D,1.0,1.0,,1.0,,1.10459,A,0.036
6,06_7,7,1,ワイルドカモミール,5.99,56.13,0.863,E,65.0,1.0,1.04815,D,1.013,0.813,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.863
6,06_7,7,2,ブルーハーツ,4.85,45.4,0.796,E,57.0,1.0,1.01949,,1.013,0.771,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.796
6,06_7,7,3,タケウチビー,4.73,44.32,0.555,E,79.8,1.0,0.51914,E,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0561,B,0.555
6,06_7,7,4,アースジャッジ,0.03,0.28,0.017,E,17.0,1.0,0.43797,E,1.013,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,1.04123,D,0.017
6,06_7,7,5,リラ,9.52,89.17,1.062,B,84.0,1.0,1.13262,A,1.013,0.884,D,1.0,1.0,,1.0,1.0,,1.0,,1.04714,D,1.062
6,06_7,7,6,ディールメーカー,13.84,129.62,2.124,SS,61.0,1.0,1.15259,A,1.013,1.651,SS,1.0,1.0,,1.0,1.0,,1.0,,1.10209,A,2.124
6,06_7,7,7,ベッラモレーン,3.27,30.64,0.486,E,63.0,1.0,1.13613,A,1.013,0.829,E,1.0,1.0,,1.0,1.0,,1.0,,0.50968,E,0.486
6,06_7,7,8,エフティヴェント,5.11,47.85,0.693,E,69.0,1.0,0.95064,D,1.013,0.839,E,1.0,1.0,,1.0,1.0,,1.0,,0.85819,E,0.693
6,06_7,7,9,ラプランセス,4.02,37.64,0.47,E,80.0,1.0,0.5297,E,1.013,0.848,E,1.0,1.0,,1.0,1.0,,1.0,,1.03386,,0.47
6,06_7,7,10,セルリア,5.14,48.12,0.875,D,55.0,1.0,1.03829,,1.013,0.758,E,1.0,1.0,,1.0,1.0,,1.0,,1.09774,B,0.875
6,06_7,7,11,セイウンリメンバー,5.16,48.32,0.69,E,70.0,1.0,0.97714,,1.013,0.845,E,1.013,0.862,D,1.0,1.0,,1.0,,0.9449,D,0.69
6,06_7,7,12,カドドゥディエ,6.83,63.91,0.864,E,74.0,1.0,1.18621,S,1.013,0.719,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.864
6,06_7,7,13,シャルムグリーン,11.06,103.53,1.263,SS,82.0,1.0,1.24184,S,1.013,0.85,E,1.0,1.0,,1.0,1.0,,1.0,,1.18095,S,1.263
6,06_7,7,14,ファインダーズ,10.41,97.46,1.282,SS,76.0,1.0,1.37137,SS,1.013,0.878,D,1.0,1.0,,1.0,1.0,,1.0,,1.05117,B,1.282
6,06_7,7,15,セーヌデローヴ,9.72,90.98,1.197,S,76.0,1.0,1.18175,S,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.197
6,06_7,7,16,ウマナミカイドウ,0.31,2.92,0.062,E,47.0,1.0,1.07135,B,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.55083,E,0.062
6,06_8,43,1,パイシャオピン,28.43,117.28,1.38,SS,85.0,1.0,1.19216,S,1.008,1.014,,1.088,0.984,B,1.0,1.0,,1.0,,1.05763,B,1.38
6,06_8,43,2,エーデル,8.7,35.89,0.399,E,90.0,1.0,0.92595,D,1.008,0.397,E,1.0,0.975,,1.0,1.0,,1.0,,1.10362,A,0.399
6,06_8,43,3,トレサフィール,3.06,12.62,0.136,E,93.0,1.0,1.0099,,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.28369,SS,0.136
6,06_8,43,4,デルマタモン,0.25,1.05,0.014,E,74.0,1.0,0.39173,E,1.008,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.014
6,06_8,43,5,トルショー,12.22,50.43,0.691,E,73.0,1.0,0.93873,D,1.008,0.636,E,1.0,1.0,,1.0,1.0,,1.0,,1.14833,A,0.691
6,06_8,43,6,スマートカイロス,5.03,20.74,0.22,E,94.0,1.0,0.99326,,1.008,0.196,E,1.061,0.942,,1.0,1.0,,1.0,,1.12321,A,0.22
6,06_8,43,7,レッドライトニング,0.63,2.61,0.035,E,74.0,1.0,0.94917,D,1.008,0.036,E,1.026,1.0,,1.0,1.0,,1.0,,1.00273,,0.035
6,06_8,43,8,ピコシー,17.42,71.86,0.898,D,80.0,1.0,1.02102,,1.008,0.771,E,1.0,0.893,D,1.0,1.0,,1.0,,1.26781,SS,0.898
6,06_8,43,9,ヤウガウ,5.64,23.26,0.358,E,65.0,1.0,0.45847,E,1.008,1.0,,0.889,0.871,E,1.0,1.0,,1.0,,1.0,,0.358
6,06_8,43,10,アパイシュナール,6.7,27.65,0.494,E,56.0,1.0,0.42174,E,1.008,1.0,,0.992,1.0,,1.0,1.0,,1.0,,1.17116,S,0.494
6,06_8,43,11,ダイシンバースディ,0.11,0.44,0.44,E,1.0,1.0,0.40373,E,1.008,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.08177,B,0.44
6,06_8,43,12,エクリプスルバン,0.12,0.5,0.007,E,73.0,1.0,0.1797,E,1.008,0.036,E,1.016,0.955,,1.0,1.0,,1.0,,1.09271,B,0.007
6,06_8,43,13,トーホウキザン,11.68,48.19,0.603,E,80.0,1.0,1.00612,,1.008,0.643,E,0.924,1.0,D,1.0,1.0,,1.0,,1.0,,0.603
6,06_9,23,1,ラフレードピエル,8.97,65.19,0.945,D,69.0,1.0,1.18038,S,1.019,0.786,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.945
6,06_9,23,2,ファイアマン,2.37,17.21,0.217,E,79.0,1.0,0.99402,,1.019,0.196,E,1.0,1.0,,1.0,1.0,,1.0,,1.09518,B,0.217
6,06_9,23,3,ダンツシタン,6.06,44.01,0.5,E,88.0,1.0,1.09138,B,1.019,0.395,E,1.0,1.0,,1.0,1.0,,1.0,,1.13897,A,0.5
6,06_9,23,4,マクリール,38.04,276.49,2.685,SS,103.0,1.0,1.16251,S,1.019,1.989,SS,1.0,1.074,B,1.0,1.0,,1.0,,1.06089,B,2.685
6,06_9,23,5,ケントン,11.82,85.89,1.01,,85.0,1.0,1.21197,S,1.019,0.809,E,1.0,1.0,,1.0,1.0,,1.0,,1.01077,,1.01
6,06_9,23,6,タイセイエムロード,0.51,3.7,0.049,E,76.0,1.0,1.24042,S,1.019,0.036,E,1.0,1.074,B,1.0,1.0,,1.0,,1.0,,0.049
6,06_9,23,7,ハイライトニング,3.72,27.02,0.381,E,71.0,1.0,0.95058,D,1.019,0.397,E,1.0,1.0,,1.0,1.0,,1.0,,0.98991,,0.381
6,06_9,23,8,テンカムテキ,9.86,71.7,0.843,E,85.0,1.0,1.02515,,1.019,0.807,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.843
6,06_9,23,9,オトシダマ,8.14,59.16,0.833,E,71.0,1.0,1.05954,B,1.019,0.803,E,1.0,1.0,,1.0,1.0,,1.0,,0.96052,,0.833
6,06_9,23,10,アジアントレジャー,10.52,76.46,1.047,D,73.0,1.0,1.14994,A,1.019,0.79,E,1.0,1.0,,1.0,1.0,,1.0,,1.13139,A,1.047
6,06_10,43,1,ウインベアトリス,2.45,15.96,0.197,E,80.9,1.0,0.20724,E,1.008,0.884,D,1.0,1.0,,1.0,1.0,,1.0,,1.0693,B,0.197
6,06_10,43,2,アンジョルラス,6.98,45.43,0.488,E,93.0,1.0,0.44953,E,1.008,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.07798,B,0.488
6,06_10,43,3,ホークマン,2.41,15.71,0.207,E,76.0,1.0,0.50256,E,1.008,0.691,E,1.0,1.0,,1.0,1.0,,1.0,,0.59003,E,0.207
6,06_10,43,4,シルバーレイン,1.95,12.68,0.149,E,85.0,1.0,0.18849,E,1.008,0.746,E,1.0,1.0,,1.0,1.0,,1.0,,1.05336,B,0.149
6,06_10,43,5,バセリーナ,8.67,56.43,0.762,E,74.0,1.0,1.0943,B,1.008,0.691,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.762
6,06_10,43,6,ロゼル,12.29,80.04,0.942,D,85.0,1.0,1.11096,A,1.008,0.84,E,1.0,1.0,,1.0,1.0,,1.0,,1.0014,,0.942
6,06_10,43,7,ハリケーンリッジ,0.38,2.46,0.034,E,72.0,1.0,0.82323,E,1.008,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,1.14701,A,0.034
6,06_10,43,8,ダノンミッション,1.69,11.03,0.131,E,84.0,1.0,1.21001,S,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.03627,,0.131
6,06_10,43,9,ワンモアスマイル,18.77,122.2,1.328,SS,92.0,1.0,1.06862,B,1.008,1.146,A,1.0,1.0,,1.0,1.0,,1.0,,1.07588,B,1.328
6,06_10,43,10,マルカオペラ,0.67,4.36,0.052,E,84.0,1.0,0.46346,E,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.07068,B,0.052
6,06_10,43,11,ワタシマツワ,11.7,76.19,0.865,E,88.0,1.0,0.92371,D,1.008,0.85,E,1.0,1.0,,1.0,1.0,,1.0,,1.09347,B,0.865
6,06_10,43,12,ストレイトトーカー,18.17,118.34,1.3,SS,91.0,1.0,1.16845,S,1.008,1.13,A,1.0,1.0,,1.0,1.0,,1.0,,0.97685,,1.3
6,06_10,43,13,エールトゥヘヴン,0.65,4.25,0.052,E,82.0,1.0,0.46706,E,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.06046,B,0.052
6,06_10,43,14,ミトノオルフェ,6.43,41.86,0.492,E,85.0,1.0,0.50563,E,1.008,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.9662,,0.492
6,06_10,43,15,レーヴブリリアント,5.89,38.36,0.436,E,88.0,1.0,0.40857,E,1.008,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.05839,B,0.436
6,06_10,43,16,マテンロウブラボー,0.9,5.86,0.063,E,93.0,1.0,0.50644,E,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.18848,S,0.063
6,06_11,67,1,ロードオールライト,4.74,40.0,0.401,E,99.8,1.0,0.50701,E,1.008,0.788,E,1.0,1.0,,1.0,1.0,,1.0,,0.99599,,0.401
6,06_11,67,2,バレンタインガール,1.62,13.68,0.132,E,104.0,1.0,1.16221,S,1.008,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.08122,B,0.132
6,06_11,67,3,グロッシェン,1.13,9.57,0.098,E,98.0,1.0,0.40409,E,1.008,0.578,E,1.0,1.0,,1.0,1.0,,1.0,,0.41486,E,0.098
6,06_11,67,4,マイユニバース,5.77,48.69,0.413,E,118.0,1.0,0.48947,E,1.008,0.789,E,1.0,1.0,,1.0,1.0,,1.0,,1.06042,B,0.413
6,06_11,67,5,コスモサガルマータ,1.69,14.27,0.298,E,48.0,1.0,0.45852,E,1.008,0.621,E,1.0,1.0,,1.0,1.0,,1.0,,1.03653,,0.298
