場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),騎手,(判定),総合係数
6,06_10,131,16,ナムラフランク,6.48,79.09,0.815,E,97.0,1.0,0.84616,E,0.978,0.657,E,1.175,1.0,S,1.0,1.0,,1.0,,1.55093,SS,0.82298,E,0.815
6,06_11,163,1,ブラックハヤテ,4.62,98.98,1.042,D,95.0,1.0,1.0996,B,0.988,0.944,D,1.0,1.0,,1.0,1.0,,1.22225,S,0.93895,D,0.88541,D,1.042
6,06_11,163,2,ポッドクロス,5.8,124.42,1.659,SS,75.0,1.0,1.29168,SS,0.988,0.725,E,1.0,1.0,,1.0,1.0,,1.45475,SS,1.23282,S,1.0,,1.659
6,06_11,163,3,ステラスペース,7.77,166.47,1.829,SS,91.0,1.0,1.43894,SS,0.988,1.0,,1.0,1.0,,1.0,1.0,,1.28991,SS,1.05276,B,0.94738,D,1.829
6,06_11,163,4,グリーンエナジー,7.73,165.58,1.996,SS,83.0,1.0,1.52188,SS,0.988,0.747,E,1.0,1.0,,1.0,1.0,,1.39955,SS,1.06471,B,1.19247,S,1.996
6,06_11,163,5,ショウグンマサムネ,5.04,108.01,1.688,SS,64.0,1.0,1.25051,SS,0.988,0.853,E,1.0,1.0,,1.0,1.0,,1.81466,SS,1.05907,B,0.83344,E,1.688
6,06_11,163,6,アッカン,13.05,279.78,3.214,SS,87.0,1.0,1.7665,SS,0.988,1.289,SS,1.0,1.0,,1.0,1.0,,1.43735,SS,1.06001,B,0.93776,D,3.214
6,06_11,163,7,アメテュストス,4.58,98.09,1.14,A,86.0,1.0,1.05332,B,0.988,0.747,E,1.0,1.0,,1.0,1.0,,1.381,SS,1.0,,1.06224,B,1.14
6,06_11,163,8,パラディオン,5.61,120.19,1.624,SS,74.0,1.0,1.34352,SS,0.988,0.747,E,1.0,1.0,,1.0,1.0,,1.49844,SS,1.18305,S,0.92385,D,1.624
6,06_11,163,9,タイダルロック,5.38,115.24,1.338,SS,86.1,1.0,1.08418,B,0.988,0.747,E,1.0,1.0,,1.0,1.0,,1.44285,SS,1.13206,A,1.02395,,1.338
6,06_11,163,10,ジーネキング,5.54,118.79,1.381,SS,86.0,1.0,1.01352,,0.988,1.0,,1.0,1.0,,1.0,1.0,,1.28563,SS,1.0,,1.07276,B,1.381
6,06_11,163,11,マテンロウゲイル,3.22,68.96,1.301,SS,53.0,1.0,0.95252,D,0.988,0.936,D,1.0,1.0,,1.0,1.0,,1.91198,SS,1.0389,,0.7437,E,1.301
6,06_11,163,12,ソラネルマン,9.54,204.41,2.221,SS,92.0,1.0,1.50321,SS,0.988,1.412,SS,1.0,1.0,,1.0,1.0,,1.09396,B,1.0,,0.96801,,2.221
6,06_11,163,13,ポルフュロゲネトス,6.65,142.61,1.4,SS,101.9,1.0,1.074,B,0.988,1.379,SS,1.0,1.0,,1.0,1.0,,0.90175,D,1.02462,,1.03577,,1.4
6,06_11,163,14,エリプティクカーブ,3.7,79.39,1.103,A,72.0,1.0,1.07293,B,0.988,0.827,E,1.0,1.0,,1.0,1.0,,1.47639,SS,0.98079,,0.86884,E,1.103
6,06_11,163,15,アクセス,11.78,252.44,3.156,SS,80.0,1.0,1.52288,SS,0.988,0.878,D,1.0,1.0,,1.0,1.0,,2.03661,SS,1.0,,1.17297,S,3.156
6,06_12,7,1,エーデルハイ,3.87,55.79,0.786,E,71.0,1.0,1.17646,S,1.018,0.716,E,1.0,1.0,,0.963,1.0,,1.0,,1.0317,,0.92254,D,0.786
6,06_12,7,2,ノーブルラホーヤ,4.21,60.67,0.831,E,73.0,1.0,1.28055,SS,1.018,0.747,E,1.0,1.0,,0.984,1.0,,1.0,,1.0,,0.86763,E,0.831
6,06_12,7,3,グランマズドリーム,5.09,73.32,0.977,,75.0,1.0,0.94403,D,1.018,1.066,B,1.0,0.867,E,0.963,1.0,,1.0,,1.0788,B,1.05922,B,0.977
6,06_12,7,4,フクノアンタレス,6.29,90.66,1.105,A,82.0,1.0,1.45134,SS,1.018,0.734,E,1.0,1.0,,1.144,1.0,A,1.0,,1.0,,0.89085,D,1.105
6,06_12,7,5,ナディア,4.54,65.48,0.991,,66.0,1.0,1.31734,SS,1.018,0.826,E,1.0,1.0,,1.143,1.0,A,1.0,,1.0,,0.78302,E,0.991
6,06_12,7,6,ブルームコード,6.65,95.81,1.197,S,80.0,1.0,1.48036,SS,1.018,0.745,E,1.0,1.0,,1.0,1.0,,1.0,,1.20318,S,0.88632,D,1.197
6,06_12,7,7,エルリオ,3.63,52.26,0.747,E,70.0,1.0,1.12529,A,1.018,0.747,E,1.0,1.0,,0.923,1.0,D,1.0,,1.0,,0.94524,D,0.747
6,06_12,7,8,サンヴィクトワール,12.46,179.52,2.137,SS,84.0,1.0,1.44217,SS,1.018,1.23,S,1.0,1.0,,1.051,1.0,B,1.0,,1.0,,1.12577,A,2.137
6,06_12,7,9,ワイズファミリア,3.87,55.79,0.697,E,80.0,1.0,1.20967,S,1.018,0.721,E,1.0,1.0,,0.984,1.0,,1.0,,0.97879,,0.81545,E,0.697
6,06_12,7,10,サンセリテ,6.06,87.28,1.222,S,71.4,1.0,1.1509,A,1.018,0.767,E,1.0,1.0,,1.055,1.0,B,1.0,,1.0,,1.28865,SS,1.222
6,06_12,7,11,ニシノマーレ,9.01,129.91,1.546,SS,84.0,1.0,1.26739,SS,1.018,1.0,,1.0,1.0,,1.143,1.0,A,1.0,,1.0,,1.04847,D,1.546
6,06_12,7,12,サートゥルチェア,6.43,92.64,1.448,SS,64.0,1.0,1.50976,SS,1.018,0.894,D,1.0,1.0,,1.143,1.0,A,1.0,,1.0,,0.9218,D,1.448
6,06_12,7,13,ルージュフローラ,8.11,116.91,1.444,SS,81.0,1.0,1.50226,SS,1.018,0.755,E,1.0,1.0,,1.143,1.0,A,1.0,,1.1424,A,0.95752,D,1.444
6,06_12,7,14,アールグレイ,5.81,83.75,1.102,A,76.0,1.0,1.37782,SS,1.018,0.747,E,1.0,1.0,,0.984,1.0,,1.0,,1.15226,A,0.92786,D,1.102
6,06_12,7,15,レヴェランジェ,11.52,165.96,1.952,SS,85.0,1.0,1.28147,SS,1.018,1.0,,1.0,1.0,,1.144,1.0,A,1.0,,1.0,,1.30807,SS,1.952
6,06_12,7,16,ジュリ,2.46,35.49,0.724,E,49.0,1.0,1.1066,A,1.018,0.719,E,1.0,1.0,,0.963,1.0,,1.0,,1.0,,0.92827,D,0.724
8,08_1,7,1,トウカイツバキ,4.72,33.56,0.621,E,54.0,1.0,0.9989,,1.018,0.649,E,1.0,1.0,,0.898,1.0,D,1.0,,1.12194,A,0.9345,D,0.621
8,08_1,7,2,モンターニュドネガ,6.76,48.09,0.776,E,62.0,1.0,0.87152,D,1.018,1.0,,1.0,0.897,D,0.898,1.0,D,1.0,,1.09016,B,0.99606,,0.776
8,08_1,7,3,メイショウイブキ,9.61,68.37,0.876,D,78.0,1.0,0.96511,,1.018,0.658,E,1.0,0.953,D,1.143,1.0,A,1.0,,1.22252,S,1.01797,,0.876
8,08_1,7,4,ショウナンタマユラ,9.58,68.19,0.974,,70.0,1.0,1.31106,SS,1.018,0.72,E,1.0,1.0,,1.051,1.0,B,1.0,,0.92991,D,1.03679,,0.974
8,08_1,7,5,カガラプンツェル,4.35,30.96,0.469,E,66.0,1.0,0.87453,D,1.018,0.647,E,1.0,1.0,,0.908,1.0,D,1.0,,1.0,,0.89713,D,0.469
8,08_1,7,6,マリノムーンリーフ,2.85,20.28,0.317,E,64.0,1.0,0.83487,E,1.018,0.585,E,0.884,0.906,E,0.842,1.0,E,1.0,,1.0,,0.94439,D,0.317
8,08_1,7,7,オンザノアール,12.16,86.51,1.139,A,76.0,1.0,0.91298,D,1.018,0.95,D,1.0,1.0,,1.051,1.0,B,1.0,,1.0,,1.22735,S,1.139
8,08_1,7,8,タマモビスケット,2.86,20.38,0.377,E,54.0,1.0,0.7607,E,1.018,0.498,E,1.0,1.0,,0.847,1.0,E,1.0,,1.09301,B,1.05722,B,0.377
8,08_1,7,9,ワイドシャッフエン,3.85,27.42,0.517,E,53.0,1.0,0.8782,D,1.018,0.681,E,1.0,0.876,D,0.847,1.0,E,1.0,,1.0,,1.14549,A,0.517
8,08_1,7,10,クロカミジョウ,11.29,80.35,1.071,B,75.0,1.0,0.90116,D,1.018,1.0,,1.055,1.0,B,1.0,1.0,,1.0,,1.00475,,1.10123,A,1.071
8,08_1,7,11,ミスジェイド,3.52,25.02,0.41,E,61.0,1.0,0.79845,E,1.018,0.681,E,1.0,1.0,,0.794,1.0,E,1.0,,1.0,,0.93235,D,0.41
8,08_1,7,12,クレスコフェーヴ,3.84,27.33,0.455,E,60.0,1.0,0.93617,D,1.018,0.578,E,1.0,1.0,,0.842,1.0,E,1.0,,1.08546,B,0.90416,D,0.455
8,08_1,7,13,ヴェルジーネ,5.1,36.28,0.55,E,66.0,1.0,0.89278,D,1.018,0.634,E,1.0,1.0,,0.898,1.0,D,1.0,,1.09879,B,0.96732,,0.55
8,08_1,7,14,フルーツベイビー,1.79,12.75,0.425,E,30.0,1.0,0.9595,D,1.018,0.653,E,0.8,1.0,E,0.874,1.0,D,1.0,,1.0,,0.95287,D,0.425
8,08_1,7,15,プレデンシア,11.19,79.64,1.107,A,72.0,1.0,0.88864,D,1.018,0.973,,1.0,1.03,,1.066,1.0,B,1.0,,1.0,,1.14516,A,1.107
8,08_1,7,16,ローメット,6.53,46.47,0.694,E,67.0,1.0,0.9179,D,1.018,1.0,,1.0,0.867,E,0.963,1.0,,1.0,,1.0,,0.88915,D,0.694
8,08_2,7,1,コスモブラック,17.33,84.98,1.307,SS,65.0,1.0,1.22457,S,1.018,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.84423,E,1.24212,S,1.307
8,08_2,7,2,ガルフコースト,17.81,87.34,1.456,SS,60.0,1.0,1.15522,A,1.018,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.00673,,1.22944,S,1.456
8,08_2,7,3,スティーブ,3.71,18.17,0.534,E,34.0,1.0,0.88148,D,1.018,0.655,E,1.0,0.844,E,1.0,1.0,,1.0,,1.04081,D,1.03465,,0.534
8,08_2,7,4,アンリミテッド,13.48,66.08,1.12,A,59.0,1.0,0.87277,D,1.018,0.921,D,1.0,1.0,,1.0,1.0,,1.0,,1.10324,A,1.24098,S,1.12
8,08_2,7,5,メイショウイッカク,5.99,29.36,0.576,E,51.0,1.0,0.93186,D,1.018,0.652,E,0.886,1.0,D,1.0,1.0,,1.0,,1.18543,S,0.88596,D,0.576
8,08_2,7,6,ポッドジーク,5.84,28.62,0.53,E,54.0,1.0,0.80491,E,1.018,0.681,E,1.0,0.734,E,1.0,1.0,,1.0,,1.1542,A,1.12079,A,0.53
8,08_2,7,7,ダイメイクマモト,4.94,24.21,0.396,E,61.0,1.0,0.71873,E,1.018,0.61,E,0.846,1.0,E,1.0,1.0,,1.0,,1.08408,B,0.96835,,0.396
8,08_2,7,8,ハイロード,11.23,55.04,0.933,D,59.0,1.0,0.8881,D,1.018,0.69,E,1.0,1.0,,1.0,1.0,,1.0,,1.34014,SS,1.11576,A,0.933
8,08_2,7,9,ジージージェット,2.06,10.11,0.361,E,28.0,1.0,1.04882,D,1.018,0.579,E,0.837,0.874,E,1.0,1.0,,1.0,,0.91389,D,0.87316,D,0.361
8,08_2,7,10,ワンダーサイファー,1.13,5.56,0.265,E,21.0,1.0,0.78509,E,1.018,0.556,E,0.782,1.0,E,1.0,1.0,,1.0,,1.0,,0.76216,E,0.265
8,08_2,7,11,ルパピヨンブラン,3.85,18.89,0.31,E,61.0,1.0,0.75088,E,1.018,0.548,E,1.0,0.876,D,1.0,1.0,,1.0,,1.0,,0.84409,E,0.31
8,08_2,7,12,アミラル,12.64,61.97,0.838,E,74.0,1.0,0.82387,E,1.018,1.0,,1.0,0.848,E,1.0,1.0,,1.0,,1.0,,1.17773,S,0.838
8,08_3,7,1,アンコ,7.29,45.93,0.766,E,60.0,1.0,1.18245,S,1.018,0.719,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.88448,D,0.766
8,08_3,7,2,ピエナブラック,9.23,58.17,0.727,E,80.0,1.0,1.12271,A,1.018,0.701,E,1.0,1.0,,1.0,1.0,,1.0,,0.92579,D,0.98016,,0.727
8,08_3,7,3,オフクマメ,8.53,53.73,0.896,D,60.0,1.0,1.10687,A,1.018,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.12515,A,0.94557,D,0.896
8,08_3,7,4,ショウナンアワード,3.99,25.13,0.426,E,59.0,1.0,0.76234,E,1.018,0.681,E,0.847,1.0,E,1.0,1.0,,1.0,,0.95505,D,0.99592,,0.426
8,08_3,7,5,ラカーリア,0.93,5.86,0.391,E,15.0,1.0,0.87906,D,1.018,0.517,E,1.0,0.913,D,1.0,1.0,,1.0,,0.94083,D,0.98341,,0.391
8,08_3,7,6,モズプリフォール,3.5,22.08,0.394,E,56.0,1.0,0.95435,D,1.018,0.651,E,1.0,0.848,E,1.0,1.0,,1.0,,0.91389,D,0.80445,E,0.394
8,08_3,7,7,メイショウバルク,9.22,58.08,0.88,D,66.0,1.0,0.88622,D,1.018,0.656,E,1.0,1.054,B,1.0,1.0,,1.0,,1.07756,B,1.30886,SS,0.88
8,08_3,7,8,トール,1.23,7.78,0.353,E,22.0,1.0,0.87932,D,1.018,0.652,E,0.826,0.81,E,1.0,1.0,,1.0,,1.0,,0.90489,D,0.353
8,08_3,7,9,アドフランマム,10.65,67.09,0.945,D,71.0,1.0,0.91027,D,1.018,0.85,E,1.253,1.0,SS,1.0,1.0,,1.0,,1.20795,S,0.79286,E,0.945
8,08_3,7,10,シュクルリー,5.07,31.97,0.561,E,57.0,1.0,0.94113,D,1.018,0.655,E,0.983,1.0,,1.0,1.0,,1.0,,1.0,,0.90872,D,0.561
8,08_3,7,11,トリーア,2.92,18.38,0.409,E,45.0,1.0,0.89514,D,1.018,0.603,E,0.82,0.809,E,1.0,1.0,,1.0,,1.12654,A,0.99513,,0.409
8,08_3,7,12,ゴディアンフィンチ,8.51,53.65,0.716,E,75.0,1.0,0.85609,E,1.018,0.825,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.99516,,0.716
8,08_3,7,13,ゼンノトヨタマヒメ,6.42,40.45,0.674,E,60.0,1.0,0.91529,D,1.018,0.634,E,1.0,1.0,,1.0,1.0,,1.0,,1.14604,A,0.99558,,0.674
8,08_3,7,14,カフジクロミエ,6.27,39.51,0.564,E,70.0,1.0,0.90544,D,1.018,0.661,E,0.912,1.0,D,1.0,1.0,,1.0,,1.0,,1.01482,,0.564
8,08_3,7,15,ジューンマーチ,5.82,36.7,0.781,E,47.0,1.0,0.96788,,1.018,0.643,E,1.0,1.0,,1.0,1.0,,1.0,,1.18066,S,1.04381,D,0.781
8,08_3,7,16,キープシャイニング,10.41,65.57,0.898,D,73.0,1.0,0.94557,D,1.018,0.93,D,1.0,1.0,,1.0,1.0,,1.0,,0.91749,D,1.0936,B,0.898
8,08_4,23,1,ネメス,5.25,54.9,0.704,E,78.0,1.0,0.88215,D,1.038,0.799,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.96203,,0.704
8,08_4,23,2,マナボニート,9.35,97.83,1.239,S,79.0,1.0,1.13761,A,1.038,1.0,,1.0,1.016,,1.0,1.0,,1.0,,1.0,,1.03263,,1.239
8,08_4,23,3,メイショウテリオス,6.32,66.15,0.882,D,75.0,1.0,0.89919,D,1.038,0.832,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.13589,A,0.882
8,08_4,23,4,リーグナイト,9.16,95.81,1.213,S,79.0,1.0,1.1075,A,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0024,,1.05239,B,1.213
8,08_4,23,5,カネコメブライト,5.67,59.28,0.697,E,85.0,1.0,0.87134,D,1.038,0.657,E,1.0,1.0,,1.0,1.0,,1.0,,1.08559,B,1.08112,B,0.697
8,08_4,23,6,エスカレイト,6.72,70.36,0.818,E,86.0,1.0,1.10096,A,1.038,0.643,E,1.0,1.0,,1.0,1.0,,1.0,,1.11339,A,1.0,,0.818
8,08_4,23,7,マイオウンウェイ,6.87,71.9,0.91,D,79.0,1.0,0.98226,,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,0.97332,,1.22776,S,0.91
8,08_4,23,8,ラブルラウザー,28.7,300.29,3.214,SS,93.5,1.0,1.10351,A,1.038,1.983,SS,1.067,1.0,B,1.0,1.0,,1.0,,1.26053,SS,1.05192,B,3.214
8,08_4,23,9,ランスオブキング,13.38,139.99,1.627,SS,86.0,1.0,0.94206,D,1.038,1.002,,1.0,1.175,S,1.0,1.0,,1.0,,1.29524,SS,1.0911,B,1.627
8,08_4,23,10,ファイブタンゴ,8.59,89.9,1.07,B,84.0,1.0,1.15548,A,1.038,0.655,E,1.183,0.935,A,1.0,1.0,,1.0,,1.2623,SS,0.97559,,1.07
8,08_5,15,1,メイショウハーブス,6.04,99.05,1.212,S,81.7,1.25227,1.07173,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.04851,D,0.88976,D,1.212
8,08_5,15,2,ヴァンドゥーヴル,6.8,111.47,1.364,SS,81.7,1.16458,1.05998,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.95967,D,1.18944,S,1.364
8,08_5,15,3,クリノリキオー,5.67,92.98,1.138,A,81.7,1.25289,1.03181,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.03795,,0.87595,D,1.138
8,08_5,15,4,クリスレジーナ,8.69,142.47,1.743,SS,81.7,1.36259,0.96596,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.18717,S,1.15254,A,1.743
8,08_5,15,5,セコンドトゥベスト,8.11,132.93,1.627,SS,81.7,1.22359,1.08709,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.08946,B,1.15955,A,1.627
8,08_5,15,6,テーオーシュテルン,7.59,124.4,1.522,SS,81.7,1.16551,1.05808,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.27206,SS,1.00241,,1.522
8,08_5,15,7,タガノミトゥンドゥ,5.0,81.91,1.002,,81.7,1.15084,0.97298,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.92472,D,1.002
8,08_5,15,8,マコトエウロペ,5.01,82.19,1.006,,81.7,1.26907,1.24299,S,0.968,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.88176,D,1.006
8,08_5,15,9,ベルドゥニュイ,5.13,84.19,1.03,,81.7,1.09814,1.03271,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.93843,D,1.03
8,08_5,15,10,ラルクアンレーヴ,5.17,84.73,1.037,,81.7,1.12874,0.94616,D,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.00291,,1.037
8,08_5,15,11,ラピス,5.44,89.22,1.092,B,81.7,1.07968,1.02881,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0153,,1.092
8,08_5,15,12,ココプレミア,5.49,89.95,1.101,A,81.7,1.09511,1.08783,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.9545,D,1.101
8,08_5,15,13,アージュドール,4.75,77.86,0.953,D,81.7,1.09675,1.04241,D,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.91742,D,0.9384,D,0.953
8,08_5,15,14,プレスバーン,6.66,109.12,1.335,SS,81.7,1.24723,1.12157,A,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.11775,A,0.88219,D,1.335
8,08_5,15,15,ロードスタニング,5.01,82.06,1.004,,81.7,1.08078,0.99239,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.96715,,1.004
8,08_5,15,16,バチラ,4.44,72.77,0.89,D,81.7,0.93822,0.97595,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.00462,,1.0,,0.89
8,08_5,15,17,スピルイット,5.02,82.26,1.007,,81.7,1.05034,1.07792,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.78514,E,1.16973,S,1.007
8,08_6,7,1,リノルアナ,6.2,77.26,1.073,B,72.0,1.0,1.25215,SS,1.018,0.738,E,1.0,1.0,,1.0,1.0,,1.0,,1.26489,SS,0.90197,D,1.073
8,08_6,7,2,マカナアネラ,5.09,63.42,0.783,E,81.0,1.0,0.92828,D,1.018,0.769,E,1.0,1.0,,1.0,1.0,,1.0,,1.09774,B,0.98182,,0.783
8,08_6,7,3,ジーティーウタマロ,2.91,36.32,0.586,E,62.0,1.0,1.03393,,1.018,0.696,E,1.0,1.0,,1.0,1.0,,1.0,,0.87389,D,0.9154,D,0.586
8,08_6,7,4,マゲバスピード,9.05,112.89,1.312,SS,86.0,1.0,1.28265,SS,1.018,0.746,E,1.0,1.0,,1.0,1.0,,1.0,,1.10599,A,1.21783,S,1.312
8,08_6,7,5,フレッチャアズーラ,8.23,102.59,1.166,S,88.0,1.0,1.25434,SS,1.018,0.745,E,1.0,1.0,,1.0,1.0,,1.0,,1.20409,S,1.01767,,1.166
8,08_6,7,6,クラウンインジエア,8.53,106.38,1.457,SS,73.0,1.0,1.18117,S,1.018,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.12475,A,1.44245,SS,1.457
8,08_6,7,7,リサシテーション,5.21,65.02,0.803,E,81.0,1.0,0.99107,,1.018,0.697,E,1.0,1.0,,1.0,1.0,,1.0,,1.08152,B,1.05599,B,0.803
8,08_6,7,8,ブランヴァンダイク,7.77,96.92,1.258,SS,77.0,1.0,1.12048,A,1.018,0.746,E,1.0,1.0,,1.0,1.0,,1.0,,1.10415,A,1.33906,SS,1.258
8,08_6,7,9,マコトアディントン,3.52,43.93,0.814,E,54.0,1.0,1.13391,A,1.018,0.719,E,1.0,1.0,,1.0,1.0,,1.0,,0.98018,,1.0,,0.814
8,08_6,7,10,アルビオン,2.14,26.69,0.58,E,46.0,1.0,0.92178,D,1.018,0.62,E,1.0,1.0,,1.0,1.0,,1.0,,1.15287,A,0.86507,E,0.58
8,08_6,7,11,テイエムプレミラン,2.4,29.91,0.575,E,52.0,1.0,0.91242,D,1.018,0.661,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.93693,D,0.575
8,08_6,7,12,ラミエルノムスコ,5.92,73.77,0.889,D,83.0,1.0,1.14762,A,1.018,0.74,E,1.0,1.0,,1.0,1.0,,1.0,,1.01592,,1.0118,,0.889
8,08_6,7,13,オーロアルジェント,5.92,73.8,0.97,,76.0,1.0,1.25945,SS,1.018,0.756,E,1.0,1.0,,1.0,1.0,,1.0,,0.98915,,1.01216,,0.97
8,08_6,7,14,サトノカスターニャ,4.1,51.09,0.774,E,66.0,1.0,1.21257,S,1.018,0.748,E,1.0,1.0,,1.0,1.0,,1.0,,1.04274,D,0.80372,E,0.774
8,08_6,7,15,メイショウノヴァス,5.92,73.87,0.96,,77.0,1.0,1.29924,SS,1.018,0.779,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.9314,D,0.96
8,08_6,7,16,オックスアイ,6.01,74.89,0.951,D,78.8,1.0,1.27664,SS,1.018,0.734,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.99656,,0.951
8,08_6,7,17,キシャール,5.44,67.78,0.928,D,73.0,1.0,1.33311,SS,1.018,0.743,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.92021,D,0.928
8,08_6,7,18,ララファキュルテ,5.65,70.45,0.927,D,76.0,1.0,1.30561,SS,1.018,0.745,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.93608,D,0.927
8,08_7,23,1,セーデルマンランド,6.77,44.47,0.839,E,53.0,1.0,0.96374,,1.038,1.0,,1.0,0.854,E,1.0,1.0,,1.0,,1.01029,,0.97176,,0.839
8,08_7,23,2,ダイシンレアレア,4.62,30.39,0.498,E,61.0,1.0,0.7869,E,1.038,0.547,E,1.0,0.876,D,1.0,1.0,,1.0,,1.12675,A,1.12997,A,0.498
8,08_7,23,3,ワイドクリーガー,9.33,61.34,0.889,D,69.0,1.0,0.80735,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.02042,,1.03958,,0.889
8,08_7,23,4,テンエースワン,6.97,45.78,0.636,E,72.0,1.0,0.79232,E,1.038,1.0,,1.0,0.949,D,1.0,1.0,,1.0,,0.94971,D,0.85814,E,0.636
8,08_7,23,5,エンマ,8.72,57.32,0.69,E,83.0,1.0,0.76606,E,1.038,1.0,,0.855,1.0,E,1.0,1.0,,1.0,,0.9572,D,1.06068,B,0.69
8,08_7,23,6,テンカオーライ,10.61,69.7,0.982,,71.0,1.0,0.86941,E,1.038,1.0,,1.0,0.925,D,1.0,1.0,,1.0,,1.1125,A,1.05696,B,0.982
8,08_7,23,7,サルタール,2.27,14.93,0.271,E,55.0,1.0,0.65644,E,1.038,0.502,E,0.776,1.0,E,1.0,1.0,,1.0,,1.17737,S,0.86851,E,0.271
8,08_7,23,8,モズプリヴェール,10.52,69.14,0.886,D,78.0,1.0,0.91787,D,1.038,1.0,,0.876,1.0,D,1.0,1.0,,1.0,,0.91389,D,1.1615,S,0.886
8,08_7,23,9,アスクガンバーレ,9.42,61.91,0.737,E,84.0,1.0,0.7954,E,1.038,1.0,,0.87,1.0,D,1.0,1.0,,1.0,,1.0,,1.02584,,0.737
8,08_7,23,10,オリジナルファイン,10.45,68.65,0.88,D,78.0,1.0,0.85102,E,1.038,0.789,E,0.927,1.083,,1.0,1.0,,1.0,,1.24789,S,1.00778,,0.88
8,08_7,23,11,オリーブグリーン,20.31,133.47,1.649,SS,81.0,1.0,0.96998,,1.038,1.0,,1.059,0.995,B,1.0,1.0,,1.0,,1.14923,A,1.3521,SS,1.649
8,08_8,23,1,ハギノカノア,3.63,25.72,0.504,E,51.0,1.0,0.90765,D,1.038,0.681,E,0.87,1.0,D,1.0,1.0,,1.0,,0.92224,D,0.97907,,0.504
8,08_8,23,2,アットアブラスト,10.08,71.53,0.842,E,85.0,1.0,0.96935,,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.1061,A,1.0123,,0.842
8,08_8,23,3,ジェロニモス,2.22,15.74,0.328,E,48.0,1.0,0.75072,E,1.038,0.506,E,0.784,1.0,E,1.0,1.0,,1.0,,1.06,B,1.0,,0.328
8,08_8,23,4,アラバンサ,8.87,62.94,0.797,E,79.0,1.0,1.04646,D,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.98188,,0.797
8,08_8,23,5,サイモンイロハニー,5.14,36.49,0.545,E,67.0,1.0,0.88217,D,1.038,0.593,E,1.0,1.0,,1.0,1.0,,1.0,,1.04683,D,0.95833,D,0.545
8,08_8,23,6,アスクコモンタレヴ,9.39,66.61,0.784,E,85.0,1.0,0.94534,D,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.17013,S,0.91367,D,0.784
8,08_8,23,7,オメガナビゲーター,7.03,49.88,0.631,E,79.0,1.0,0.86608,E,1.038,0.643,E,1.0,1.0,,1.0,1.0,,1.0,,1.11632,A,0.97846,,0.631
8,08_8,23,8,ノラリクラリ,16.91,119.93,1.203,S,99.8,1.0,1.17189,S,1.038,0.732,E,1.0,1.0,,1.0,1.0,,1.0,,1.05725,B,1.27742,SS,1.203
8,08_8,23,9,ルージュスティーズ,7.72,54.74,0.734,E,74.5,1.0,0.83682,E,1.038,0.767,E,1.0,1.0,,1.0,1.0,,1.0,,1.04552,D,1.05371,B,0.734
