場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),騎手,(判定),調教師,(判定),総合係数
10,10_3,7,8,アンセートゥモダン,3.12,23.09,0.488,E,52.0,1.0,0.75454,E,1.018,0.563,E,0.83,1.0,E,1.0,1.0,,1.0,,1.0,,1.36002,SS,0.90977,D,0.488
10,10_3,7,9,アクアマイスター,7.11,52.61,0.658,E,78.0,1.0,0.93351,D,1.018,0.681,E,1.0,0.953,D,1.0,1.0,,1.0,,1.0,,1.0664,B,1.02512,,0.658
10,10_3,7,10,ミルトハッピー,2.71,20.03,0.435,E,50.0,1.0,0.69891,E,1.018,0.591,E,0.865,1.0,E,1.0,1.0,,1.0,,1.0,,1.19467,S,0.92159,D,0.435
10,10_3,7,11,スマートイデアル,6.01,44.44,0.532,E,65.0,1.0,0.8503,E,1.018,0.558,E,1.0,1.0,,1.0,1.0,,1.0,,0.9438,D,1.16783,S,1.28359,SS,0.532
10,10_3,7,12,サウンドジュテ,14.69,108.65,1.098,B,72.0,1.0,1.15409,A,1.018,0.681,E,1.0,1.066,B,1.0,1.0,,1.0,,1.24633,S,1.03274,,1.37404,SS,1.098
10,10_3,7,13,クインズボタン,2.63,19.42,0.511,E,36.0,1.0,0.79229,E,1.018,0.584,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0845,B,1.05576,B,0.511
10,10_3,7,14,コウユーネロガ,6.0,44.41,0.63,E,64.0,1.0,0.91414,D,1.018,0.641,E,1.0,0.897,D,1.0,1.0,,1.0,,1.0,,1.17685,S,1.10274,A,0.63
10,10_6,15,1,ゴールデンボブ,5.17,81.27,1.147,A,71.6,1.10449,1.11187,A,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.06398,B,0.90673,D,0.98935,,1.147
10,10_6,15,2,ダディーズソード,4.89,76.97,1.154,A,71.6,1.17085,1.0217,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.99641,,0.93123,D,1.154
10,10_6,15,3,リアル,6.78,106.65,1.248,S,71.6,1.25289,1.05374,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.03068,,0.94721,D,1.19331,S,1.248
10,10_6,15,4,ウィスピア,6.42,101.01,1.368,SS,71.6,1.16639,0.9687,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.1452,A,1.0924,B,1.03058,,1.368
10,10_6,15,5,キヨタリート,6.97,109.54,1.418,SS,71.6,1.26453,0.97732,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.11423,A,1.06358,B,1.07866,B,1.418
10,10_6,15,6,ニホンピロロジャー,5.81,91.44,1.164,S,71.6,1.15168,1.05808,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.94392,D,1.04528,D,1.09682,B,1.164
10,10_6,15,7,トゥルージョワ,6.11,96.08,1.225,S,71.6,1.20182,1.02403,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.05419,B,0.97505,,1.09539,B,1.225
10,10_6,15,8,ルージュアイラ,6.37,100.19,1.168,S,71.6,1.08531,1.20393,S,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.92361,D,1.0,,1.19727,S,1.168
10,10_6,15,9,トゥルパーニ,8.95,140.75,1.575,SS,71.6,1.31697,0.93254,D,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.15749,A,1.14483,A,1.24727,S,1.575
10,10_6,15,10,ヴィスメンティス,5.26,82.74,1.017,,71.6,1.14776,0.9816,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.95174,D,0.98015,,1.13538,A,1.017
10,10_6,15,11,ブルーアンビエンス,4.67,73.4,0.948,D,71.6,1.03195,1.02943,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.92917,D,0.99221,,1.0808,B,0.948
10,10_6,15,12,スクランプシャス,5.24,82.4,1.047,D,71.6,1.16556,1.03429,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.06724,B,0.84098,E,1.09833,B,1.047
10,10_6,15,13,チェナ,5.61,88.24,1.136,A,71.6,1.18552,1.06457,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.03141,,0.90145,D,1.08446,B,1.136
10,10_6,15,14,グリミスティ,6.18,97.19,1.217,S,71.6,1.05994,1.08107,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.03251,,1.06302,B,1.11446,A,1.217
10,10_6,15,15,ウォータールスール,4.53,71.18,1.011,,71.6,1.08078,0.99239,,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.97397,,0.98267,,1.011
10,10_6,15,17,ロージーキャンドル,4.74,74.47,1.032,,71.6,1.11319,1.05147,B,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.94297,D,0.96617,,1.00708,,1.032
10,10_6,15,18,ボンドマティーニ,6.3,99.12,1.258,SS,71.6,1.03087,1.11113,A,0.968,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.8207,E,1.38195,SS,1.1004,A,1.258
10,10_7,23,1,ディスパラール,7.86,71.1,0.819,E,88.0,1.0,0.93978,D,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.06421,B,1.05638,B,0.98626,,0.819
10,10_7,23,2,マイネルボス,3.72,33.63,0.541,E,59.0,1.0,0.95586,D,1.038,0.696,E,1.0,1.0,,1.0,1.0,,1.0,,0.76552,E,1.02255,,1.05483,B,0.541
10,10_7,23,3,ニホンピロゴルディ,8.45,76.44,0.78,E,91.0,1.0,0.98004,,1.038,0.682,E,1.0,1.0,,1.0,1.0,,1.0,,1.16477,S,0.96539,,1.07647,B,0.78
10,10_7,23,4,シマサンブラック,5.85,52.87,0.59,E,79.0,1.0,0.82197,E,1.038,0.641,E,1.0,0.897,D,1.0,1.0,,1.0,,0.96344,,1.24804,S,1.1355,A,0.59
10,10_7,23,5,ウインリュクス,9.19,83.07,0.775,E,96.0,1.0,0.8766,D,1.038,0.879,D,1.0,1.0,,1.0,1.0,,1.0,,1.00841,,0.96081,,1.11649,A,0.775
10,10_7,23,6,サラコスティ,7.07,63.94,0.649,E,78.0,1.0,0.77815,E,1.038,0.634,E,1.0,1.0,,1.0,1.0,,1.0,,1.02029,,1.24164,S,1.26347,SS,0.649
10,10_7,23,7,アスクデッドヒート,6.84,61.81,0.672,E,89.0,1.0,0.90732,D,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.0331,,0.92512,D,1.03286,,0.672
10,10_7,23,8,オーサムユニバンス,5.93,53.61,0.766,E,86.0,1.0,1.00597,,1.038,0.765,E,1.0,1.0,,1.0,1.0,,1.0,,1.02066,,0.94001,D,0.81318,E,0.766
10,10_7,23,9,ゲンジ,11.0,99.48,0.848,E,90.0,1.0,1.02904,,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.06299,B,1.0,,1.30329,SS,0.848
10,10_7,23,10,ポテチ,3.09,27.97,0.673,E,45.0,1.0,0.91639,D,1.038,0.628,E,0.785,1.0,E,1.0,1.0,,1.0,,1.14004,A,1.25915,SS,0.92272,D,0.673
10,10_7,23,11,ゴールドジェスター,5.67,51.23,0.619,E,91.0,1.0,0.87867,D,1.038,0.593,E,1.0,1.0,,1.0,1.0,,1.0,,1.08214,B,1.05835,B,0.90898,D,0.619
10,10_7,23,12,ローレルオーブ,7.39,66.83,0.786,E,84.0,1.0,1.0391,,1.038,0.779,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.93529,D,1.01281,,0.786
10,10_7,23,13,ペリプルス,4.5,40.67,0.488,E,74.0,1.0,0.93746,D,1.038,0.56,E,1.0,1.0,,1.0,1.0,,1.0,,1.14592,A,0.78194,E,1.12519,A,0.488
10,10_7,23,14,ヘルツアス,9.09,82.15,0.87,D,91.0,1.0,0.96573,,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.08627,B,1.06946,B,1.0378,,0.87
10,10_7,23,15,スズカミエール,4.35,39.34,0.759,E,83.0,1.0,1.00457,,1.038,0.805,E,1.0,1.0,,1.0,1.0,,1.0,,1.0191,,0.88755,D,0.62443,E,0.759
10,10_8,23,1,ベイラム,18.7,56.97,0.678,E,74.0,1.0,0.878,D,1.038,0.741,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0044,,1.13505,A,0.678
10,10_8,23,2,イエローブリック,15.31,46.65,0.567,E,74.0,1.0,0.7833,E,1.038,0.624,E,1.0,1.0,,1.0,1.0,,1.0,,1.12434,A,0.99439,,1.1106,A,0.567
10,10_8,23,3,モヴレクス,17.81,54.26,0.966,,65.0,1.0,0.84719,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.95814,D,1.14612,A,0.86432,E,0.966
10,10_8,23,4,シドニーホバート,9.0,27.41,0.45,E,67.0,1.0,0.77196,E,1.038,0.624,E,1.0,1.0,,1.0,1.0,,1.0,,0.98794,,0.91057,D,0.90897,D,0.45
10,10_8,23,5,ニヒトツーゼーア,10.03,30.55,0.424,E,77.0,1.0,0.84185,E,1.038,0.641,E,0.857,1.0,E,1.0,1.0,,1.0,,0.97199,,0.90881,D,0.93602,D,0.424
10,10_8,23,6,ブルーストレイル,14.46,44.06,0.55,E,73.0,1.0,0.77327,E,1.038,0.651,E,1.0,0.904,D,1.0,1.0,,1.0,,1.26445,SS,0.92141,D,1.09642,B,0.55
10,10_8,23,7,プルーヴンウィナー,14.69,44.77,0.649,E,68.0,1.0,0.84245,E,1.038,0.687,E,1.0,1.0,,1.0,1.0,,1.0,,1.08842,B,0.9918,,1.01532,,0.649
10,10_9,23,1,ジュジュドール,5.42,58.15,0.66,E,77.0,1.0,1.15769,A,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,0.74924,E,0.98191,,1.1436,A,0.66
10,10_9,23,2,オンザマーチ,10.83,116.23,1.448,SS,80.0,1.0,1.29517,SS,1.038,1.132,A,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.95122,D,1.00376,,1.448
10,10_9,23,3,アングレ,6.17,66.14,0.843,E,78.4,1.0,0.79365,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.02339,,1.0,,1.0,,0.843
10,10_9,23,4,フェブリノ,7.76,83.28,1.08,B,80.0,1.0,1.03303,,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.23863,S,1.08834,B,0.96415,,1.08
10,10_9,23,5,カイショー,8.54,91.62,0.74,E,87.2,1.0,1.14271,A,1.038,0.756,E,1.0,1.0,,1.0,1.0,,1.0,,0.9128,D,0.90439,D,1.4194,SS,0.74
10,10_9,23,6,ドルチェミスト,7.57,81.25,0.892,D,86.0,1.0,1.19662,S,1.038,0.677,E,1.0,1.0,,1.0,1.0,,1.0,,1.06139,B,0.99982,,1.05809,B,0.892
10,10_9,23,7,ワイドシュテルケ,14.62,156.79,1.644,SS,82.0,1.0,1.27621,SS,1.038,0.888,D,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.39743,SS,1.16321,S,1.644
10,10_9,23,8,アンジュプロミス,12.59,135.03,1.458,SS,88.0,1.0,1.59342,SS,1.038,1.082,B,1.0,1.0,,1.0,1.0,,1.0,,0.97529,,0.83548,E,1.05241,B,1.458
10,10_9,23,9,トップアタック,8.96,96.11,0.955,D,87.0,1.0,1.18094,S,1.038,0.741,E,1.0,1.0,,1.0,1.0,,1.0,,1.02401,,1.02705,,1.15681,A,0.955
10,10_9,23,10,ヘイルメリーラン,5.69,61.09,0.727,E,78.4,1.0,0.66169,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0585,B,1.07117,B,0.727
10,10_9,23,11,クリエープキー,6.66,71.49,0.929,D,85.0,1.0,1.231,S,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.00062,,0.97218,,0.90584,D,0.929
10,10_9,23,12,ルージュサウダージ,5.18,55.57,0.817,E,81.0,1.0,1.16795,S,1.038,0.722,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.93294,D,0.84013,E,0.817
10,10_10,43,1,パープルクラウド,6.11,47.65,0.797,E,73.0,1.0,0.96049,,1.028,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.226,S,0.88159,D,0.81861,E,0.797
10,10_10,43,2,カエルム,8.38,65.36,0.805,E,78.0,1.0,0.98598,,1.028,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.09919,B,0.9678,,1.04007,D,0.805
10,10_10,43,3,ウインマイルート,13.35,104.14,1.176,S,96.0,1.0,0.92289,D,1.028,1.004,,1.0,1.0,,1.0,1.0,,1.0,,1.25334,SS,0.98474,,0.92248,D,1.176
10,10_10,43,4,キングスコール,22.62,176.49,1.581,SS,109.0,1.0,1.04209,D,1.028,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.11727,A,1.32131,SS,1.02353,,1.581
10,10_10,43,5,バーケンヘッド,4.14,32.32,0.523,E,93.0,1.0,0.8522,E,1.028,0.625,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.95493,D,0.66472,E,0.523
10,10_10,43,6,サラトガチップス,8.18,63.79,0.6,E,92.0,1.0,0.89815,D,1.028,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,0.91407,D,0.95149,D,1.15559,A,0.6
10,10_10,43,7,ヴァイザーバルコ,9.09,70.93,0.765,E,96.0,1.0,0.86648,E,1.028,0.679,E,1.0,1.0,,1.0,1.0,,1.0,,1.19195,S,1.0608,B,0.96569,,0.765
10,10_10,43,8,ブリヤディアマンテ,14.25,111.15,1.03,,80.0,1.0,0.94829,D,1.028,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.1739,S,1.20463,S,1.34888,SS,1.03
10,10_10,43,9,ショウナンガチ,13.88,108.3,1.35,SS,108.0,1.0,1.12969,A,1.028,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.14556,A,1.01463,,0.74266,E,1.35
10,10_11,163,1,テレサ,5.35,69.36,0.607,E,93.0,1.0,1.00534,,0.988,0.643,E,1.0,1.0,,0.906,0.964,D,1.0,,1.0,,1.08769,B,1.22828,S,0.607
10,10_11,163,2,ブラウンラチェット,0.42,5.47,0.34,E,21.0,1.0,0.89921,D,0.988,0.55,E,1.0,1.0,,0.765,0.87,E,1.0,,1.00562,,1.03978,,0.76631,E,0.34
10,10_11,163,3,フレミングフープ,5.64,73.11,0.96,,95.0,1.0,1.35765,SS,0.988,0.741,E,1.0,1.0,,0.81,0.894,E,1.0,,1.06325,B,1.25441,SS,0.80264,E,0.96
10,10_11,163,4,クリノメイ,7.97,103.34,1.024,,90.0,1.0,1.22548,S,0.988,0.704,E,1.0,1.0,,0.993,1.06,B,1.0,,1.05974,B,1.07695,B,1.12054,A,1.024
10,10_11,163,5,アレナリア,3.52,45.68,0.566,E,89.0,1.0,0.89135,D,0.988,0.747,E,1.0,1.0,,1.091,0.812,D,1.0,,1.00726,,0.96371,,0.90701,D,0.566
10,10_11,163,6,フィールシンパシー,12.82,166.21,1.658,SS,97.0,1.0,1.13307,A,0.988,1.004,,1.0,1.0,,1.022,0.996,,1.0,,1.177,S,1.23153,S,1.0328,,1.658
10,10_11,163,7,インヴォーグ,6.16,79.85,0.945,D,92.0,1.0,1.12285,A,0.988,0.743,E,1.0,1.0,,1.234,0.939,A,1.0,,0.98997,,0.99908,,0.91906,D,0.945
10,10_11,163,8,ココナッツブラウン,5.6,72.66,1.043,D,115.0,1.0,1.14899,A,0.988,0.747,E,1.0,1.0,,0.949,1.048,,1.0,,1.01229,,1.22217,S,0.605,E,1.043
10,10_11,163,9,パレハ,5.76,74.68,0.844,E,95.0,1.0,1.27332,SS,0.988,0.742,E,1.0,1.0,,1.016,1.106,A,1.0,,0.92643,D,0.86862,E,0.93095,D,0.844
10,10_11,163,10,タクシンイメル,1.58,20.54,0.256,E,83.0,1.0,0.69936,E,0.988,1.0,,0.807,1.0,E,0.803,0.699,E,1.0,,0.87586,D,0.93296,D,0.96637,,0.256
10,10_11,163,11,エリカヴィータ,4.01,52.01,0.77,E,89.0,1.0,0.97952,,0.988,0.835,E,1.0,1.0,,1.096,0.871,D,1.0,,1.09671,B,0.91041,D,0.75902,E,0.77
10,10_11,163,12,アンリーロード,2.65,34.36,0.449,E,86.0,1.0,1.11072,A,0.988,0.719,E,1.0,1.0,,0.852,0.874,E,1.0,,0.95125,D,0.80347,E,0.89003,D,0.449
10,10_11,163,13,ウインエーデル,6.8,88.2,0.677,E,106.0,1.0,1.31193,SS,0.988,0.701,E,1.0,1.0,,0.934,0.943,D,1.0,,0.95649,D,0.8841,D,1.2296,S,0.677
10,10_11,163,14,クリスマスパレード,7.36,95.48,1.034,,93.0,1.0,1.3033,SS,0.988,0.736,E,1.0,1.0,,1.09,1.236,SS,1.0,,0.94619,D,0.85584,E,0.99272,,1.034
10,10_11,163,15,レディーヴァリュー,6.78,87.88,0.764,E,101.0,1.0,1.18259,S,0.988,0.747,E,1.0,1.0,,0.925,1.0,D,1.0,,1.026,,0.92224,D,1.1384,A,0.764
10,10_11,163,16,ボンドガール,7.6,98.52,1.133,A,96.0,1.0,1.22223,S,0.988,0.817,E,1.0,1.0,,1.016,1.156,S,1.0,,1.05,B,0.93098,D,0.90611,D,1.133
10,10_11,163,17,ジョスラン,5.7,73.85,0.623,E,103.0,1.0,0.95363,D,0.988,0.84,E,1.0,1.0,,1.01,1.053,B,1.0,,1.00505,,0.73629,E,1.15122,A,0.623
10,10_11,163,18,パルクリチュード,4.26,55.21,0.667,E,97.0,1.0,0.83605,E,0.988,0.681,E,1.0,1.127,A,1.165,0.886,,1.0,,1.0,,1.0197,,0.85237,E,0.667
10,10_12,23,1,ウィズマスタング,6.3,58.74,0.775,E,76.0,1.0,1.01275,,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,1.05551,B,0.93452,D,0.99791,,0.775
10,10_12,23,2,タイキジパング,5.33,49.67,0.626,E,82.2,1.0,0.78731,E,1.038,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.84921,E,0.90196,D,0.96573,,0.626
10,10_12,23,3,ミッションルース,1.31,12.19,0.255,E,61.0,1.0,0.74052,E,1.038,0.481,E,0.923,1.0,D,1.0,1.0,,1.0,,0.87753,D,0.85253,E,0.78307,E,0.255
10,10_12,23,4,スマイルディシー,8.04,74.92,0.691,E,78.0,1.0,0.97369,,1.038,0.652,E,1.0,1.027,,1.0,1.0,,1.0,,0.96078,,1.06309,B,1.38896,SS,0.691
10,10_12,23,5,グレイスフルマーチ,5.19,48.34,0.572,E,76.0,1.0,0.80662,E,1.038,0.681,E,1.0,0.895,D,1.0,1.0,,1.0,,1.12016,A,1.0,,1.11234,A,0.572
10,10_12,23,6,ホウオウバローロ,21.22,197.81,2.418,SS,81.0,1.0,1.13853,A,1.038,1.771,SS,1.0,1.127,A,1.0,1.0,,1.0,,1.01176,,1.01306,,1.0099,,2.418
10,10_12,23,7,アイファーファイト,2.72,25.4,0.388,E,63.0,1.0,0.66298,E,1.038,0.591,E,1.0,1.0,,1.0,1.0,,1.0,,0.95378,D,1.0,,1.03889,,0.388
10,10_12,23,8,ラマンシュ,4.59,42.75,0.532,E,79.0,1.0,0.95677,D,1.038,0.681,E,1.0,1.0,,1.0,1.0,,1.0,,0.88994,D,0.88366,D,1.01687,,0.532
10,10_12,23,9,ロードヴォイジャー,18.74,174.72,2.018,SS,87.0,1.0,1.01342,,1.038,1.483,SS,1.0,1.0,,1.0,1.0,,1.0,,1.08579,B,1.19112,S,0.99559,,2.018
10,10_12,23,10,ユイノコキュウ,2.56,23.82,0.536,E,55.0,1.0,0.74797,E,1.038,0.681,E,1.0,0.861,E,1.0,1.0,,1.0,,1.15196,A,1.02255,,0.80669,E,0.536
10,10_12,23,11,ブレイジングスター,6.73,62.74,0.832,E,74.0,1.0,0.8423,E,1.038,0.646,E,1.0,1.0,,1.0,1.0,,1.0,,1.37606,SS,1.07069,B,1.01942,,0.832
10,10_12,23,12,オレノアイバ,3.37,31.46,0.471,E,63.0,1.0,0.77399,E,1.038,0.424,E,1.0,1.0,,1.0,1.0,,1.0,,1.26414,SS,1.09445,B,1.0607,B,0.471
10,10_12,23,13,ゴッドヴァレー,4.65,43.31,0.712,E,64.0,1.0,0.92228,D,1.038,0.747,E,1.0,1.0,,1.0,1.0,,1.0,,0.9245,D,1.07678,B,0.95064,D,0.712
