場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),総合係数
6,06_1,7,11,トウシンライオット,0.22,1.66,0.031,E,54.0,1.0,1.00391,,1.013,0.036,E,0.911,0.928,E,1.0,1.0,,1.0,,1.0,,0.031
6,06_1,7,12,ユキノサイエンス,10.96,81.93,0.987,,83.0,1.0,1.21745,S,1.013,0.787,E,1.0,1.0,,1.0,1.0,,1.0,,1.01724,,0.987
6,06_1,7,13,サリーアン,0.16,1.22,0.027,E,46.0,1.0,0.93177,D,1.013,0.036,E,0.897,0.871,E,1.0,1.0,,1.0,,1.0,,0.027
6,06_1,7,14,スラッシュコード,6.75,50.49,0.742,E,68.0,1.0,1.09487,B,1.013,0.669,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.742
6,06_1,7,15,モーニングダリア,9.53,71.23,1.032,,69.0,1.0,1.21,S,1.013,0.842,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.032
6,06_1,7,16,タマリスペクト,0.24,1.76,0.036,E,49.0,1.0,0.97489,,1.013,0.036,E,0.917,1.0,D,1.0,1.0,,1.0,,1.1086,A,0.036
6,06_2,7,1,シシリアンキッス,0.42,2.82,0.046,E,61.0,1.0,0.46795,E,1.013,0.104,E,1.0,1.0,,0.92,1.0,D,1.0,,1.02162,,0.046
6,06_2,7,2,ニケフェリーチェ,3.54,23.92,0.386,E,62.0,1.0,1.08088,B,1.013,1.0,,0.903,0.928,E,0.897,1.0,D,1.0,,0.46899,E,0.386
6,06_2,7,3,プレイメイカー,10.27,69.44,0.978,,71.0,1.0,1.07362,B,1.013,0.873,D,1.0,1.0,,1.03,1.0,,1.0,,1.0,,0.978
6,06_2,7,4,アイアンパイク,16.36,110.54,1.557,SS,71.0,1.0,1.30888,SS,1.013,1.0,,1.0,1.0,,1.174,1.0,S,1.0,,1.0,,1.557
6,06_2,7,5,トリエンナーレ,4.03,27.23,0.432,E,63.0,1.0,0.48732,E,1.013,0.778,E,1.0,1.0,,1.03,1.0,,1.0,,1.09271,B,0.432
6,06_2,7,6,アッシズオブローズ,1.3,8.76,0.127,E,69.0,1.0,1.18756,S,1.013,0.104,E,1.0,1.0,,1.016,1.0,,1.0,,1.0,,0.127
6,06_2,7,7,プリンセスダーコ,6.53,44.13,0.865,E,51.0,1.0,0.95262,D,1.013,1.0,,1.0,1.0,,0.946,1.0,D,1.0,,0.94786,D,0.865
6,06_2,7,8,アルティオーラ,6.27,42.36,1.06,B,40.0,1.0,1.13691,A,1.013,1.0,,1.0,1.0,,0.92,1.0,D,1.0,,1.0,,1.06
6,06_2,7,9,ピンクサウスポー,1.44,9.7,0.202,E,48.0,1.0,1.13335,A,1.013,0.196,E,1.0,1.0,,0.897,1.0,D,1.0,,1.0,,0.202
6,06_2,7,10,ビーチイン,6.67,45.07,0.625,E,72.0,1.0,0.98268,,1.013,0.891,D,0.892,0.857,E,0.922,1.0,D,1.0,,1.0,,0.625
6,06_2,7,11,クイーンズホリデー,4.17,28.21,0.487,E,58.0,1.0,0.99928,,1.013,0.669,E,1.0,0.769,E,0.946,1.0,D,1.0,,0.98779,,0.487
6,06_2,7,12,イデアクリスタル,0.22,1.49,0.024,E,62.0,1.0,1.38437,SS,1.013,1.0,,1.074,1.0,B,1.088,1.0,B,1.0,,0.01469,E,0.024
6,06_2,7,13,ノーブルクラウド,10.82,73.1,1.06,B,69.0,1.0,0.99824,,1.013,1.0,,1.0,1.0,,0.92,1.0,D,1.0,,1.13935,A,1.06
6,06_2,7,14,アスパラゴ,8.0,54.08,1.176,S,46.0,1.0,1.05284,B,1.013,1.0,,1.0,1.0,,0.946,1.0,D,1.0,,1.16538,S,1.176
6,06_2,7,15,ライヴマルガリータ,9.57,64.67,0.937,D,69.0,1.0,1.21543,S,1.013,0.842,E,1.0,1.0,,0.946,1.0,D,1.0,,0.95556,D,0.937
6,06_2,7,16,ペカリーナ,10.4,70.31,1.066,B,66.0,1.0,1.06838,B,1.013,1.0,,1.0,1.0,,0.92,1.0,D,1.0,,1.07038,B,1.066
6,06_3,7,1,ハッピーカーン,11.15,56.07,1.027,,54.6,1.0,1.01373,,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.027
6,06_3,7,2,ゴットタレント,9.04,45.46,0.857,E,53.0,1.0,1.00045,,1.013,1.0,,1.0,0.846,E,1.0,1.0,,1.0,,1.0,,0.857
6,06_3,7,3,アイアムアッパレ,4.18,21.05,0.514,E,41.0,1.0,1.09392,B,1.013,0.409,E,1.0,1.0,,1.0,1.0,,1.0,,1.13302,A,0.514
6,06_3,7,4,セイウォリアー,6.27,31.55,0.751,E,42.0,1.0,0.98041,,1.013,0.737,E,1.0,1.0,,1.0,1.0,,1.0,,1.02638,,0.751
6,06_3,7,5,ネイティヴプライド,10.62,53.42,0.848,E,63.0,1.0,0.97734,,1.013,1.0,,0.923,0.928,E,1.0,1.0,,1.0,,1.0,,0.848
6,06_3,7,6,ホワイトナイル,0.38,1.93,0.037,E,53.0,1.0,1.04109,D,1.013,0.036,E,0.899,0.928,E,1.0,1.0,,1.0,,1.15425,A,0.037
6,06_3,7,7,ミスターキャンベラ,0.59,2.98,0.038,E,78.0,1.0,1.04744,D,1.013,0.036,E,1.004,1.0,,1.0,1.0,,1.0,,1.0,,0.038
6,06_3,7,8,ヤマメイッカ,15.09,75.92,0.949,D,80.0,1.0,0.96392,,1.013,1.124,A,1.0,0.875,D,1.0,1.0,,1.0,,0.98778,,0.949
6,06_3,7,9,ルアグロール,1.81,9.1,0.217,E,42.0,1.0,1.07364,B,1.013,1.0,,0.23,0.814,E,1.0,1.0,,1.0,,1.06708,B,0.217
6,06_3,7,10,ハンドフル,1.57,7.91,0.193,E,41.0,1.0,0.95527,D,1.013,0.196,E,0.883,1.0,D,1.0,1.0,,1.0,,1.15013,A,0.193
6,06_3,7,11,サルサブラヴァ,8.84,44.46,1.01,,44.0,1.0,1.0197,,1.013,1.0,,1.0,0.846,E,1.0,1.0,,1.0,,1.15593,A,1.01
6,06_3,7,12,チェイサー,12.74,64.07,1.335,SS,48.0,1.0,1.09987,B,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.198,S,1.335
6,06_3,7,13,メイクイット,2.54,12.8,0.32,E,40.0,1.0,0.50892,E,1.013,0.621,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.32
6,06_3,7,14,アルファシーナ,5.08,25.54,0.623,E,41.0,1.0,1.08652,B,1.013,0.621,E,0.911,1.0,D,1.0,1.0,,1.0,,1.0,,0.623
6,06_3,7,15,ショコラキュイ,3.13,15.75,0.404,E,39.0,1.0,0.45304,E,1.013,0.741,E,1.0,1.0,,1.0,1.0,,1.0,,1.18821,S,0.404
6,06_3,7,16,ファイタージェット,6.95,34.98,0.46,E,76.0,1.0,1.05158,B,1.013,0.968,,1.0,1.0,,1.0,1.0,,1.0,,0.4463,E,0.46
6,06_4,23,1,エコロシード,9.12,101.84,1.184,S,86.0,1.0,1.13621,A,1.019,1.0,,1.023,1.0,,1.0,1.0,,1.0,,1.0,,1.184
6,06_4,23,2,レッドスティンガー,7.45,83.21,1.155,A,72.0,1.0,1.0423,D,1.019,1.0,,0.934,1.0,D,1.0,1.0,,1.0,,1.1646,S,1.155
6,06_4,23,3,レディサン,8.78,98.05,1.065,B,92.0,1.0,1.03826,,1.019,0.898,D,1.0,1.007,,1.0,1.0,,1.0,,1.11337,A,1.065
6,06_4,23,4,モンサンゴールデン,7.61,84.98,0.944,D,90.0,1.0,0.98535,,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.94036,D,0.944
6,06_4,23,5,ジャレッド,2.09,23.39,0.383,E,61.0,1.0,0.94671,D,1.019,0.397,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.383
6,06_4,23,6,ヴェネチアンキング,0.42,4.72,0.059,E,80.0,1.0,1.28662,SS,1.019,0.036,E,1.097,1.1,S,1.0,1.0,,1.0,,1.04081,D,0.059
6,06_4,23,7,シーグルロス,3.26,36.46,0.419,E,87.0,1.0,1.00603,,1.019,0.409,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.419
6,06_4,23,8,アンティミスト,8.0,89.36,1.09,B,82.0,1.0,1.08222,B,1.019,1.0,,0.988,1.0,,1.0,1.0,,1.0,,1.0,,1.09
6,06_4,23,9,ビップムーラン,0.08,0.86,0.01,E,84.0,1.0,1.27863,SS,1.019,0.036,E,1.0,1.0,,1.0,1.0,,1.0,,0.21904,E,0.01
6,06_4,23,10,ピュール,8.63,96.4,1.236,S,78.0,1.0,1.21292,S,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.236
6,06_4,23,11,ドナシェーン,8.76,97.83,1.063,B,92.0,1.0,1.16567,S,1.019,0.833,E,1.0,1.074,B,1.0,1.0,,1.0,,1.0,,1.063
6,06_4,23,12,アパタイトテソーロ,10.0,111.73,1.379,SS,81.0,1.0,1.18492,S,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.14242,A,1.379
6,06_4,23,13,ルクスポップスター,6.6,73.76,1.024,,72.0,1.0,1.09708,B,1.019,0.927,D,1.0,0.988,,1.0,1.0,,1.0,,1.0,,1.024
6,06_4,23,14,ナオミライトニング,1.53,17.12,0.18,E,95.0,1.0,0.4846,E,1.019,0.808,E,1.0,1.0,,1.0,1.0,,1.0,,0.45138,E,0.18
6,06_4,23,15,セイウンアインス,6.79,75.84,1.053,B,72.0,1.0,1.03365,,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.053
6,06_4,23,16,ジェラートキティ,10.86,121.24,1.377,SS,88.0,1.0,1.25579,SS,1.019,1.0,,1.0,1.017,,1.0,1.0,,1.0,,1.05826,B,1.377
6,06_5,15,1,キョウエイアート,5.27,76.06,0.96,,79.2,0.99119,1.08431,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.90655,D,0.96
6,06_5,15,2,エスシービクトリア,5.74,82.84,1.045,D,79.2,1.06556,1.01256,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.9835,,1.045
6,06_5,15,3,パワポケグッド,5.85,84.35,1.064,B,79.2,1.07536,1.00485,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.064
6,06_5,15,4,ミリオンヴォイス,5.91,85.26,1.076,B,79.2,1.10199,0.99113,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.076
6,06_5,15,5,モウレツ,2.88,41.58,0.525,E,79.2,1.09278,1.00485,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.48506,E,0.525
6,06_5,15,6,サクセスゴールド,6.65,95.93,1.21,S,79.2,1.14319,1.07495,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.21
6,06_5,15,7,グラムエッジ,7.54,108.76,1.372,SS,79.2,1.38871,1.00323,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.372
6,06_5,15,8,サクラピアチェーレ,5.74,82.75,1.044,D,79.2,1.00837,1.10013,A,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.95556,D,1.044
6,06_5,15,9,サトノフェンサー,6.45,93.09,1.175,S,79.2,1.05831,1.08436,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.03917,,1.175
6,06_5,15,10,ホウオウファミリー,6.89,99.43,1.255,SS,79.2,1.05775,1.03016,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.16891,S,1.255
6,06_5,15,11,リクスダラー,6.15,88.8,1.121,A,79.2,1.11147,0.99616,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.02744,,1.121
6,06_5,15,12,グランドタルマエ,7.89,113.86,1.437,SS,79.2,1.14451,1.14698,A,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.11109,A,1.437
6,06_5,15,13,アイデアユー,7.97,115.01,1.451,SS,79.2,1.23191,1.00788,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.18656,S,1.451
6,06_5,15,14,アイファーウィーク,7.37,106.38,1.342,SS,79.2,1.05846,1.09691,B,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.17375,S,1.342
6,06_5,15,15,ウインガネーシャ,5.74,82.75,1.044,D,79.2,1.07285,0.98811,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.044
6,06_5,15,16,マイネルスラーヴァ,5.95,85.88,1.084,B,79.2,1.06008,1.01302,,0.985,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.02449,,1.084
6,06_6,7,1,ニシノヒノトリ,3.41,22.81,0.465,E,49.0,1.0,1.07732,B,1.013,0.405,E,1.0,1.0,,1.0,1.0,,1.0,,1.05266,B,0.465
6,06_6,7,2,スチールナイト,10.76,71.93,1.09,B,66.0,1.0,0.9942,,1.013,0.842,E,1.0,1.0,,1.0,1.0,,1.0,,1.28489,SS,1.09
6,06_6,7,3,ジングアップ,6.73,45.01,0.833,E,54.0,1.0,1.06834,B,1.013,0.77,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.833
6,06_6,7,4,ナックホワイト,1.43,9.56,0.117,E,82.0,1.0,1.06463,B,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.04121,D,0.117
6,06_6,7,5,オーケーグレイス,0.06,0.41,0.412,E,1.0,1.0,0.49771,E,1.013,0.817,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.412
6,06_6,7,6,グランドスウェル,4.91,32.83,1.059,B,31.0,1.0,1.1558,A,1.013,0.811,E,1.0,1.0,,1.0,1.0,,1.0,,1.11527,A,1.059
6,06_6,7,7,ミュークトーマス,7.17,47.94,0.887,D,54.0,1.0,1.10994,A,1.013,0.808,E,1.0,1.0,,1.0,1.0,,1.0,,0.97666,,0.887
6,06_6,7,8,セイウンアズール,6.69,44.71,0.813,E,55.0,1.0,1.10868,A,1.013,0.724,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.813
6,06_6,7,9,ゴールドエンバー,1.0,6.69,0.108,E,62.0,1.0,1.05755,B,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,0.96948,,0.108
6,06_6,7,10,ワールドブレイヴ,8.53,57.03,0.878,D,65.0,1.0,1.03148,,1.013,0.84,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.878
6,06_6,7,11,マイネルオラクル,5.53,36.95,0.71,E,52.0,1.0,1.01959,,1.013,0.709,E,1.0,1.0,,1.0,1.0,,1.0,,0.97003,,0.71
6,06_6,7,12,フォーチュンローズ,4.16,27.82,0.464,E,60.0,1.0,0.49679,E,1.013,0.861,E,1.0,1.0,,1.0,1.0,,1.0,,1.07053,B,0.464
6,06_6,7,13,レイヒストリコ,1.56,10.42,0.124,E,84.0,1.0,1.15155,A,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.02408,,0.124
6,06_6,7,14,イーサンミラー,11.22,75.03,1.103,A,68.0,1.0,1.26885,SS,1.013,0.858,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.103
6,06_6,7,15,グランアルト,8.95,59.85,0.855,E,70.0,1.0,0.99032,,1.013,0.852,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.855
6,06_6,7,16,ウールヴヘジン,1.04,6.94,0.11,E,63.0,1.0,1.01168,,1.013,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.03443,,0.11
6,06_6,7,17,アグアフレスカ,10.57,70.65,1.054,B,67.0,1.0,1.15452,A,1.013,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.90156,D,1.054
6,06_6,7,18,シーサンタナ,6.29,42.09,0.979,,43.0,1.0,1.06694,B,1.013,0.806,E,1.0,1.0,,1.0,1.0,,1.0,,1.1237,A,0.979
6,06_7,23,1,ボーヌロマネ,9.16,44.63,0.638,E,70.0,1.0,0.9646,,1.019,0.682,E,1.0,1.0,,1.0,1.0,,1.0,,0.95111,D,0.638
6,06_7,23,2,ジャクソン,0.22,1.05,0.017,E,62.0,1.0,0.42653,E,1.019,0.036,E,0.912,1.0,D,1.0,1.0,,1.0,,1.19289,S,0.017
6,06_7,23,3,サカイシューター,4.67,22.77,0.583,E,39.0,1.0,0.98554,,1.019,0.581,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.583
6,06_7,23,4,コスモフレディ,5.34,26.03,0.357,E,73.0,1.0,0.40958,E,1.019,0.756,E,1.0,1.0,,1.0,1.0,,1.0,,1.13001,A,0.357
6,06_7,23,5,ドゥマーヴェリック,14.62,71.23,0.858,E,83.0,1.0,0.98732,,1.019,0.809,E,1.0,1.0,,1.0,1.0,,1.0,,1.05382,B,0.858
6,06_7,23,6,ゴットランド,4.72,23.02,0.334,E,69.0,1.0,0.43797,E,1.019,0.669,E,1.0,1.0,,1.0,1.0,,1.0,,1.11789,A,0.334
6,06_7,23,7,グランプラネッタ,1.34,6.53,0.115,E,57.0,1.0,1.0833,B,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.115
6,06_7,23,8,トモジャシャトー,16.4,79.88,1.109,A,72.0,1.0,1.00348,,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.08502,B,1.109
6,06_7,23,9,サトミノエンジェル,11.7,57.0,0.606,E,94.0,1.0,0.54818,E,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0856,B,0.606
6,06_7,23,10,モヴレクス,0.41,2.0,0.032,E,63.0,1.0,0.89204,D,1.019,0.036,E,1.0,0.938,D,1.0,1.0,,1.0,,1.04117,D,0.032
6,06_7,23,11,ショウナンタハティ,1.45,7.08,1.012,,7.0,1.0,0.90687,D,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.09467,B,1.012
6,06_7,23,12,ローズマイスター,8.55,41.65,0.508,E,82.0,1.0,0.49037,E,1.019,0.842,E,1.016,1.0,,1.0,1.0,,1.0,,1.18909,S,0.508
6,06_7,23,13,レッドルイナール,9.6,46.75,0.658,E,71.0,1.0,0.91915,D,1.019,0.709,E,1.0,0.955,D,1.0,1.0,,1.0,,1.03828,,0.658
6,06_7,23,14,スーパーホース,0.24,1.17,1.173,S,1.0,1.0,1.05771,B,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.08863,B,1.173
6,06_7,23,15,ロードフロリゼル,8.8,42.88,0.631,E,68.0,1.0,0.94389,D,1.019,0.595,E,1.0,1.0,,1.0,1.0,,1.0,,1.10202,A,0.631
6,06_7,23,16,フォレストゲート,2.78,13.55,0.366,E,37.0,1.0,0.42996,E,1.019,1.0,,0.894,1.0,D,1.0,1.0,,1.0,,0.9347,D,0.366
6,06_8,23,1,ブラックジェダイト,4.19,34.72,0.434,E,80.0,1.0,0.46425,E,1.019,0.809,E,1.0,1.0,,1.0,1.0,,1.0,,1.13466,A,0.434
6,06_8,23,2,デイジー,16.3,135.16,1.689,SS,80.0,1.0,1.23161,S,1.019,1.097,B,1.0,1.0,,1.0,1.0,,1.0,,1.2268,S,1.689
6,06_8,23,3,ファーマムーン,0.03,0.22,0.219,E,1.0,1.0,0.40554,E,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.52915,E,0.219
6,06_8,23,4,レモンバーム,10.57,87.68,0.997,,88.0,1.0,1.11383,A,1.019,0.851,E,1.0,1.0,,1.0,1.0,,1.0,,1.03195,,0.997
6,06_8,23,5,ディクシーヴォーグ,0.15,1.22,1.216,S,1.0,1.0,0.94212,D,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.26683,SS,1.216
6,06_8,23,6,ポッドロルフ,11.88,98.52,1.158,A,85.0,1.0,1.27012,SS,1.019,0.811,E,1.0,1.0,,1.0,1.0,,1.0,,1.10356,A,1.158
6,06_8,23,7,クライスレリアーナ,1.19,9.85,0.108,E,91.0,1.0,1.02314,,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.108
6,06_8,23,8,ブルスカメンテ,8.08,67.06,0.789,E,85.0,1.0,1.0199,,1.019,0.756,E,1.0,1.0,,1.0,1.0,,1.0,,1.00463,,0.789
6,06_8,23,9,クリフハンガー,11.68,96.91,1.243,S,78.0,1.0,1.24523,S,1.019,0.884,D,1.0,1.0,,1.0,1.0,,1.0,,1.1078,A,1.243
6,06_8,23,10,キャトルエピス,5.44,45.13,0.537,E,84.0,1.0,0.50059,E,1.019,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.05335,B,0.537
6,06_8,23,11,ショウナンマリーナ,3.68,30.56,0.373,E,82.0,1.0,0.43593,E,1.019,0.756,E,1.0,1.0,,1.0,1.0,,1.0,,1.11025,A,0.373
6,06_8,23,12,スペシャルバニー,5.62,46.63,0.728,E,64.0,1.0,1.02044,,1.019,0.74,E,1.0,1.0,,1.0,1.0,,1.0,,0.9464,D,0.728
6,06_8,23,13,シアブリス,3.45,28.64,0.372,E,77.0,1.0,0.4418,E,1.019,0.81,E,1.0,1.0,,1.0,1.0,,1.0,,1.02036,,0.372
6,06_8,23,14,チョングク,8.32,68.97,0.758,E,91.0,1.0,1.03863,,1.019,0.756,E,1.0,1.0,,1.0,1.0,,1.0,,0.94775,D,0.758
6,06_8,23,15,スモーキーゴッド,8.04,66.68,0.725,E,92.0,1.0,0.89362,D,1.019,0.789,E,1.0,1.0,,1.0,1.0,,1.0,,1.00875,,0.725
6,06_8,23,16,ウインイザナミ,1.39,11.49,0.135,E,85.0,1.0,1.1596,A,1.019,0.104,E,1.0,1.0,,1.0,1.0,,1.0,,1.10122,A,0.135
6,06_9,43,1,ホウオウシンデレラ,3.69,35.14,0.468,E,75.0,1.0,0.46927,E,1.008,1.0,,1.0,1.0,,0.915,1.0,D,1.0,,1.08216,B,0.468
6,06_9,43,2,ビターグラッセ,9.66,91.95,1.136,A,81.0,1.0,1.01819,,1.008,1.0,,1.0,1.0,,0.993,1.0,,1.0,,1.11433,A,1.136
6,06_9,43,3,ジャルディニエ,3.54,33.74,0.482,E,70.0,1.0,0.433,E,1.008,1.142,A,1.0,1.0,,0.967,1.0,,1.0,,1.0,,0.482
6,06_9,43,4,ヴァイルマティ,9.11,86.72,1.071,B,81.0,1.0,1.08708,B,1.008,1.0,,1.0,1.0,,0.926,1.0,D,1.0,,1.05527,B,1.071
6,06_9,43,5,ブラックルビー,6.77,64.49,0.786,E,82.0,1.0,0.98188,,1.008,0.756,E,1.0,1.0,,0.951,1.0,D,1.0,,1.10522,A,0.786
6,06_9,43,6,ロムネヤ,1.54,14.64,0.198,E,74.0,1.0,0.20215,E,1.008,1.0,,1.0,1.0,,0.959,1.0,D,1.0,,1.01261,,0.198
6,06_9,43,7,コンドゥイア,11.86,112.93,1.298,SS,87.0,1.0,1.12865,A,1.008,1.0,,1.0,1.0,,1.141,1.0,A,1.0,,1.0,,1.298
6,06_9,43,8,コムユンプリュム,9.13,86.9,0.976,,89.0,1.0,0.96994,,1.008,0.805,E,1.0,1.0,,1.036,1.0,,1.0,,1.1968,S,0.976
6,06_9,43,9,ビッグデイメイク,10.25,97.58,1.175,S,83.0,1.0,1.0711,B,1.008,1.0,,1.0,1.0,,0.951,1.0,D,1.0,,1.14444,A,1.175
6,06_9,43,10,オルノア,11.67,111.15,1.278,SS,87.0,1.0,1.13311,A,1.008,1.0,,1.0,1.0,,1.086,1.0,B,1.0,,1.03033,,1.278
6,06_9,43,11,トレミニョン,7.76,73.84,0.839,E,88.0,1.0,1.00156,,1.008,0.83,E,1.0,1.0,,0.997,1.0,,1.0,,1.00486,,0.839
6,06_9,43,12,ナムララジベラ,6.22,59.2,0.789,E,75.0,1.0,1.12788,A,1.008,0.691,E,1.0,1.0,,0.886,1.0,D,1.0,,1.13314,A,0.789
6,06_9,43,13,グレイトクラウン,8.8,83.78,0.985,,85.0,1.0,1.16012,S,1.008,0.832,E,1.0,1.0,,1.011,1.0,,1.0,,1.00126,,0.985
6,06_10,131,1,ラインオブソウル,7.03,28.5,0.375,E,76.0,1.0,0.44575,E,0.996,0.74,E,0.961,1.0,,1.0,1.0,,1.0,,1.18677,S,0.375
6,06_10,131,2,サンマルパトロール,3.17,12.83,0.143,E,90.0,1.0,0.96822,,0.996,0.636,E,0.985,1.0,,1.0,1.0,,1.0,,0.23618,E,0.143
6,06_10,131,3,カゼノランナー,11.66,47.25,0.656,E,72.0,1.0,0.96025,,0.996,0.751,E,0.943,0.899,E,1.0,1.0,,1.0,,1.07784,B,0.656
6,06_10,131,4,ヒューゴ,10.68,43.29,0.509,E,85.0,1.0,0.89208,D,0.996,0.544,E,1.0,1.0,,1.0,1.0,,1.0,,1.05348,B,0.509
6,06_10,131,5,クラウンシエンタ,1.12,4.55,0.044,E,105.0,1.0,1.09333,B,0.996,0.036,E,1.0,1.001,,1.0,1.0,,1.0,,1.10889,A,0.044
6,06_10,131,6,ミスティックロア,4.47,18.13,0.173,E,105.0,1.0,0.20003,E,0.996,0.867,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.173
6,06_10,131,7,ヴァルツァーシャル,4.1,16.63,0.175,E,95.0,1.0,0.43303,E,0.996,0.398,E,0.951,1.0,D,1.0,1.0,,1.0,,1.07343,B,0.175
6,06_10,131,8,ポッドロゴ,10.35,41.96,0.447,E,94.0,1.0,1.0415,D,0.996,0.398,E,1.0,1.0,,1.0,1.0,,1.0,,1.08203,B,0.447
