場所,レース,クラス,馬番,馬名,MSPF_expect,MSPF_expect_value,平均係数,総合判定,基準値,未勝利,コース,コース(判定),O_Month,O_Level,レベル(判定),O_Trouble,O_Bias,不利(複合判定),S_Female,S_Handi,条件(複合判定),重賞,重賞(判定),血統,血統(判定)
8,08_1,7,15,ロンバルドシチー,82.5,63.43,59.7,E,,,89.625,,69.0,7.0,E,,,,,,,,,73.0,E
8,08_1,7,16,マシン,89.8,75.02,74.6,E,,,74.23529,E,69.0,82.25,,,,,,,,,,73.0,E
8,08_2,15,1,ホワイトラバーズ,86.5,69.58,67.4,E,80.6,56.2,84.5,,59.0,,,,,,68.667,,E,,,68.5,E
8,08_2,15,3,メイショウアカリ,88.6,72.98,71.4,E,80.6,76.4,78.16667,D,59.0,,,,,,68.667,,E,,,75.0,D
8,08_2,15,4,ダリアフレイバー,93.0,80.7,80.7,,80.6,107.4,95.5,D,59.0,,,,,,68.667,,E,,,73.0,E
8,08_2,15,5,ハイラブエナン,89.1,73.91,72.6,E,80.6,83.5,75.66667,D,59.0,,,,,,68.667,,E,,,76.0,D
8,08_2,15,6,トモジャカトゥーラ,87.1,70.48,68.5,E,80.6,75.25,66.33333,E,59.0,,,,,,68.667,,E,,,73.0,E
8,08_2,15,7,アンウェイバリング,89.7,74.84,73.7,E,80.6,78.2,72.8,E,59.0,,,,,,68.667,,E,,,89.75,
8,08_2,15,8,アティラン,88.2,72.24,70.6,E,80.6,68.0,78.16667,D,59.0,,,,,,68.667,,E,,,79.0,D
8,08_2,15,9,ヴァイヴァーイ,88.8,73.36,71.9,E,80.6,82.0,73.0,E,59.0,,,,,,68.667,,E,,,76.875,D
8,08_2,15,10,ハッピーラブソング,91.4,77.92,77.4,D,80.6,71.0,101.2,A,59.0,,,,,,68.667,,E,,,87.0,
8,08_2,15,11,ルージュエテルナ,90.3,75.92,75.0,D,80.6,71.6,115.5,S,59.0,,,,,,68.667,,E,,,60.125,E
8,08_2,15,12,ヴェスタールカ,89.4,74.42,73.2,E,80.6,74.25,85.0,,59.0,,,,,,68.667,,E,,,79.0,D
8,08_2,15,13,ペガサスウィンド,89.6,74.69,73.5,E,80.6,65.4,108.66667,A,59.0,,,,,,68.667,,E,,,65.75,E
8,08_2,15,14,ペトリコール,89.7,74.83,73.7,E,80.6,73.25,94.16667,,59.0,,,,,,68.667,,E,,,73.25,E
8,08_2,15,15,アリュウ,88.5,72.83,71.3,E,80.6,72.5,79.16667,D,59.0,,,,,,68.667,,E,,,77.0,D
8,08_2,15,16,ジャミールアイン,92.0,78.96,78.6,D,80.6,74.16667,116.85714,S,59.0,,,,,,68.667,,E,,,74.44444,E
8,08_3,7,1,ジョーカー,88.9,73.45,73.4,E,,,74.23529,E,69.0,,,,,,,,,,,77.11111,D
8,08_3,7,2,ペプチドレオン,86.3,69.27,73.7,E,,,65.35294,E,69.0,97.25,B,93.0,59.1,D,,,,,,58.44444,E
8,08_3,7,3,ウルスツイスター,87.4,70.98,61.1,E,,,88.94118,,69.0,4.5,E,70.0,,E,,,,,,73.0,E
8,08_3,7,4,メイショウサッソウ,84.5,66.36,58.9,E,,,86.58824,,69.0,4.0,E,,,,,,,,,76.0,D
8,08_3,7,5,スタープレイン,83.7,65.2,60.2,E,,,95.0,,69.0,10.0,E,,,,,,,,,67.0,E
8,08_3,7,6,スカイピア,90.3,75.93,78.5,D,,,70.17647,E,69.0,87.25,,,91.3,,,,,,,75.0,D
8,08_3,7,7,カンフージョン,89.8,74.99,74.1,E,,,63.125,E,69.0,76.25,D,,,,,,,,,88.0,
8,08_3,7,8,ナリタアーマー,87.9,71.83,70.6,E,,,66.94118,E,69.0,69.0,E,68.333,,E,,,,,,79.77778,D
8,08_3,7,9,カセノナユタ,86.4,69.43,76.2,D,,,66.82353,E,69.0,63.5,E,55.333,130.0,,,,,,,72.66667,E
8,08_3,7,10,ブクブクー,92.9,80.57,76.9,D,,,110.53333,A,69.0,60.25,E,,,,,,,,,68.0,E
8,08_3,7,11,イズントイット,103.7,103.42,104.6,A,,,93.8125,,69.0,186.5,SS,,,,,,,,,69.11111,E
8,08_3,7,12,サンオブザサン,76.7,55.55,52.3,E,,,74.05882,E,69.0,3.333,E,,,,,,,,,63.0,E
8,08_3,7,13,タイセイグローバル,86.5,69.59,62.1,E,,,69.76471,E,69.0,25.0,E,69.667,,E,,,,,,77.0,D
8,08_3,7,14,アニマレイ,89.0,73.59,70.8,E,,,75.70588,D,69.0,,,,59.1,E,,,,,,79.375,D
8,08_3,7,15,ヨドノクラウン,83.8,65.33,65.1,E,,,82.125,,69.0,55.5,E,,,,,,,,,53.875,E
8,08_3,7,16,モンスエ,97.5,89.57,89.1,,,,83.55556,,69.0,124.75,S,,,,,,,,,79.0,D
8,08_5,23,1,スターオブロンドン,91.2,77.45,71.0,E,,,86.76471,,75.0,6.5,E,78.667,100.2,,,,,,,79.0,D
8,08_5,23,2,メイショウリュウシ,81.9,62.5,54.0,E,,,62.94118,E,75.0,5.0,E,,,,,,,,,72.88889,E
8,08_5,23,3,パータリプトラ,88.8,73.38,76.6,D,,,70.27778,E,75.0,,,,91.9,,,,,,,69.22222,E
8,08_5,23,4,カナタコナタ,85.9,68.61,69.4,E,,,64.0,E,75.0,65.75,E,,,,,,,,,73.0,E
8,08_5,23,5,スマートジュリアス,81.4,61.88,56.8,E,,,73.29412,E,75.0,25.0,E,,,,,,,,,54.0,E
8,08_5,23,6,サヨノパララックス,88.8,73.33,73.2,E,,,74.64706,E,75.0,78.75,D,,68.6,E,,,,,,69.11111,E
8,08_5,23,7,ライトオブヌカタ,97.9,90.51,92.6,,,,83.05882,,75.0,171.25,SS,74.667,72.6,E,,,,,,79.0,D
8,08_5,23,8,エブリデイ,96.5,87.52,88.8,,,,72.88235,E,75.0,128.5,S,,,,,,,,,79.0,D
8,08_5,23,9,シュテフィ,89.5,74.5,74.6,E,,,75.82353,D,75.0,74.5,E,,,,,,,,,73.0,E
8,08_5,23,10,ラッキーバック,95.2,85.01,87.3,,,,76.17647,D,75.0,114.25,A,,91.9,,,,,,,79.0,D
8,08_6,23,1,レーンアジリティ,91.4,77.82,74.7,E,,,90.0,,75.0,65.25,E,73.667,71.45,E,,,,,,73.0,E
8,08_6,23,2,ポルトドール,87.6,71.27,63.3,E,,,84.625,,75.0,68.5,E,,22.9,E,,,,,,65.33333,E
8,08_6,23,3,ヨリノレジェンド,95.4,85.37,83.3,,,,77.6,D,75.0,81.75,,,,,,,,,,99.0,B
8,08_6,23,4,テンエースワン,94.7,83.94,85.8,,,,69.75,E,75.0,124.25,S,,,,,,,,,74.22222,E
8,08_6,23,5,サトノブリジャール,83.9,65.51,62.3,E,,,102.75,A,75.0,8.5,E,,,,,,,,,63.11111,E
8,08_6,23,6,エイユーファイヤー,91.1,77.26,76.6,D,,,85.1875,,75.0,71.75,E,,78.1,D,,,,,,73.0,E
8,08_6,23,7,キュードス,93.1,80.97,78.8,D,,,93.58824,,75.0,66.5,E,,,,,,,,,80.0,
8,08_6,23,8,ガウラスパーク,92.8,80.4,83.2,,,,73.375,E,75.0,124.25,S,,,,,,,,,60.0,E
8,08_6,23,9,ピエナオルフェ,88.1,72.2,66.6,E,,,108.94118,A,75.0,11.667,E,,,,,,,,,70.66667,E
8,08_6,23,10,ララエキリーブル,87.3,70.89,66.6,E,,,105.4375,A,75.0,11.5,E,,,,,,,,,74.55556,E
8,08_6,23,11,サイモンシュバリエ,93.4,81.5,75.8,D,,,80.06667,,75.0,67.5,E,76.0,62.2,E,,,,,,94.22222,
8,08_6,23,12,ハイグッドワールド,94.2,82.94,80.2,,,,104.94118,A,75.0,65.5,E,,,,,,,,,75.22222,D
8,08_6,23,13,サンライズバレット,86.6,69.73,62.7,E,,,75.47059,D,75.0,25.0,E,,,,,,,,,75.375,D
8,08_6,23,14,ゴルデールスカー,89.9,75.23,74.7,E,,,88.35294,,75.0,69.5,E,,,,,,,,,66.0,E
8,08_7,23,1,シェーラ,93.7,82.06,82.1,,,,95.17647,D,75.0,,,,,,,,,,,76.0,D
8,08_7,23,2,ハギノピアチェーレ,101.8,98.93,97.6,B,,,95.4,D,75.0,130.75,S,,,,,,,,,89.22222,
8,08_7,23,3,ヴィーナスバブル,96.9,88.4,89.2,,,,84.9375,,75.0,124.5,S,,,,,,,,,72.25,E
8,08_7,23,4,サミダレナイツ,92.6,79.94,79.9,D,,,98.82353,B,75.0,,,,,,,,,,,66.0,E
8,08_7,23,5,メイショウピリカ,85.3,67.66,64.2,E,,,91.88235,,75.0,11.5,E,,,,,,,,,78.44444,D
8,08_7,23,6,オゴオゴ,93.2,81.08,81.1,,,,95.58824,D,75.0,,,,,,,,,,,72.66667,E
8,08_7,23,7,プレデスティナーレ,96.0,86.59,84.0,,,,97.76471,B,75.0,79.0,D,,,,,,,,,84.33333,
8,08_7,23,8,テレプシコーラ,86.5,69.47,65.3,E,,,105.29412,A,75.0,8.5,E,,,,,,,,,72.44444,E
8,08_7,23,9,シンドリームシン,85.2,67.44,63.9,E,,,81.82353,,75.0,10.25,E,,,,,,,,,88.66667,
8,08_7,23,10,タマモランプ,86.1,68.85,65.0,E,,,99.375,B,75.0,10.25,E,,,,,,,,,75.33333,D
8,08_7,23,11,ダノンアトラス,90.6,76.39,74.5,E,,,92.5,,75.0,56.0,E,,,,,,,,,74.33333,E
8,08_7,23,12,ロールザダイス,93.5,81.67,78.9,D,,,105.94118,A,75.0,61.25,E,,,,,,,,,73.22222,E
8,08_7,23,13,ニホンピロデヴィン,95.9,86.42,86.4,,,,95.0,,75.0,,,,,,,,,,,89.25,
8,08_7,23,14,サンライズバブル,95.8,86.11,86.1,,,,104.82353,A,75.0,,,,,,,,,,,78.5,D
8,08_8,43,1,アオイミモザ,95.0,84.59,80.2,,,,110.27778,A,66.5,68.0,E,,,,,,,,,76.0,D
8,08_8,43,2,タイガースパーク,94.4,83.42,83.6,,,,70.64706,E,66.5,119.0,S,,,,,,,,,78.11111,D
8,08_8,43,3,シンエン,95.7,85.92,85.4,,,,75.82353,D,66.5,119.0,S,,,,,,,,,80.44444,
8,08_8,43,4,アスクアイルビゼア,89.3,74.17,74.0,E,,,64.41176,E,66.5,,,84.0,,,,,,,,81.11111,
8,08_8,43,5,カルパ,90.7,76.64,72.2,E,,,89.86667,,66.5,79.75,D,,55.15,E,,,,,,69.77778,E
8,08_8,43,6,フィリップ,89.6,74.75,74.7,E,,,88.1875,,66.5,,,,,,,,,,,69.55556,E
8,08_8,43,7,レッドダンルース,89.6,74.64,74.6,E,,,83.64706,,66.5,,,,,,,,,,,73.77778,E
8,08_8,43,8,ユウトザレン,94.5,83.69,84.2,,,,73.05882,E,66.5,124.25,S,,,,,,,,,73.0,E
8,08_8,43,9,トーレ,90.1,75.49,68.9,E,,,74.9375,E,66.5,93.5,,63.0,37.0,E,,,,,,78.22222,D
8,08_8,43,10,サンダーバース,91.3,77.75,74.7,E,,,80.11765,,66.5,63.5,E,,,,,,,,,88.625,
8,08_8,43,11,ダイシンリンク,87.7,71.46,70.8,E,,,65.0,E,66.5,,,72.333,,E,,,,,,79.375,D
8,08_8,43,12,マサハヤウォルズ,91.8,78.51,73.8,E,,,95.88889,D,66.5,74.0,E,,63.1,E,,,,,,69.33333,E
8,08_8,43,13,バイファーザベスト,94.6,83.84,78.6,D,,,94.57143,,66.5,77.75,D,,70.6,E,,,,,,83.44444,
8,08_8,43,14,ニューオーリンズ,88.4,72.59,72.6,E,,,70.26667,E,66.5,,,,,,,,,,,81.0,
8,08_8,43,15,ラファル,88.1,72.1,70.8,E,,,70.13333,E,66.5,67.5,E,,,,,,,,,79.0,D
8,08_8,43,16,サンダーロード,93.2,81.06,80.1,,,,79.64706,D,66.5,92.5,,,81.8,,,,,,,80.0,
8,08_9,43,1,エリカヴェネチア,86.4,69.3,64.4,E,,,82.82353,,66.5,3.5,E,,90.4,,,,,,,79.0,D
8,08_9,43,2,テーオーマルコーニ,93.4,81.57,80.1,,,,96.88235,B,66.5,82.75,,,84.7,,,,,,,69.44444,E
8,08_9,43,3,ディオスパーダ,88.0,71.91,71.9,E,,,79.0,D,66.5,,,,,,,,,,,70.22222,E
8,08_9,43,4,ゴッドエスパーダ,80.9,61.06,55.5,E,,,79.66667,D,66.5,25.0,E,,,,,,,,,50.85714,E
8,08_9,43,5,ヒデノレインボー,91.3,77.59,74.5,E,,,67.875,E,66.5,76.0,D,68.667,,E,,,,,,93.44444,
8,08_9,43,6,エイカイソウル,86.2,69.11,58.6,E,,,77.41176,D,66.5,4.5,E,61.667,61.65,E,,,,,,79.88889,D
8,08_9,43,7,ソウルアンドジャズ,83.1,64.3,58.7,E,,,77.82353,D,66.5,25.0,E,71.0,,E,,,,,,53.25,E
8,08_9,43,8,サイモンルモンド,92.7,80.24,75.3,D,,,106.0625,A,66.5,48.75,E,,,,,,,,,80.0,
8,08_9,43,9,キーチパルフェ,87.5,71.19,73.2,E,,,60.0,E,66.5,80.5,,84.0,,,,,,,,75.0,D
8,08_9,43,10,タガノヘラクレス,87.6,71.36,70.2,E,,,83.64706,,66.5,67.75,E,,,,,,,,,63.1,E
8,08_10,67,1,ラーンザロープス,92.7,80.2,72.1,E,,,88.82353,,83.5,30.0,E,,,,,,,,,86.11111,
8,08_10,67,2,ウィープディライト,94.8,84.22,84.6,,,,92.4375,,83.5,90.25,,,,,,,,,,72.22222,E
8,08_10,67,3,ミニトランザット,98.1,90.91,89.6,,,,110.5625,A,83.5,90.5,,,,,,,,,,74.0,E
8,08_10,67,4,バレルターン,93.7,81.99,82.0,,,,95.125,D,83.5,,,,,,,,,,,67.33333,E
8,08_10,67,5,トーホウディアス,92.8,80.41,80.5,,,,97.0625,B,83.5,75.5,D,,,,,,,,,66.0,E
8,08_10,67,6,ブリュットミレジメ,81.3,61.65,61.0,E,,,66.47059,E,83.5,9.75,E,,,,,,,,,84.14286,
8,08_10,67,7,アスクビギンアゲン,79.6,59.27,59.3,E,,,70.875,E,83.5,11.5,E,,,,,,,,,71.44444,E
8,08_10,67,8,ミッキージュエリー,97.3,89.15,87.8,,,,109.9375,A,83.5,84.0,,,,,,,,,,73.66667,E
8,08_10,67,9,ハワイアンティアレ,90.4,76.0,71.3,E,,,98.41176,B,83.5,31.0,E,,,,,,,,,72.33333,E
8,08_10,67,10,スズカダブル,91.4,77.93,78.6,D,,,101.6875,A,83.5,74.75,E,,,,,,,,,54.44444,E
8,08_10,67,11,ベラジオボンド,93.8,82.27,82.2,,,,92.52941,,83.5,79.5,D,,,,,,,,,73.44444,E
8,08_10,67,12,アルトゥーム,99.9,94.58,91.7,,,,122.75,S,83.5,82.25,,,,,,,,,,78.33333,D
8,08_10,67,13,エアミアーニ,95.4,85.44,85.2,,,,99.93333,B,83.5,87.0,,,,,,,,,,70.55556,E
8,08_10,67,14,キングメーカー,90.7,76.54,71.7,E,,,93.125,,83.5,31.0,E,,,,,,,,,79.25,D
8,08_10,67,15,フライングブレード,78.2,57.42,57.8,E,,,77.22222,D,83.5,9.75,E,,,,,,,,,60.7,E
8,08_11,115,1,シュタールヴィント,89.1,73.78,73.8,E,,,84.6875,,65.0,,,,,,,,,,,71.66667,E
8,08_11,115,2,マイネルレノン,78.3,57.63,54.9,E,,,71.73333,E,65.0,10.25,E,,,,,,,,,72.66667,E
8,08_11,115,3,イフェイオン,87.1,70.53,65.8,E,,,93.6875,,65.0,31.667,E,,,,,,,,,72.88889,E
8,08_11,115,4,グランテスト,87.0,70.36,70.4,E,,,70.625,E,65.0,,,,,,,,,,,75.44444,D
8,08_11,115,5,デュガ,86.8,70.0,70.0,E,,,63.0,E,65.0,,,,,,,,,,,82.0,
8,08_11,115,6,アンクルクロス,89.7,74.92,72.5,E,,,83.25,,65.0,65.75,E,,,,,,,,,76.0,D
8,08_11,115,7,ナムラアトム,87.7,71.48,65.6,E,,,96.0625,B,65.0,31.0,E,,,,,,,,,70.375,E
8,08_11,115,8,エナジーグラン,85.5,68.02,68.0,E,,,75.84615,D,65.0,,,,,,,,,,,63.22222,E
8,08_11,115,9,フィオライア,84.0,65.7,60.2,E,,,75.93333,D,65.0,11.333,E,,,,,,,,,88.375,
8,08_11,115,10,メイショウカゼマチ,97.8,90.2,84.8,,,,104.55556,A,65.0,65.25,E,,92.4,,,,,,,97.0,B
8,08_11,115,11,ソウテン,84.4,66.31,66.3,E,,,58.26667,E,65.0,,,,,,,,,,,75.66667,D
8,08_11,115,12,ヤブサメ,88.4,72.73,72.7,E,,,69.9375,E,65.0,,,,,,,,,,,83.25,
8,08_11,115,13,セッション,89.0,73.69,71.2,E,,,84.0,,65.0,61.25,E,,,,,,,,,74.55556,E
8,08_11,115,14,プルパレイ,89.7,74.8,71.9,E,,,82.66667,,65.0,59.25,E,,,,,,,,,80.55556,
8,08_11,115,15,ムイ,85.0,67.19,62.1,E,,,80.73333,,65.0,10.25,E,,,,,,,,,92.33333,
8,08_11,115,16,モズナナスター,91.3,77.69,67.5,E,,,93.05882,,65.0,8.5,E,,,,,,,,,103.25,A
8,08_12,7,1,ギオンバヤシ,87.5,71.13,65.5,E,,,93.0625,,69.0,7.5,E,,,,,,,,,92.33333,
8,08_12,7,2,オオツカ,84.0,65.71,61.5,E,,,97.23529,B,69.0,8.5,E,,,,,,,,,71.22222,E
8,08_12,7,3,スフィダンテ,96.7,87.9,87.4,,,,86.70588,,69.0,120.0,S,,,,,,,,,74.0,E
8,08_12,7,4,キミガスキダ,98.9,92.44,91.1,,,,94.94118,,69.0,123.75,S,,,,,,,,,76.88889,D
8,08_12,7,5,サーブルディアマン,89.0,73.74,66.1,E,,,90.5625,,69.0,30.0,E,,,,,,,,,74.66667,E
8,08_12,7,6,レッドレグルス,88.7,73.16,73.2,E,,,74.47059,E,69.0,,,,,,,,,,,76.0,D
8,08_12,7,7,リン,89.6,74.61,72.8,E,,,81.82353,,69.0,64.0,E,,,,,,,,,76.33333,D
8,08_12,7,8,メイショウテンク,87.2,70.69,70.0,E,,,75.41176,D,69.0,65.5,E,,,,,,,,,70.0,E
8,08_12,7,9,オドワローズ,91.5,78.01,76.4,D,,,90.47059,,69.0,76.5,D,,,,,,,,,69.55556,E
8,08_12,7,10,タイムレスフレアー,92.8,80.43,78.6,D,,,94.29412,,69.0,81.0,,,,,,,,,,70.0,E
8,08_12,7,11,テイスティング,85.2,67.44,63.0,E,,,97.64706,B,69.0,11.5,E,,,,,,,,,74.0,E
8,08_12,7,12,ナリタエスペランサ,92.2,79.31,79.3,D,,,96.375,B,69.0,,,,,,,,,,,72.55556,E
8,08_12,7,13,トランスマリーン,86.3,69.29,64.5,E,,,89.52941,,69.0,31.0,E,,,,,,,,,68.33333,E
8,08_12,7,14,サリエンテ,97.1,88.73,87.4,,,,82.8125,,69.0,112.75,A,,,,,,,,,85.22222,
8,08_12,7,15,シートゥサミット,89.6,74.61,68.5,E,,,94.6,,69.0,31.0,E,,,,,,,,,79.22222,D
8,08_12,7,16,ワダツミ,86.8,69.98,70.0,E,,,76.94118,D,69.0,,,,,,,,,,,64.0,E
8,08_12,7,17,エルナト,90.0,75.43,75.4,D,,,91.5,,69.0,,,,,,,,,,,65.77778,E
8,08_12,7,18,レディアグレッサー,88.0,71.98,72.0,E,,,77.94444,D,69.0,,,,,,,,,,,69.0,E
