場所,レース,クラス,馬番,馬名,MSPF_expect,MSPF_expect_value,平均係数,総合判定,基準値,未勝利,コース,コース(判定),O_Month,O_Level,レベル(判定),O_Trouble,O_Bias,不利(複合判定),S_Female,S_Handi,条件(複合判定),重賞,重賞(判定),血統,血統(判定)
6,06_2,7,10,ビーチイン,94.8,84.15,81.7,,,,103.94444,A,69.0,136.5,S,54.0,64.55,E,68.0,,E,,,76.0,D
6,06_2,7,11,クイーンズホリデー,89.9,75.14,72.3,E,,,91.38889,,69.0,76.0,D,,60.2,E,67.75,,E,,,69.66667,E
6,06_2,7,12,イデアクリスタル,82.9,64.07,65.6,E,,,92.0,,69.0,,,75.667,,D,71.0,,E,,,20.28571,E
6,06_2,7,13,ノーブルクラウド,92.1,79.15,79.1,D,,,87.25,,69.0,,,,,,64.0,,E,,,96.33333,B
6,06_2,7,14,アスパラゴ,94.6,83.77,83.8,,,,96.2,B,69.0,,,,,,67.75,,E,,,102.11111,A
6,06_2,7,15,ライヴマルガリータ,80.4,60.37,58.2,E,,,89.88235,,69.0,10.25,E,,,,67.75,,E,,,54.0,E
6,06_2,7,16,ペカリーナ,88.7,73.15,73.2,E,,,85.11111,,69.0,,,,,,64.0,,E,,,74.5,E
6,06_3,7,1,ハッピーカーン,91.9,78.69,78.7,D,,,88.0625,,69.0,,,,,,,,,,,79.0,D
6,06_3,7,2,ゴットタレント,87.5,71.12,63.6,E,,,82.3125,,69.0,,,,27.1,E,,,,,,76.0,D
6,06_3,7,3,アイアムアッパレ,84.6,66.57,61.3,E,,,89.88235,,69.0,10.0,E,,,,,,,,,76.22222,D
6,06_3,7,4,セイウォリアー,89.8,75.1,73.0,E,,,81.13333,,69.0,61.75,E,,,,,,,,,80.0,
6,06_3,7,5,ネイティヴプライド,89.3,74.23,72.7,E,,,81.0625,,69.0,,,61.667,78.65,E,,,,,,73.0,E
6,06_3,7,6,ホワイトナイル,94.5,83.59,70.5,E,,,70.22222,E,69.0,25.0,E,63.667,78.65,E,,,,,,116.625,S
6,06_3,7,7,ミスターキャンベラ,87.9,71.89,63.5,E,,,80.5,,69.0,25.0,E,70.0,,E,,,,,,73.0,E
6,06_3,7,8,ヤマメイッカ,100.8,96.59,91.4,,,,94.94444,,69.0,140.75,S,,67.0,E,,,,,,85.11111,
6,06_3,7,9,ルアグロール,91.1,77.35,79.0,D,,,74.375,E,69.0,,,91.667,85.55,,,,,,,74.22222,E
6,06_3,7,10,ハンドフル,86.8,70.01,60.1,E,,,87.93333,,69.0,8.5,E,61.333,,E,,,,,,73.66667,E
6,06_3,7,11,サルサブラヴァ,90.8,76.8,67.9,E,,,81.13333,,69.0,,,,27.1,E,,,,,,94.22222,
6,06_3,7,12,チェイサー,88.6,72.92,72.9,E,,,90.75,,69.0,,,,,,,,,,,59.0,E
6,06_3,7,13,メイクイット,89.1,73.76,72.1,E,,,92.9375,,69.0,63.5,E,,,,,,,,,63.0,E
6,06_3,7,14,アルファシーナ,91.1,77.22,73.8,E,,,87.5625,,69.0,71.5,E,66.0,,E,,,,,,75.0,D
6,06_3,7,15,ショコラキュイ,91.6,78.21,75.5,D,,,91.0625,,69.0,64.5,E,,,,,,,,,77.55556,D
6,06_3,7,16,ファイタージェット,90.1,75.56,75.2,D,,,91.88235,,69.0,82.0,,,,,,,,,,58.0,E
6,06_4,23,1,エコロシード,88.5,72.82,73.7,E,,,73.26667,E,75.0,,,78.667,,D,,,,,,68.0,E
6,06_4,23,2,レッドスティンガー,91.4,77.83,76.9,D,,,71.76471,E,75.0,,,72.333,,E,,,,,,88.33333,
6,06_4,23,3,レディサン,90.0,75.41,75.8,D,,,79.93333,D,75.0,75.75,D,,78.0,D,,,,,,70.44444,E
6,06_4,23,4,モンサンゴールデン,85.5,67.91,67.9,E,,,77.0625,D,75.0,,,,,,,,,,,51.66667,E
6,06_4,23,5,ジャレッド,82.9,63.94,60.0,E,,,88.82353,,75.0,8.333,E,,,,,,,,,68.0,E
6,06_4,23,6,ヴェネチアンキング,91.5,77.94,72.3,E,,,72.13333,E,75.0,25.0,E,100.0,79.45,,,,,,,82.44444,
6,06_4,23,7,シーグルロス,83.0,64.17,60.1,E,,,79.125,D,75.0,7.333,E,,,,,,,,,79.0,D
6,06_4,23,8,アンティミスト,89.9,75.23,75.2,D,,,70.5,E,75.0,,,75.333,,D,,,,,,80.0,
6,06_4,23,9,ビップムーラン,79.2,58.8,54.5,E,,,72.64706,E,75.0,25.0,E,,,,,,,,,45.42857,E
6,06_4,23,10,ピュール,90.8,76.71,76.7,D,,,79.11765,D,75.0,,,,,,,,,,,76.0,D
6,06_4,23,11,ドナシェーン,90.6,76.39,80.9,,,,68.61111,E,75.0,79.75,D,,101.9,A,,,,,,79.0,D
6,06_4,23,12,アパタイトテソーロ,86.1,68.98,69.0,E,,,80.94118,,75.0,,,,,,,,,,,51.0,E
6,06_4,23,13,ルクスポップスター,94.8,84.16,87.3,,,,72.82353,E,75.0,113.0,A,,95.7,D,,,,,,80.0,
6,06_4,23,14,ナオミライトニング,94.2,83.12,82.2,,,,109.29412,A,75.0,88.75,,,,,,,,,,55.88889,E
6,06_4,23,15,セイウンアインス,90.5,76.16,76.2,D,,,74.47059,E,75.0,,,,,,,,,,,79.0,D
6,06_4,23,16,ジェラートキティ,90.5,76.24,78.2,D,,,83.38889,,75.0,,,,88.6,,,,,,,65.8,E
6,06_5,15,1,キョウエイアート,90.4,75.99,75.2,D,79.2,79.6,91.0,,59.0,,,,,,,,,,,71.125,E
6,06_5,15,2,エスシービクトリア,87.7,71.53,69.6,E,79.2,71.6,78.16667,D,59.0,,,,,,,,,,,69.625,E
6,06_5,15,3,パワポケグッド,91.1,77.36,76.9,D,79.2,81.75,78.8,D,59.0,,,,,,,,,,,88.0,
6,06_5,15,4,ミリオンヴォイス,87.5,71.13,69.1,E,79.2,74.25,70.16667,E,59.0,,,,,,,,,,,73.0,E
6,06_5,15,5,モウレツ,89.2,74.05,72.8,E,79.2,95.6,77.4,D,59.0,,,,,,,,,,,59.0,E
6,06_5,15,6,サクセスゴールド,93.5,81.62,82.2,,79.2,108.2,88.66667,,59.0,,,,,,,,,,,73.0,E
6,06_5,15,7,グラムエッジ,90.6,76.42,75.7,D,79.2,82.2,88.66667,,59.0,,,,,,,,,,,73.0,E
6,06_5,15,8,サクラピアチェーレ,89.2,73.92,72.6,E,79.2,90.0,87.33333,,59.0,,,,,,,,,,,54.0,E
6,06_5,15,9,サトノフェンサー,85.8,68.5,65.8,E,79.2,72.8,68.33333,E,59.0,,,,,,,,,,,63.125,E
6,06_5,15,10,ホウオウファミリー,88.1,72.13,70.4,E,79.2,70.0,93.83333,,59.0,,,,,,,,,,,58.57143,E
6,06_5,15,11,リクスダラー,90.7,76.61,76.0,D,79.2,78.4,76.16667,D,59.0,,,,,,,,,,,90.25,
6,06_5,15,12,グランドタルマエ,90.4,76.05,75.3,D,79.2,76.8,82.33333,,59.0,,,,,,,,,,,82.875,
6,06_5,15,13,アイデアユー,92.9,80.66,81.0,,79.2,89.8,80.0,,59.0,,,,,,,,,,,95.25,D
6,06_5,15,14,アイファーウィーク,90.4,76.06,75.3,D,79.2,71.5,86.66667,,59.0,,,,,,,,,,,83.875,
6,06_5,15,15,ウインガネーシャ,87.9,71.75,69.9,E,79.2,74.0,73.5,E,59.0,,,,,,,,,,,73.0,E
6,06_5,15,16,マイネルスラーヴァ,91.0,77.15,76.6,D,79.2,80.2,93.85714,,59.0,,,,,,,,,,,73.42857,E
6,06_6,7,1,ニシノヒノトリ,82.0,62.64,58.1,E,,,82.70588,,69.0,7.667,E,,,,,,,,,73.0,E
6,06_6,7,2,スチールナイト,78.4,57.67,55.6,E,,,87.0625,,69.0,10.25,E,,,,,,,,,56.11111,E
6,06_6,7,3,ジングアップ,93.8,82.23,80.5,,,,89.1875,,69.0,87.75,,,,,,,,,,76.0,D
6,06_6,7,4,ナックホワイト,93.2,81.08,71.6,E,,,92.46667,,69.0,30.0,E,,,,,,,,,94.77778,
6,06_6,7,5,オーケーグレイス,88.1,72.15,70.2,E,,,82.94118,,69.0,54.75,E,,,,,,,,,74.0,E
6,06_6,7,6,グランドスウェル,86.3,69.14,68.3,E,,,70.82353,E,69.0,59.75,E,,,,,,,,,73.77778,E
6,06_6,7,7,ミュークトーマス,90.5,76.33,73.4,E,,,89.3125,,69.0,56.0,E,,,,,,,,,79.33333,D
6,06_6,7,8,セイウンアズール,92.6,79.99,77.6,D,,,97.8125,B,69.0,73.75,E,,,,,,,,,70.0,E
6,06_6,7,9,ゴールドエンバー,82.7,63.77,58.6,E,,,81.3125,,69.0,30.0,E,,,,,,,,,54.0,E
6,06_6,7,10,ワールドブレイヴ,85.7,68.25,63.5,E,,,99.23529,B,69.0,9.75,E,,,,,,,,,76.0,D
6,06_6,7,11,マイネルオラクル,92.7,80.24,77.7,D,,,95.0,,69.0,71.75,E,,,,,,,,,74.88889,E
6,06_6,7,12,フォーチュンローズ,90.1,75.63,73.7,E,,,88.05882,,69.0,65.25,E,,,,,,,,,72.33333,E
6,06_6,7,13,レイヒストリコ,87.6,71.26,65.9,E,,,87.5625,,69.0,31.0,E,,,,,,,,,76.22222,D
6,06_6,7,14,イーサンミラー,92.2,79.29,78.4,D,,,89.70588,,69.0,88.75,,,,,,,,,,66.0,E
6,06_6,7,15,グランアルト,84.4,66.23,62.0,E,,,93.1875,,69.0,9.75,E,,,,,,,,,76.0,D
6,06_6,7,16,ウールヴヘジン,87.6,71.31,64.2,E,,,97.58824,B,69.0,30.0,E,,,,,,,,,60.33333,E
6,06_6,7,17,アグアフレスカ,93.6,81.84,81.8,,,,87.3125,,69.0,,,,,,,,,,,89.22222,
6,06_6,7,18,シーサンタナ,93.1,80.91,76.6,D,,,97.94118,B,69.0,52.5,E,,,,,,,,,86.8,
6,06_7,23,1,ボーヌロマネ,94.0,82.67,82.1,,,,93.38889,,75.0,91.75,,,,,,,,,,68.44444,E
6,06_7,23,2,ジャクソン,91.2,77.55,68.5,E,,,90.3125,,75.0,25.0,E,77.667,,D,,,,,,74.33333,E
6,06_7,23,3,サカイシューター,97.8,90.27,90.1,,,,87.47059,,75.0,119.0,S,,,,,,,,,79.0,D
6,06_7,23,4,コスモフレディ,94.6,83.81,80.9,,,,90.9375,,75.0,66.25,E,,,,,,,,,91.33333,
6,06_7,23,5,ドゥマーヴェリック,98.8,92.3,92.0,,,,98.77778,B,75.0,123.0,S,,,,,,,,,71.11111,E
6,06_7,23,6,ゴットランド,91.9,78.78,77.9,D,,,78.66667,D,75.0,76.0,D,,,,,,,,,82.0,
6,06_7,23,7,グランプラネッタ,89.8,74.97,69.5,E,,,97.66667,B,75.0,31.5,E,,,,,,,,,74.0,E
6,06_7,23,8,トモジャシャトー,90.9,76.97,77.0,D,,,86.25,,75.0,,,,,,,,,,,69.66667,E
6,06_7,23,9,サトミノエンジェル,92.4,79.64,79.6,D,,,92.93333,,75.0,,,,,,,,,,,71.0,E
6,06_7,23,10,モヴレクス,89.4,74.38,67.4,E,,,107.0625,A,75.0,25.0,E,,76.9,D,,,,,,53.11111,E
6,06_7,23,11,ショウナンタハティ,89.5,74.59,74.6,E,,,72.76923,E,75.0,,,,,,,,,,,76.0,D
6,06_7,23,12,ローズマイスター,93.6,81.88,80.9,,,,88.375,,75.0,81.333,,82.667,,,,,,,,77.0,D
6,06_7,23,13,レッドルイナール,89.9,75.27,76.6,D,,,99.05882,B,75.0,77.75,D,,81.8,,,,,,,49.22222,E
6,06_7,23,14,スーパーホース,91.2,77.46,77.5,D,,,76.5,D,75.0,,,,,,,,,,,80.88889,
6,06_7,23,15,ロードフロリゼル,98.3,91.25,90.7,,,,89.625,,75.0,117.5,S,,,,,,,,,80.77778,
6,06_7,23,16,フォレストゲート,96.1,86.82,83.0,,,,90.41176,,75.0,,,64.25,,E,,,,,,102.2,A
6,06_8,23,1,ブラックジェダイト,94.4,83.4,82.6,,,,91.58824,,75.0,90.75,,,,,,,,,,73.11111,E
6,06_8,23,2,デイジー,91.2,77.56,77.7,D,,,72.05882,E,75.0,84.75,,,,,,,,,,79.11111,D
6,06_8,23,3,ファーマムーン,84.7,66.75,66.7,E,,,63.57143,E,75.0,,,,,,,,,,,61.66667,E
6,06_8,23,4,レモンバーム,82.4,63.34,60.9,E,,,77.125,D,75.0,10.5,E,,,,,,,,,80.88889,
6,06_8,23,5,ディクシーヴォーグ,88.5,72.87,72.9,E,,,70.92857,E,75.0,,,,,,,,,,,72.66667,E
6,06_8,23,6,ポッドロルフ,96.1,86.79,84.2,,,,91.875,,75.0,79.5,D,,,,,,,,,90.5,
6,06_8,23,7,クライスレリアーナ,90.6,76.4,68.5,E,,,95.1875,D,75.0,30.0,E,,,,,,,,,74.0,E
6,06_8,23,8,ブルスカメンテ,98.3,91.25,87.5,,,,123.75,S,75.0,78.5,D,,,,,,,,,72.66667,E
6,06_8,23,9,クリフハンガー,88.9,73.46,74.2,E,,,66.88235,E,75.0,79.75,D,,,,,,,,,75.33333,D
6,06_8,23,10,キャトルエピス,95.6,85.7,85.7,,,,89.3125,,75.0,,,,,,,,,,,92.77778,
6,06_8,23,11,ショウナンマリーナ,96.4,87.27,84.2,,,,99.58824,B,75.0,75.5,D,,,,,,,,,86.88889,
6,06_8,23,12,スペシャルバニー,91.7,78.35,77.6,D,,,103.9375,A,75.0,76.5,D,,,,,,,,,55.11111,E
6,06_8,23,13,シアブリス,99.1,93.05,91.9,,,,104.58824,A,75.0,115.5,S,,,,,,,,,72.55556,E
6,06_8,23,14,チョングク,97.1,88.72,85.3,,,,103.375,A,75.0,75.5,D,,,,,,,,,87.44444,
6,06_8,23,15,スモーキーゴッド,94.8,84.18,82.3,,,,95.875,D,75.0,79.5,D,,,,,,,,,78.66667,D
6,06_8,23,16,ウインイザナミ,88.9,73.47,66.4,E,,,85.31579,,75.0,30.0,E,,,,,,,,,75.1,D
6,06_9,43,1,ホウオウシンデレラ,90.9,76.93,76.9,D,,,105.88235,A,66.5,,,,,,66.0,,E,,,69.33333,E
6,06_9,43,2,ビターグラッセ,90.7,76.65,76.7,D,,,90.88235,,66.5,,,,,,73.0,,E,,,76.22222,D
6,06_9,43,3,ジャルディニエ,96.8,88.22,90.5,,,,82.52941,,66.5,166.0,SS,,,,68.5,,E,,,69.0,E
6,06_9,43,4,ヴァイルマティ,90.7,76.6,76.6,D,,,96.70588,B,66.5,,,,,,70.75,,E,,,72.44444,E
6,06_9,43,5,ブラックルビー,96.2,86.91,83.4,,,,115.82353,S,66.5,75.5,D,,,,69.75,,E,,,89.55556,
6,06_9,43,6,ロムネヤ,88.4,72.63,72.6,E,,,88.23529,,66.5,,,,,,58.0,,E,,,77.77778,D
6,06_9,43,7,コンドゥイア,89.0,73.6,73.6,E,,,91.41176,,66.5,,,,,,71.5,,E,,,65.0,E
6,06_9,43,8,コムユンプリュム,97.2,88.97,85.5,,,,118.625,S,66.5,81.5,,,,,72.25,,E,,,88.5,
6,06_9,43,9,ビッグデイメイク,91.3,77.68,77.7,D,,,79.47059,D,66.5,,,,,,69.75,,E,,,95.0,
6,06_9,43,10,オルノア,91.8,78.64,78.6,D,,,100.52941,A,66.5,,,,,,76.75,,D,,,70.77778,E
6,06_9,43,11,トレミニョン,87.6,71.24,70.2,E,,,83.75,,66.5,65.0,E,,,,68.5,,E,,,67.22222,E
6,06_9,43,12,ナムララジベラ,95.7,85.92,86.1,,,,88.25,,66.5,127.75,S,,,,66.75,,E,,,81.33333,
6,06_9,43,13,グレイトクラウン,86.9,70.14,69.1,E,,,73.4375,E,66.5,61.75,E,,,,69.25,,E,,,74.55556,E
6,06_10,131,1,ラインオブソウル,93.5,81.75,76.2,D,,,85.6875,,59.5,64.25,E,80.333,,,,,,,,91.0,
6,06_10,131,2,サンマルパトロール,93.1,81.0,83.5,,,,92.3125,,59.5,122.0,S,90.333,,,,,,,,53.125,E
6,06_10,131,3,カゼノランナー,95.2,84.93,74.4,E,,,107.2,A,59.5,66.5,E,85.667,47.1,E,,,,,,80.66667,
6,06_10,131,4,ヒューゴ,93.6,81.87,80.9,,,,87.875,,59.5,114.5,A,,,,,,,,,61.55556,E
6,06_10,131,5,クラウンシエンタ,90.3,75.98,69.1,E,,,89.73333,,59.5,25.0,E,,91.9,,,,,,,79.22222,D
6,06_10,131,6,ミスティックロア,87.3,70.87,68.7,E,,,68.93333,E,59.5,67.25,E,,,,,,,,,79.0,D
6,06_10,131,7,ヴァルツァーシャル,85.7,68.23,61.9,E,,,80.71429,,59.5,8.667,E,87.333,,,,,,,,73.11111,E
6,06_10,131,8,ポッドロゴ,85.1,67.36,60.3,E,,,87.33333,,59.5,8.667,E,,,,,,,,,85.75,
6,06_10,131,9,バスタードサフラン,86.7,69.91,61.6,E,,,86.06667,,59.5,25.0,E,,,,,,,,,75.66667,D
6,06_10,131,10,ハギノサステナブル,87.9,71.89,62.9,E,,,80.82353,,59.5,25.0,E,76.667,,D,,,,,,72.5,E
6,06_10,131,11,フタイテンロック,93.5,81.79,73.6,E,,,101.73333,A,59.5,71.25,E,,58.0,E,,,,,,77.625,D
6,06_10,131,12,レガーロデルシエロ,95.7,85.93,82.3,,,,100.83333,A,59.5,95.5,D,,,,,,,,,73.44444,E
6,06_10,131,13,ハビレ,84.1,65.77,58.5,E,,,74.875,E,59.5,25.0,E,,,,,,,,,74.44444,E
6,06_10,131,14,テーオーグランビル,91.9,78.7,72.4,E,,,92.0,,59.5,65.75,E,65.0,,E,,,,,,80.0,
6,06_10,131,15,リチュアル,95.8,86.17,78.9,D,,,105.6875,A,59.5,68.5,E,,74.8,E,,,,,,86.0,
6,06_10,131,16,ダノンザボルケーノ,85.8,68.49,59.2,E,,,80.52941,,59.5,25.0,E,62.25,,E,,,,,,68.8,E
6,06_11,163,1,レオアジャイル,84.5,66.42,63.6,E,,,75.11765,D,70.5,7.5,E,,,,68.0,,E,86.5,,74.0,E
6,06_11,163,2,ピエドゥラパン,99.0,92.79,91.9,,,,134.375,S,70.5,121.5,S,,,,75.5,,D,75.22222,D,74.33333,E
6,06_11,163,3,トワニ,88.7,73.08,72.1,E,,,91.3125,,70.5,60.0,E,,,,67.25,,E,78.23529,D,65.11111,E
6,06_11,163,4,ビッグカレンルーフ,91.8,78.57,80.0,,,,79.58824,D,70.5,116.75,S,71.667,,E,70.0,,E,79.8,D,72.0,E
6,06_11,163,5,エゴンウレア,92.2,79.32,77.6,D,,,99.0,B,70.5,66.75,E,,,,74.0,,E,73.58824,E,82.0,
6,06_11,163,6,トラスコンガーデン,92.1,79.12,78.8,D,,,95.35294,D,70.5,90.25,,,,,69.5,,E,73.05556,E,74.0,E
6,06_11,163,7,ノーザンタイタン,94.1,82.87,81.4,,,,120.8125,S,70.5,80.75,,,,,72.5,,E,67.94444,E,75.77778,D
6,06_11,163,8,リュクスパトロール,89.6,74.67,74.7,E,,,89.64706,,70.5,,,,,,77.0,,D,69.94118,E,66.25,E
6,06_11,163,9,サンアントワーヌ,94.2,83.12,82.1,,,,99.41176,B,70.5,90.5,,,,,70.0,,E,74.35294,E,88.0,
6,06_11,163,10,モルニケ,92.4,79.58,78.1,D,,,108.05882,A,70.5,70.75,E,,,,75.5,,D,74.66667,E,69.0,E
6,06_11,163,11,ハーディジェナー,93.2,81.23,81.5,,,,75.11765,D,70.5,107.75,A,,,,73.75,,E,79.06667,D,82.88889,
6,06_11,163,12,ギリーズボール,89.6,74.65,70.7,E,,,108.125,A,70.5,31.0,E,,,,73.75,,E,66.83333,E,73.77778,E
6,06_11,163,13,ヴィスコンテッサ,94.5,83.65,84.2,,,,88.875,,70.5,111.333,A,,,,74.0,,E,74.93333,E,85.44444,
6,06_11,163,14,ヴァリスマリネリス,90.9,76.95,75.5,D,,,103.1875,A,70.5,64.0,E,,,,72.25,,E,74.125,E,69.0,E
6,06_11,163,15,ブラックチャリス,93.8,82.32,81.5,,,,104.94118,A,70.5,90.75,,,,,69.5,,E,80.5,,72.66667,E
6,06_11,163,16,マカレイ,95.0,84.6,81.9,,,,124.17647,S,70.5,65.0,E,,,,73.75,,E,71.63158,E,86.6,
6,06_12,43,1,ドントゥザムーン,92.8,80.38,79.3,D,,,70.58824,E,66.5,82.25,,,84.7,,,,,,,92.44444,
6,06_12,43,2,アスタールフナ,91.8,78.58,82.4,,,,73.625,E,66.5,117.75,S,89.0,,,,,,,,65.33333,E
6,06_12,43,3,サンディブロンド,91.0,77.15,76.6,D,,,78.0,D,66.5,79.5,D,,81.8,,,,,,,77.33333,D
6,06_12,43,4,メラーキ,94.6,83.83,80.0,,,,106.33333,A,66.5,73.0,E,,,,,,,,,74.33333,E
6,06_12,43,5,チャロ,92.5,79.84,79.1,D,,,75.41176,D,66.5,97.25,B,,,,,,,,,77.11111,D
6,06_12,43,6,エチャケナ,92.0,78.98,75.8,D,,,93.9375,,66.5,66.25,E,,,,,,,,,76.66667,D
6,06_12,43,7,メモリーグラス,90.3,75.91,75.9,D,,,90.33333,,66.5,,,,,,,,,,,70.88889,E
6,06_12,43,8,サンダーアリュール,94.2,83.02,78.6,D,,,94.6875,,66.5,63.5,E,,,,,,,,,89.875,
6,06_12,43,9,ラストシャリナ,77.3,56.32,51.9,E,,,68.29412,E,66.5,25.0,E,,,,,,,,,48.0,E
6,06_12,43,10,ヤマメキング,92.7,80.16,71.0,E,,,88.35294,,66.5,25.0,E,90.333,76.2,,,,,,,79.44444,D
6,06_12,43,11,ハードセルツァー,91.7,78.41,78.8,D,,,73.38889,E,66.5,97.0,B,,81.5,,,,,,,75.77778,D
6,06_12,43,12,スプランドゥール,86.2,69.01,68.9,E,,,80.875,,66.5,73.0,E,,,,,,,,,55.33333,E
6,06_12,43,13,モリノレッドスター,94.4,83.49,85.5,,,,87.5,,66.5,64.75,E,134.0,,S,,,,,,74.75,E
6,06_12,43,14,スノーサイレンス,96.3,87.23,83.5,,,,74.94118,E,66.5,82.75,,,84.7,,,,,,,108.375,A
6,06_12,43,15,ロードトレゾール,95.6,85.73,85.6,,,,77.8,D,66.5,122.5,S,,,,,,,,,75.55556,D
6,06_12,43,16,メイショウドライブ,94.4,83.44,81.1,,,,77.52941,D,66.5,113.75,A,,68.6,E,,,,,,79.0,D
8,08_1,7,1,マリノエステーラ,92.7,80.15,80.1,,,,95.4375,D,69.0,,,,,,,,,,,76.0,D
8,08_1,7,2,ギレイ,83.5,64.89,60.0,E,,,91.93333,,69.0,10.0,E,,,,,,,,,69.125,E
8,08_1,7,3,キタノシャカール,97.2,88.92,88.4,,,,77.5,D,69.0,124.25,S,,84.7,,,,,,,86.44444,
8,08_1,7,4,キボウホー,91.3,77.69,76.1,D,,,80.5625,,69.0,75.75,D,,,,,,,,,79.0,D
8,08_1,7,5,フロムザムーン,83.4,64.75,57.6,E,,,85.0,,69.0,3.5,E,,,,,,,,,73.0,E
8,08_1,7,6,ワンダフルデイズ,89.8,75.04,75.8,D,,,77.6875,D,69.0,,,,82.6,,,,,,,73.88889,E
8,08_1,7,7,ミスターエメラルド,89.9,75.14,65.4,E,,,84.1875,,69.0,25.0,E,69.667,,E,,,,,,79.22222,D
8,08_1,7,8,メイショウソウテン,82.7,63.72,58.9,E,,,98.07692,B,69.0,7.667,E,,,,,,,,,60.88889,E
8,08_1,7,9,ニテンイチリュウ,81.9,62.51,56.5,E,,,85.25,,69.0,8.0,E,,,,,,,,,63.77778,E
8,08_1,7,10,メイショウゴウケツ,92.6,80.07,80.2,,,,86.6875,,69.0,,,,86.2,,,,,,,78.77778,D
8,08_1,7,11,メンデレーエフ,89.8,75.02,72.9,E,,,74.0625,E,69.0,69.5,E,70.667,,E,,,,,,81.22222,
8,08_1,7,12,ミニュイ,91.4,77.81,75.3,D,,,83.1875,,69.0,25.0,E,63.667,130.0,B,,,,,,81.11111,
8,08_1,7,13,サンセバ,86.9,70.25,62.6,E,,,80.1875,,69.0,25.0,E,,,,,,,,,76.22222,D
8,08_1,7,14,アンコールアゲイン,84.0,65.68,55.5,E,,,74.25,E,69.0,25.0,E,,36.2,E,,,,,,73.0,E
