202601240601080101,78.1
202601240601080102,84.3
202601240601080103,74.8
202601240601080104,80.6
202601240601080105,81.1
202601240601080106,80.9
202601240601080107,82.8
202601240601080108,79.4
202601240601080109,82.5
202601240601080110,76.3
202601240601080111,83
202601240601080112,82.2
202601240601080113,80.3
202601240601080114,82.2
202601240601080115,81.7
202601240601080116,82.8
202601240601080201,85.3
202601240601080202,87.8
202601240601080203,88.7
202601240601080204,87.6
202601240601080205,93.4
202601240601080206,95.2
202601240601080207,88.5
202601240601080208,95
202601240601080209,87.1
202601240601080210,93
202601240601080211,83.9
202601240601080212,87.9
202601240601080213,83.5
202601240601080214,93
202601240601080215,87.3
202601240601080216,81.5
202601240601080301,75.6
202601240601080302,86.9
202601240601080303,83.7
202601240601080304,82.3
202601240601080305,84.1
202601240601080306,91
202601240601080307,88.6
202601240601080308,82
202601240601080309,89.4
202601240601080310,86.3
202601240601080311,84.9
202601240601080312,85.2
202601240601080313,79.3
202601240601080314,88.2
202601240601080315,85.5
202601240601080316,70.7
202601240601080401,85.8
202601240601080402,82.3
202601240601080403,89.9
202601240601080404,88
202601240601080405,91.4
202601240601080406,84.6
202601240601080407,90.8
202601240601080408,91
202601240601080409,94.4
202601240601080410,88.5
202601240601080411,85.1
202601240601080412,89.5
202601240601080413,90.8
202601240601080414,86.6
202601240601080415,89.7
202601240601080501,87.8
202601240601080502,88.1
202601240601080503,82.4
202601240601080504,84.6
202601240601080505,86.6
202601240601080506,80.2
202601240601080507,89.2
202601240601080508,85.2
202601240601080509,91.7
202601240601080510,90.2
202601240601080511,81.2
202601240601080512,82.1
202601240601080513,82.7
202601240601080514,87.8
202601240601080515,84.8
202601240601080516,77.6
202601240601080517,85.3
202601240601080518,82.3
202601240601080601,91.3
202601240601080602,78.3
202601240601080603,90
202601240601080604,88.1
202601240601080605,92.8
202601240601080606,91.3
202601240601080607,91.9
202601240601080608,82.3
202601240601080609,88.4
202601240601080610,104.5
202601240601080611,88.7
202601240601080612,88.6
202601240601080613,85.7
202601240601080701,92.3
202601240601080702,79.3
202601240601080703,94.7
202601240601080704,84.8
202601240601080705,88.9
202601240601080706,91.2
202601240601080707,89.8
202601240601080708,83.4
202601240601080709,87.8
202601240601080710,87.1
202601240601080711,89.4
202601240601080712,90.2
202601240601080713,90.2
202601240601080714,90.4
202601240601080715,90.5
202601240601080716,85
202601240601080801,85.3
202601240601080802,88.7
202601240601080803,85.7
202601240601080804,90.4
202601240601080805,88.8
202601240601080806,85.1
202601240601080807,85.2
202601240601080808,81.8
202601240601080809,86.2
202601240601080810,87.9
202601240601080811,87.3
202601240601080812,89.4
202601240601080901,85.8
202601240601080902,90.7
202601240601080903,85.9
202601240601080904,90.4
202601240601080905,89.4
202601240601080906,85.6
202601240601080907,90.3
202601240601080908,81.7
202601240601080909,84.6
202601240601081001,91.1
202601240601081002,85.5
202601240601081003,85.9
202601240601081004,88.3
202601240601081005,89.8
202601240601081006,88
202601240601081007,88.4
202601240601081008,96.2
202601240601081009,92.3
202601240601081010,89.3
202601240601081101,87.7
202601240601081102,87.4
202601240601081103,85
202601240601081104,87
202601240601081105,85.6
202601240601081106,86.9
202601240601081107,87.2
202601240601081108,90.2
202601240601081109,85.4
202601240601081110,86.7
202601240601081111,86.7
202601240601081112,84.2
202601240601081113,89.5
202601240601081114,88.1
202601240601081115,85.3
202601240601081116,84.1
202601240601081117,85.1
202601240601081118,81.8
202601240601081201,91.9
202601240601081202,89.5
202601240601081203,92.6
202601240601081204,90.3
202601240601081205,91.5
202601240601081206,90.4
202601240601081207,82.7
202601240601081208,88.7
202601240601081209,90.3
202601240601081210,86.9
202601240601081211,83.8
202601240601081212,79.4
202601240801080101,97.6
202601240801080102,88.2
202601240801080103,83.9
202601240801080104,90
202601240801080105,93.6
202601240801080106,94.3
202601240801080107,92
202601240801080108,90.6
202601240801080109,90.8
202601240801080110,91.5
202601240801080111,92.7
202601240801080112,91.8
202601240801080201,86.8
202601240801080202,86.7
202601240801080203,79.1
202601240801080204,81.4
202601240801080205,83.2
202601240801080206,90.8
202601240801080207,91.1
202601240801080208,88.1
202601240801080209,84.7
202601240801080210,93.3
202601240801080211,90.6
202601240801080212,86.2
202601240801080213,93.1
202601240801080214,84.3
202601240801080301,82.5
202601240801080302,87.7
202601240801080303,91.8
202601240801080304,90
202601240801080305,87.6
202601240801080306,92.3
202601240801080307,77.1
202601240801080308,88.2
202601240801080309,88.3
202601240801080310,92.3
202601240801080311,92.1
202601240801080312,92.9
202601240801080313,88.1
202601240801080314,90
202601240801080315,90.6
202601240801080316,88.7
202601240801080401,85.9
202601240801080402,85.6
202601240801080403,88.1
202601240801080404,79.9
202601240801080405,88.2
202601240801080406,89.3
202601240801080407,83.7
202601240801080408,85.2
202601240801080409,92
202601240801080410,87.2
202601240801080411,85.3
202601240801080412,83.8
202601240801080413,83.1
202601240801080414,83
202601240801080415,82.4
202601240801080416,86
202601240801080501,93.9
202601240801080502,80.6
202601240801080503,80.4
202601240801080504,88.3
202601240801080505,89.3
202601240801080506,81
202601240801080507,83.6
202601240801080508,80
202601240801080509,88.7
202601240801080510,89.9
202601240801080511,88.6
202601240801080512,81.9
202601240801080513,89.5
202601240801080514,86.6
202601240801080515,92.9
202601240801080516,89.1
202601240801080517,91.8
202601240801080518,90.6
202601240801080601,89.8
202601240801080602,81.8
202601240801080603,87.4
202601240801080604,79.7
202601240801080605,87
202601240801080606,90.6
202601240801080607,82.1
202601240801080608,69.2
202601240801080609,78.3
202601240801080610,86.1
202601240801080611,86.5
202601240801080612,86.7
202601240801080613,81.5
202601240801080614,88.3
202601240801080615,74.9
202601240801080616,78.9
202601240801080617,78.6
202601240801080701,71.7
202601240801080702,88
202601240801080703,82.7
202601240801080704,92.9
202601240801080705,88.2
202601240801080706,82.3
202601240801080707,95.9
202601240801080708,91.5
202601240801080709,91.1
202601240801080710,84.6
202601240801080711,93.6
202601240801080801,89.4
202601240801080802,87.4
202601240801080803,89.1
202601240801080804,90.6
202601240801080805,91.4
202601240801080806,88.6
202601240801080807,91.8
202601240801080808,91
202601240801080809,86.4
202601240801080810,91.2
202601240801080811,86
202601240801080812,85.3
202601240801080813,89.3
202601240801080814,89.3
202601240801080815,88.6
202601240801080901,90.9
202601240801080902,89.3
202601240801080903,85
202601240801080904,88.2
