場所,レース,クラス,馬番,馬名,MS_index,MS_index_value,総合係数,総合判定,基準値,未勝利,コース,(判定),O_Month,O_Level,(判定),O_Trouble,O_Bias,(複合判定),S_Female,S_Handi,(複合判定),重賞,(判定),血統,(判定),騎手,(判定),調教師,(判定),総合係数
10,10_7,7,10,トレセデオロ,11.89,79.71,1.196,S,62.0,1.0,1.14771,A,1.013,0.873,D,1.0,1.0,,1.0,1.0,,1.0,,0.97346,,1.21061,S,1.07466,B,1.196
10,10_7,7,11,シュプリームレルム,0.69,4.65,0.091,E,51.0,1.0,0.18666,E,1.013,0.611,E,1.0,0.846,E,1.0,1.0,,1.0,,1.05453,B,0.87809,D,1.00648,,0.091
10,10_7,7,12,ビップヴォルフ,2.39,16.05,0.441,E,70.0,1.0,0.47364,E,1.013,0.808,E,1.0,1.0,,1.0,1.0,,1.0,,1.02407,,1.11009,A,0.52013,E,0.441
10,10_7,7,13,グランドフィナーレ,9.21,61.76,0.965,,59.0,1.0,1.06493,B,1.013,0.822,E,1.0,1.0,,1.0,1.0,,1.0,,0.94953,D,1.14622,A,1.08417,B,0.965
10,10_7,7,14,ビレッジルイーザ,1.17,7.82,0.13,E,52.0,1.0,1.38037,SS,1.013,0.83,E,1.0,1.0,,1.0,1.0,,1.0,,1.0,,0.11228,E,1.15393,A,0.13
10,10_7,7,15,フェーヴルブラン,0.66,4.41,0.104,E,35.0,1.0,0.19286,E,1.013,0.636,E,1.0,1.0,,1.0,1.0,,1.0,,0.90752,D,0.92279,D,1.20983,S,0.104
10,10_7,7,16,ノンブルドール,11.73,78.62,0.79,E,74.0,1.0,1.13225,A,1.013,0.846,E,1.0,1.0,,1.0,1.0,,1.0,,0.85419,E,0.95288,D,1.34582,SS,0.79
10,10_7,7,17,ピカソジャスパー,2.38,15.98,0.463,E,62.0,1.0,1.20482,S,1.013,0.86,E,1.0,1.0,,1.0,1.0,,1.0,,0.84376,E,0.52329,E,0.55623,E,0.463
10,10_7,7,18,アストリル,9.32,62.47,0.828,E,77.0,1.0,1.20222,S,1.013,1.224,S,1.0,1.0,,1.0,1.0,,1.0,,0.49634,E,1.11931,A,0.98004,,0.828
10,10_8,23,1,ホウオウペトリュス,4.91,13.99,0.482,E,81.0,1.0,1.18685,S,1.019,0.849,E,1.0,1.0,,1.011,1.0,,1.0,,0.97051,,0.47871,E,0.35809,E,0.482
10,10_8,23,2,ベストレーサー,6.43,18.32,0.902,D,86.0,1.0,1.00354,,1.019,0.811,E,1.0,1.0,,0.994,1.0,,1.0,,1.06212,B,1.03064,,0.23592,E,0.902
10,10_8,23,3,ウインシャーガス,4.81,13.71,0.151,E,90.0,1.0,1.09729,B,1.019,0.104,E,1.0,1.0,,0.994,1.0,,1.0,,1.05991,B,1.23605,S,1.00719,,0.151
10,10_8,23,4,エイシンオニキス,1.5,4.27,0.061,E,78.0,1.0,1.17812,S,1.019,0.104,E,1.0,1.0,,0.997,1.0,,1.0,,1.02409,,0.48157,E,0.89263,D,0.061
