場所,レース,クラス,馬番,馬名,MSPF_expect,MSPF_expect_value,平均係数,総合判定,基準値,未勝利,コース,コース(判定),O_Month,O_Level,レベル(判定),O_Trouble,O_Bias,不利(複合判定),S_Female,S_Handi,条件(複合判定),重賞,重賞(判定),血統,血統(判定)
6,06_2,7,16,カフェタンガロア,92.7,80.14,77.6,D,,,91.38889,,69.0,71.75,E,,,,,,,,,78.2,D
6,06_3,7,1,キョンチャン,94.3,83.29,85.3,,,,97.06667,B,69.0,113.5,A,,,,,,,,,61.55556,E
6,06_3,7,2,アクシズ,95.8,86.21,86.2,,,,79.625,D,69.0,120.0,S,,,,,,,,,76.0,D
6,06_3,7,3,サノノキャニオン,83.7,65.25,61.7,E,,,73.94118,E,69.0,4.0,E,,86.4,,,,,,,75.33333,D
6,06_3,7,4,スノーランス,81.7,62.27,57.6,E,,,86.6875,,69.0,5.667,E,,,,,,,,,69.11111,E
6,06_3,7,5,イーアンベ,97.8,90.1,85.0,,,,97.375,B,69.0,119.75,S,,63.1,E,,,,,,75.77778,D
6,06_3,7,6,スフェーンテソーロ,92.4,79.74,69.7,E,,,105.88889,A,69.0,25.0,E,,,,,,,,,79.0,D
6,06_3,7,7,ダイユウサルターレ,94.7,84.07,84.6,,,,74.52941,E,69.0,121.0,S,,,,,,,,,74.0,E
6,06_3,7,8,タイセイエキサイト,83.1,64.3,59.1,E,,,85.625,,69.0,5.0,E,,,,,,,,,76.66667,D
6,06_3,7,9,ミスタートントン,89.2,73.98,66.2,E,,,97.9375,B,69.0,30.0,E,,,,,,,,,68.0,E
6,06_3,7,10,サトミノアカリ,87.0,70.34,69.2,E,,,76.22222,D,69.0,74.0,E,,63.1,E,,,,,,63.77778,E
6,06_3,7,11,ガルディーノ,85.0,67.21,62.6,E,,,76.35294,D,69.0,25.0,E,,77.2,D,,,,,,65.22222,E
6,06_3,7,12,コックピットサイト,93.8,82.24,78.8,D,,,100.44444,A,69.0,67.75,E,,,,,,,,,78.11111,D
6,06_3,7,13,グラスリッキー,78.2,57.47,60.4,E,,,67.94118,E,69.0,3.333,E,,98.2,B,,,,,,63.44444,E
6,06_3,7,14,エンカウンターベイ,83.0,64.2,60.6,E,,,87.9375,,69.0,11.5,E,,,,,,,,,74.0,E
6,06_3,7,15,ヘイスティハート,89.8,74.96,73.1,E,,,76.0,D,69.0,25.0,E,,116.5,S,,,,,,79.0,D
6,06_3,7,16,オンマイビート,87.7,71.46,66.2,E,,,76.44444,D,69.0,25.0,E,,84.7,,,,,,,76.0,D
6,06_4,15,1,アンジュレーヌ,87.4,70.99,69.3,E,79.2,71.5,74.5,E,59.0,,,,,,68.667,,E,,,73.0,E
6,06_4,15,2,リオハリソンメリー,87.3,70.75,69.1,E,79.2,65.75,88.83333,,59.0,,,,,,68.667,,E,,,63.0,E
6,06_4,15,3,エコロストーム,89.4,74.28,73.3,E,79.2,76.8,80.6,,59.0,,,,,,68.667,,E,,,81.375,
6,06_4,15,4,ギャニミード,88.7,73.19,72.0,E,79.2,67.2,91.5,,59.0,,,,,,68.667,,E,,,73.5,E
6,06_4,15,5,パルフェ,93.3,81.37,81.8,,79.2,115.8,92.5,,59.0,,,,,,68.667,,E,,,73.0,E
6,06_4,15,6,ラブカニュー,88.5,72.77,71.5,E,79.2,80.0,75.83333,D,59.0,,,,,,68.667,,E,,,73.875,E
6,06_4,15,7,アースアクシス,88.1,72.12,70.7,E,79.2,66.4,86.16667,,59.0,,,,,,68.667,,E,,,73.25,E
6,06_4,15,8,ナズドゥラヴィ,86.7,69.85,68.0,E,79.2,69.2,72.0,E,59.0,,,,,,68.667,,E,,,71.0,E
6,06_4,15,9,スイートハイデン,87.8,71.6,70.1,E,79.2,74.75,73.5,E,59.0,,,,,,68.667,,E,,,74.42857,E
6,06_4,15,10,メイアイリス,88.4,72.65,71.3,E,79.2,72.0,84.0,,59.0,,,,,,68.667,,E,,,73.0,E
6,06_4,15,11,ガーヴィ,85.5,68.01,65.8,E,79.2,75.0,75.0,D,59.0,,,,,,68.667,,E,,,51.14286,E
6,06_4,15,12,ニューハイ,89.4,74.28,73.3,E,79.2,76.6,92.14286,,59.0,,,,,,68.667,,E,,,70.0,E
6,06_5,15,1,コンヴァーンクル,87.5,71.23,69.6,E,77.9,54.0,84.4,,59.0,,,,,,,,,,,80.875,
6,06_5,15,2,オンザギャラクシー,86.1,68.86,66.6,E,77.9,66.4,75.5,D,59.0,,,,,,,,,,,65.5,E
6,06_5,15,3,オリオンブレード,87.5,71.2,69.5,E,77.9,73.8,68.33333,E,59.0,,,,,,,,,,,77.0,D
6,06_5,15,4,バトルモクオ,86.4,69.36,67.2,E,77.9,65.25,79.66667,D,59.0,,,,,,,,,,,65.0,E
6,06_5,15,5,インタノン,88.8,73.25,72.1,E,77.9,73.8,85.16667,,59.0,,,,,,,,,,,70.375,E
6,06_5,15,6,バルドル,87.3,70.76,69.0,E,77.9,69.75,73.16667,E,59.0,,,,,,,,,,,74.0,E
6,06_5,15,7,カレリアフレイバー,88.6,72.98,71.8,E,77.9,72.2,84.33333,,59.0,,,,,,,,,,,71.5,E
6,06_5,15,8,チャンピオンホープ,87.9,71.83,70.3,E,77.9,77.6,67.16667,E,59.0,,,,,,,,,,,77.5,D
6,06_5,15,9,サヴマ,86.8,69.94,68.0,E,77.9,68.5,70.33333,E,59.0,,,,,,,,,,,74.0,E
6,06_5,15,10,カタカムナ,91.7,78.44,78.6,D,77.9,77.6,97.6,B,59.0,,,,,,,,,,,80.125,
6,06_5,15,11,ランブレイ,91.5,77.99,78.0,D,77.9,79.0,76.66667,D,59.0,,,,,,,,,,,97.375,B
6,06_5,15,12,リアルケンチャン,87.2,70.63,68.8,E,77.9,67.75,83.5,,59.0,,,,,,,,,,,65.0,E
6,06_5,15,13,ピースフルマインド,88.3,72.42,71.0,E,77.9,67.4,79.16667,D,59.0,,,,,,,,,,,78.625,D
6,06_5,15,14,ランザワールド,90.3,75.84,75.3,D,77.9,74.5,91.83333,,59.0,,,,,,,,,,,76.0,D
6,06_5,15,15,アルメーリス,90.8,76.83,76.6,D,77.9,80.0,89.71429,,59.0,,,,,,,,,,,77.55556,D
6,06_6,23,1,ロードスカイブルー,88.8,73.31,73.2,E,,,79.4375,D,75.0,68.25,E,,,,,,,,,70.0,E
6,06_6,23,2,ガラスノブルース,88.1,72.2,72.3,E,,,80.625,,75.0,,,68.667,,E,,,,,,64.77778,E
6,06_6,23,3,タリスマン,89.9,75.22,76.3,D,,,84.3125,,75.0,77.75,D,81.667,,,,,,,,62.88889,E
6,06_6,23,4,ロジルーラー,87.9,71.81,68.9,E,,,98.375,B,75.0,30.75,E,,,,,,,,,71.55556,E
6,06_6,23,5,ロードインフェルノ,90.6,76.36,75.2,D,,,94.94118,,75.0,77.5,D,68.333,,E,,,,,,60.25,E
6,06_6,23,6,プロスペクトパーク,92.9,80.54,79.5,D,,,80.5,,75.0,79.5,D,,,,,,,,,83.11111,
6,06_6,23,7,グラスビジョン,91.1,77.32,76.7,D,,,94.625,,75.0,74.0,E,,,,,,,,,63.0,E
6,06_6,23,8,ナムラジミー,92.7,80.26,79.2,D,,,91.6,,75.0,77.75,D,,,,,,,,,72.33333,E
6,06_6,23,9,コスモシェルベット,90.0,75.45,75.0,D,,,82.6875,,75.0,71.5,E,,,,,,,,,71.0,E
6,06_6,23,10,コーリンカルベラ,93.4,81.43,79.0,D,,,105.0,A,75.0,65.25,E,,,,,,,,,70.77778,E
6,06_6,23,11,ミスティブルー,83.5,64.84,62.0,E,,,112.25,A,75.0,10.25,E,,,,,,,,,50.44444,E
6,06_6,23,12,マリンバンカー,98.6,91.86,88.5,,,,94.125,,75.0,,,83.333,,,,,,,,101.44444,A
6,06_6,23,13,ブレードサクセス,90.9,77.03,77.0,D,,,96.1875,B,75.0,,,,,,,,,,,59.88889,E
6,06_6,23,14,ウインファヴォリ,96.4,87.36,84.0,,,,99.70588,B,75.0,71.75,E,,,,,,,,,89.55556,
6,06_6,23,15,ニシノブレイゼスト,88.3,72.51,72.5,E,,,85.3125,,75.0,,,,,,,,,,,57.22222,E
6,06_6,23,16,ファルコンミノル,87.2,70.64,68.7,E,,,96.76471,B,75.0,25.0,E,,100.4,A,,,,,,46.3,E
6,06_7,7,1,ワイルドカモミール,90.7,76.67,73.7,E,,,104.1875,A,69.0,56.75,E,,,,,,,,,65.0,E
6,06_7,7,2,ブルーハーツ,92.9,80.56,78.4,D,,,101.0,A,69.0,77.5,D,,,,,,,,,66.0,E
6,06_7,7,3,タケウチビー,90.8,76.69,76.7,D,,,86.0625,,69.0,,,,,,,,,,,75.0,D
6,06_7,7,4,アースジャッジ,90.0,75.36,66.4,E,,,95.41176,D,69.0,25.0,E,,,,,,,,,76.33333,D
6,06_7,7,5,リラ,99.8,94.44,88.0,,,,124.3125,S,69.0,67.5,E,,,,,,,,,91.0,
6,06_7,7,6,ディールメーカー,100.2,95.32,92.6,,,,94.1875,,69.0,115.0,S,,,,,,,,,92.11111,
6,06_7,7,7,ベッラモレーン,90.9,77.01,74.5,E,,,84.125,,69.0,63.25,E,,,,,,,,,81.75,
6,06_7,7,8,エフティヴェント,99.5,93.85,87.3,,,,128.0625,S,69.0,64.75,E,,,,,,,,,87.33333,
6,06_7,7,9,ラプランセス,85.2,67.51,63.0,E,,,96.875,B,69.0,10.5,E,,,,,,,,,75.66667,D
6,06_7,7,10,セルリア,103.1,101.89,94.7,,,,132.125,S,69.0,81.5,,,,,,,,,,96.22222,B
6,06_7,7,11,セイウンリメンバー,95.0,84.6,84.6,,,,84.77778,,69.0,119.0,S,42.0,111.05,D,,,,,,81.55556,
6,06_7,7,12,カドドゥディエ,99.5,93.77,88.7,,,,132.3125,S,69.0,82.5,,,,,,,,,,71.0,E
6,06_7,7,13,シャルムグリーン,84.1,65.79,61.7,E,,,87.875,,69.0,10.25,E,,,,,,,,,79.66667,D
6,06_7,7,14,ファインダーズ,91.2,77.53,75.2,D,,,83.35294,,69.0,67.0,E,,,,,,,,,81.55556,
6,06_7,7,15,セーヌデローヴ,90.4,76.0,76.0,D,,,83.0,,69.0,,,,,,,,,,,76.0,D
6,06_7,7,16,ウマナミカイドウ,90.0,75.37,67.3,E,,,108.0,A,69.0,30.0,E,,,,,,,,,62.11111,E
6,06_8,43,1,パイシャオピン,92.0,78.9,83.3,,,,83.6875,,66.5,77.0,D,66.333,130.0,B,,,,,,76.0,D
6,06_8,43,2,エーデル,80.7,60.8,55.6,E,,,81.5625,,66.5,6.667,E,,57.5,E,,,,,,65.75,E
6,06_8,43,3,トレサフィール,86.9,70.21,64.6,E,,,86.0,,66.5,29.0,E,,,,,,,,,76.88889,D
6,06_8,43,4,デルマタモン,86.8,70.09,62.3,E,,,84.6,,66.5,25.0,E,,,,,,,,,73.0,E
6,06_8,43,5,トルショー,100.5,95.97,93.2,,,,94.64706,,66.5,122.0,S,,,,,,,,,89.77778,
6,06_8,43,6,スマートカイロス,91.2,77.55,65.7,E,,,85.66667,,66.5,4.0,E,87.333,62.4,E,,,,,,88.33333,
6,06_8,43,7,レッドライトニング,85.3,67.62,62.1,E,,,68.29412,E,66.5,25.0,E,84.667,,,,,,,,65.88889,E
6,06_8,43,8,ピコシー,91.1,77.29,79.8,D,,,83.625,,66.5,78.75,D,,100.4,A,,,,,,69.88889,E
6,06_8,43,9,ヤウガウ,85.4,67.85,63.7,E,,,74.875,E,66.5,,,57.667,46.5,E,,,,,,73.0,E
6,06_8,43,10,アパイシュナール,93.9,82.44,77.7,D,,,92.2,,66.5,,,59.0,,E,,,,,,93.11111,
6,06_8,43,11,ダイシンバースディ,88.4,72.6,72.6,E,,,84.07143,,66.5,,,,,,,,,,,67.22222,E
6,06_8,43,12,エクリプスルバン,95.6,85.74,75.5,D,,,94.6,,66.5,25.0,E,85.0,92.9,,,,,,,89.22222,
6,06_8,43,13,トーホウキザン,93.2,81.05,77.5,D,,,99.15789,B,66.5,87.5,,64.25,,E,,,,,,70.0,E
6,06_9,23,1,ラフレードピエル,92.7,80.16,79.1,D,,,90.3125,,75.0,78.25,D,,,,,,,,,73.0,E
6,06_9,23,2,ファイアマン,83.7,65.2,58.7,E,,,88.25,,75.0,3.5,E,,,,,,,,,68.11111,E
6,06_9,23,3,ダンツシタン,85.3,67.59,60.9,E,,,84.35714,,75.0,6.5,E,,,,,,,,,77.66667,D
6,06_9,23,4,マクリール,98.2,91.09,94.3,,,,95.5,D,75.0,126.667,S,,101.9,A,,,,,,72.44444,E
6,06_9,23,5,ケントン,94.6,83.77,81.0,,,,93.875,,75.0,68.5,E,,,,,,,,,86.77778,
6,06_9,23,6,タイセイエムロード,89.3,74.18,71.0,E,,,80.3125,,75.0,25.0,E,,101.9,A,,,,,,73.0,E
6,06_9,23,7,ハイライトニング,85.7,68.34,63.5,E,,,84.5625,,75.0,10.0,E,,,,,,,,,84.44444,
6,06_9,23,8,テンカムテキ,83.1,64.31,61.1,E,,,91.75,,75.0,4.75,E,,,,,,,,,73.0,E
6,06_9,23,9,オトシダマ,83.9,65.53,62.4,E,,,85.9375,,75.0,9.5,E,,,,,,,,,79.33333,D
6,06_9,23,10,アジアントレジャー,94.4,83.34,81.6,,,,101.21053,A,75.0,78.75,D,,,,,,,,,71.3,E
6,06_10,43,1,ウインベアトリス,93.2,81.22,78.6,D,,,96.0,B,66.5,78.75,D,,,,,,,,,73.0,E
6,06_10,43,2,アンジョルラス,94.1,82.91,82.9,,,,93.4375,,66.5,,,,,,,,,,,88.77778,
6,06_10,43,3,ホークマン,94.7,84.04,84.8,,,,98.41176,B,66.5,127.75,S,,,,,,,,,46.375,E
6,06_10,43,4,シルバーレイン,100.3,95.55,93.1,,,,107.47059,A,66.5,124.0,S,,,,,,,,,74.33333,E
6,06_10,43,5,バセリーナ,96.9,88.41,88.0,,,,91.88235,,66.5,127.75,S,,,,,,,,,66.0,E
6,06_10,43,6,ロゼル,82.6,63.55,59.3,E,,,81.75,,66.5,6.25,E,,,,,,,,,82.55556,
6,06_10,43,7,ハリケーンリッジ,92.0,78.94,68.9,E,,,94.375,,66.5,25.0,E,,,,,,,,,89.77778,
6,06_10,43,8,ダノンミッション,83.2,64.51,60.6,E,,,72.0,E,66.5,31.0,E,,,,,,,,,72.77778,E
6,06_10,43,9,ワンモアスマイル,103.1,101.84,97.0,B,,,123.6,S,66.5,114.75,A,,,,,,,,,83.25,
6,06_10,43,10,マルカオペラ,85.8,68.36,61.8,E,,,77.3125,D,66.5,30.0,E,,,,,,,,,73.44444,E
6,06_10,43,11,ワタシマツワ,100.8,96.71,93.6,,,,98.58824,B,66.5,120.0,S,,,,,,,,,89.375,
6,06_10,43,12,ストレイトトーカー,102.3,100.14,96.0,B,,,124.875,S,66.5,117.75,S,,,,,,,,,74.875,E
6,06_10,43,13,エールトゥヘヴン,82.3,63.1,59.6,E,,,67.29412,E,66.5,31.5,E,,,,,,,,,73.0,E
6,06_10,43,14,ミトノオルフェ,91.5,78.06,78.1,D,,,95.25,D,66.5,,,,,,,,,,,72.44444,E
6,06_10,43,15,レーヴブリリアント,93.1,80.92,80.9,,,,100.625,A,66.5,,,,,,,,,,,75.625,D
6,06_10,43,16,マテンロウブラボー,89.3,74.13,66.1,E,,,90.64706,,66.5,30.0,E,,,,,,,,,77.4,D
6,06_11,67,1,ロードオールライト,96.4,87.39,86.7,,,,106.88235,A,83.5,87.0,,,,,,,,,,69.44444,E
6,06_11,67,2,バレンタインガール,95.7,86.03,76.5,D,,,121.88235,S,83.5,30.0,E,,,,,,,,,70.55556,E
6,06_11,67,3,グロッシェン,92.9,80.65,84.8,,,,66.11765,E,83.5,125.25,S,,,,,,,,,64.5,E
6,06_11,67,4,マイユニバース,98.0,90.62,92.2,,,,98.94118,B,83.5,123.75,S,,,,,,,,,62.57143,E
6,06_11,67,5,コスモサガルマータ,91.8,78.6,78.2,D,,,85.625,,83.5,63.5,E,,,,,,,,,80.0,
6,06_11,67,6,モズマーヴェリック,98.3,91.33,91.3,,,,89.0,,83.5,,,,,,,,,,,101.5,A
6,06_11,67,7,ルカランフィースト,90.6,76.36,76.3,D,,,82.35294,,83.5,61.0,E,,,,,,,,,78.22222,D
6,06_11,67,8,マイネルブリックス,93.0,80.83,79.6,D,,,83.125,,83.5,60.25,E,,,,,,,,,91.375,
6,06_11,67,9,エラン,90.5,76.31,69.2,E,,,82.375,,83.5,30.0,E,,,,,,,,,80.88889,
6,06_11,67,10,メイテソーロ,92.7,80.25,80.2,,,,99.11765,B,83.5,,,,,,,,,,,58.125,E
6,06_11,67,11,マイネルラウレア,94.1,82.9,81.4,,,,111.3125,A,83.5,64.0,E,,,,,,,,,66.88889,E
6,06_11,67,12,ピンクジン,80.9,61.15,60.5,E,,,75.94118,D,83.5,8.5,E,,,,,,,,,74.0,E
6,06_11,67,13,アスクナイスショー,95.5,85.56,84.5,,,,98.5625,B,83.5,77.5,D,,,,,,,,,78.625,D
6,06_11,67,14,スパークリシャール,90.6,76.37,69.2,E,,,95.0625,D,83.5,30.0,E,,,,,,,,,68.375,E
6,06_11,67,15,ナイトインロンドン,94.9,84.4,77.4,D,,,103.6875,A,83.5,29.0,E,,,,,,,,,93.25,
6,06_11,67,16,イケイケドンドン,92.8,80.35,80.7,,,,100.875,A,83.5,78.5,D,,,,,,,,,60.0,E
6,06_11,67,17,オールセインツ,97.0,88.5,86.9,,,,98.35294,B,83.5,79.5,D,,,,,,,,,86.3,
6,06_12,23,1,シルフレイ,81.6,62.13,58.7,E,,,72.17647,E,75.0,8.667,E,,,,,,,,,79.0,D
6,06_12,23,2,キボウノホシ,78.4,57.67,56.3,E,,,69.94118,E,75.0,6.25,E,,,,,,,,,73.88889,E
6,06_12,23,3,ペッパーミル,77.2,56.16,55.1,E,,,80.3125,,75.0,5.25,E,,,,,,,,,59.66667,E
6,06_12,23,4,ハッピーパンニャ,84.1,65.87,59.8,E,,,80.27778,,75.0,25.0,E,,,,,,,,,59.0,E
6,06_12,23,5,ハヌル,88.1,72.08,72.2,E,,,74.17647,E,75.0,68.25,E,,,,,,,,,71.55556,E
6,06_12,23,6,ピコレッド,93.5,81.68,79.2,D,,,93.6,,75.0,66.25,E,84.0,,,,,,,,77.33333,D
6,06_12,23,7,ウインレアリゼ,88.1,72.2,73.0,E,,,70.61111,E,75.0,66.75,E,80.333,72.4,D,,,,,,73.0,E
6,06_12,23,8,ハドソンテソーロ,92.9,80.61,79.7,D,,,93.5,,75.0,81.0,,,,,,,,,,69.33333,E
6,06_12,23,9,サイモンカーチス,88.6,73.01,73.4,E,,,87.375,,75.0,74.0,E,,,,,,,,,57.33333,E
6,06_12,23,10,セイウンビッグバン,89.5,74.49,73.0,E,,,84.125,,75.0,56.0,E,,,,,,,,,77.0,D
6,06_12,23,11,ファイブセンス,83.8,65.39,68.9,E,,,70.5,E,75.0,73.0,E,69.667,71.45,E,,,,,,53.5,E
6,06_12,23,12,プルシャプラ,96.8,88.15,84.8,,,,102.44444,A,75.0,66.25,E,96.667,,B,,,,,,83.66667,
6,06_12,23,13,バルジール,89.8,75.08,75.1,D,,,77.25,D,75.0,,,,,,,,,,,73.0,E
6,06_12,23,14,ペロ,87.3,70.81,71.3,E,,,84.4375,,75.0,68.0,E,,,,,,,,,57.66667,E
6,06_12,23,15,ガンハンマー,95.3,85.16,81.8,,,,98.75,B,75.0,65.25,E,,,,,,,,,88.22222,
6,06_12,23,16,エテオクロス,92.7,80.12,80.1,,,,95.15385,D,75.0,,,,,,,,,,,70.2,E
8,08_1,7,1,ヴァンロゼ,84.2,65.93,65.9,E,,,71.61111,E,69.0,,,,,,64.0,,E,,,59.11111,E
8,08_1,7,2,アスタウイン,82.5,63.37,57.7,E,,,65.0,E,69.0,8.333,E,57.667,,E,72.25,,E,,,74.22222,E
8,08_1,7,3,ジーティービキニ,89.2,73.96,75.1,D,,,69.875,E,69.0,,,,84.7,,69.5,,E,,,82.22222,
8,08_1,7,4,ワンストローク,85.2,67.43,68.8,E,,,71.5625,E,69.0,25.0,E,52.0,130.0,,55.0,,E,,,79.0,D
8,08_1,7,5,オレンジフィールド,89.3,74.18,74.2,E,,,95.13333,D,69.0,,,,,,66.25,,E,,,66.33333,E
8,08_1,7,6,クイーンズドリーム,84.6,66.52,62.7,E,,,80.4375,,69.0,7.5,E,78.667,,D,67.75,,E,,,73.0,E
8,08_1,7,7,デパーチャー,85.2,67.48,67.5,E,,,70.23529,E,69.0,,,,,,64.0,,E,,,66.66667,E
8,08_1,7,8,カワキタベレッタ,92.4,79.72,77.6,D,,,97.77778,B,69.0,,,69.0,,E,67.75,,E,,,84.33333,
8,08_1,7,9,メイショウメゴヒメ,83.0,64.21,73.3,E,,,76.6,D,69.0,,,56.667,130.0,,57.25,,E,,,50.0,E
8,08_1,7,10,ハンターワディー,86.4,69.38,69.4,E,,,83.9375,,69.0,,,,,,64.25,,E,,,60.33333,E
8,08_1,7,11,セラサイト,86.2,69.06,69.1,E,,,68.0,E,69.0,,,,,,66.25,,E,,,73.0,E
8,08_1,7,12,アスターシャウルス,87.0,70.34,70.3,E,,,82.70588,,69.0,71.75,E,,,,64.25,,E,,,63.55556,E
8,08_1,7,13,レザーアンドレース,85.5,67.95,61.6,E,,,76.33333,D,69.0,25.0,E,61.667,,E,64.25,,E,,,73.22222,E
8,08_1,7,14,リリークリスタル,85.5,67.89,68.1,E,,,65.77778,E,69.0,,,68.667,,E,64.0,,E,,,73.0,E
8,08_1,7,15,ミライチケット,91.1,77.3,77.3,D,,,93.875,,69.0,,,,,,71.75,,E,,,74.55556,E
8,08_1,7,16,ホールドミーワンス,81.6,62.16,58.4,E,,,92.9375,,69.0,5.0,E,,,,68.0,,E,,,57.11111,E
8,08_2,7,1,タロ,91.0,77.18,77.2,D,,,94.52941,,69.0,,,,,,,,,,,68.0,E
8,08_2,7,2,ドメイン,84.4,66.2,62.5,E,,,80.0,,69.0,7.0,E,,77.2,D,,,,,,79.22222,D
8,08_2,7,3,スズノグレイス,93.2,81.17,81.2,,,,67.29412,E,69.0,,,,,,,,,,,107.22222,A
8,08_2,7,4,ヴァルボリ,99.7,94.16,98.5,B,,,91.47059,,69.0,175.667,SS,,,,,,,,,58.0,E
8,08_2,7,5,クリムゾンバースト,85.8,68.45,67.8,E,,,79.52941,D,69.0,59.75,E,,,,,,,,,63.0,E
8,08_2,7,6,ウォーターハクビ,86.3,69.29,69.1,E,,,63.375,E,69.0,,,68.0,,E,,,,,,76.0,D
8,08_2,7,7,カイラーサ,83.2,64.41,63.2,E,,,72.46667,E,69.0,,,,55.0,E,,,,,,56.44444,E
8,08_2,7,8,ヒロノフウジン,87.1,70.55,65.8,E,,,77.75,D,69.0,,,52.0,53.7,E,,,,,,76.55556,D
8,08_2,7,9,サイモンエクセラー,88.3,72.5,72.5,E,,,72.82353,E,69.0,,,,,,,,,,,75.66667,D
8,08_2,7,10,シャローファースト,90.9,76.94,76.3,D,,,86.17647,,69.0,,,,76.9,D,,,,,,73.0,E
8,08_2,7,11,ポップアップ,80.8,60.99,58.1,E,,,83.76471,,69.0,10.25,E,,,,,,,,,69.375,E
8,08_2,7,12,ロックバンド,90.6,76.45,67.0,E,,,82.5,,69.0,9.0,E,87.667,,,,,,,,87.0,
